dataset,model,gamma,graph_source,normalise,slim_alpha,slim_l1_ratio,train_time_s,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_SLIM_stat,wilcoxon_vs_SLIM_p,wilcoxon_vs_SLIM_n_pairs,wilcoxon_vs_SLIM_sign,wilcoxon_vs_SLIM_mean_diff,wilcoxon_vs_SLIM_median_diff,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff
ml-1m,SLIM,0.0,,,0.0001,0.5,466.0263195037842,0.3507524371061109,0.21978476795363802,0.8686750998668442,0.21155108302565634,0.5081967213114754,0.7910988497671307,2.5922064307033597,0.3513119417393001,0.19425093574778138,0.9242676431424767,0.3135667559382741,0.6563231850117096,0.7928136778081203,2.7388609390645913,0.3507524371061109,0.21978476795363802,0.8686750998668442,0.21155108302565634,0.5081967213114754,0.7910988497671307,2.5922064307033597,,,0,0,,,,,0,0,,
ml-1m,SLIM,0.0,,,0.0001,0.9,549.7188158035278,0.3515118380289119,0.22038177221775185,0.8698402130492676,0.21285583149972226,0.5026346604215457,0.7895855613210729,2.5926758830655965,0.3520850989091226,0.1947435420486286,0.9257656458055925,0.3151290481189891,0.6469555035128806,0.7904518560471407,2.739276957787534,0.3515118380289119,0.22038177221775185,0.8698402130492676,0.21285583149972226,0.5026346604215457,0.7895855613210729,2.5926758830655965,,,0,0,,,,,0,0,,
ml-1m,SLIM,0.0,,,0.001,0.5,487.65449237823486,0.3548033276524703,0.22330167137840734,0.8716711051930759,0.2153047425772019,0.42564402810304447,0.7664874161365771,2.56914420851438,0.3564618257585577,0.1977773741111637,0.931757656458056,0.32104229904977266,0.5383489461358314,0.7641596233117489,2.7104577032815085,0.3548033276524703,0.22330167137840734,0.8716711051930759,0.2153047425772019,0.42564402810304447,0.7664874161365771,2.56914420851438,,,0,0,,,,,0,0,,
ml-1m,SLIM,0.0,,,0.001,0.9,418.3588161468506,0.3546095060848209,0.2231647469641553,0.8728362183754993,0.21494702686471018,0.4057377049180328,0.7592871841873174,2.563168023324369,0.35659192813414203,0.1977498483493614,0.9324234354194407,0.321434979058835,0.5120023419203747,0.7560278595568022,2.704227097813275,0.3546095060848209,0.2231647469641553,0.8728362183754993,0.21494702686471018,0.4057377049180328,0.7592871841873174,2.563168023324369,,,0,0,,,,,0,0,,
ml-1m,EASE,0.0,,,,,156.951322555542,0.36335613906888853,0.229166956340903,0.8856524633821571,0.22513923250602305,0.3085480093676815,0.757138805438416,2.38695795811389,0.365349054583525,0.20414787720272656,0.9375832223701731,0.3316665455941842,0.39637002341920374,0.7487248661066388,2.5533754562781135,0.36335613906888853,0.229166956340903,0.8856524633821571,0.22513923250602305,0.3085480093676815,0.757138805438416,2.38695795811389,6036604.5,3.1302943633850045e-08,6008,1,0.008552811416418312,0.0,,,0,0,,
ml-1m,SLIM-Laplacian,0.3,rp3beta,sym,0.001,0.5,82.37354516983032,0.36534329175994806,0.23342711555081175,0.8746671105193076,0.22078667645690817,0.2620023419203747,0.7766244634714234,2.279934678813736,0.36573186014283454,0.20606889422099195,0.9350865512649801,0.32810662026043735,0.3430913348946136,0.7653818088964428,2.4425661737398174,0.36534329175994806,0.23342711555081175,0.8746671105193076,0.22078667645690817,0.2620023419203747,0.7766244634714234,2.279934678813736,5103730.0,2.9808068143866656e-20,6008,1,0.010539964107477725,0.0,5965829.5,0.2537634520839509,6008,1,0.0019871526910594144,0.0
ml-1m,SLIM-Laplacian,1.0,rp3beta,sym,0.001,0.5,85.8828821182251,0.365468342202951,0.23341285952630053,0.8738348868175766,0.22087310025062784,0.257903981264637,0.7772890024802344,2.2697572317271995,0.36567559816982215,0.20605511110105235,0.9345872170439414,0.3275089000120931,0.3395784543325527,0.7665546082235182,2.4333484716367866,0.365468342202951,0.23341285952630053,0.8738348868175766,0.22087310025062784,0.257903981264637,0.7772890024802344,2.2697572317271995,5158572.0,5.668153600694168e-20,6008,1,0.010665014550480746,0.0,5949812.5,0.2102369389477976,6008,1,0.0021122031340624348,0.0
ml-1m,SLIM-Laplacian,3.0,rp3beta,sym,0.001,0.5,73.7104983329773,0.3651706683687836,0.2333966051374685,0.8746671105193076,0.22076074967687,0.24853629976580796,0.7796252817209564,2.2450630486697323,0.3649999667372268,0.2057572906807559,0.9344207723035952,0.32692995400695646,0.33138173302107726,0.7710544215486537,2.4077065917439735,0.3651706683687836,0.2333966051374685,0.8746671105193076,0.22076074967687,0.24853629976580796,0.7796252817209564,2.2450630486697323,5378645.5,1.8224441810783032e-17,6008,1,0.010367340716313365,0.0,6023640.0,0.2933146437942402,6008,1,0.0018145292998950542,0.0
ml-1m,SLIM-Laplacian,10.0,rp3beta,sym,0.001,0.5,75.11450028419495,0.36230836036700914,0.23089474230567356,0.8726697736351531,0.21910372647063892,0.22745901639344263,0.7903170718749948,2.178789173017706,0.3603341143105537,0.20250699395470598,0.9297603195739015,0.3203805296219034,0.3009367681498829,0.7777867998310941,2.339854572322456,0.36230836036700914,0.23089474230567356,0.8726697736351531,0.21910372647063892,0.22745901639344263,0.7903170718749948,2.178789173017706,5950686.5,4.102495372858654e-08,6008,1,0.007505032714538887,0.0,6113524.5,0.3480785519647337,6008,-1,-0.0010477787018794247,0.0
ml-1m,SLIM-Laplacian,30.0,rp3beta,sym,0.001,0.5,100.06493258476257,0.35033958824920536,0.22116058569886995,0.8606857523302264,0.2088903568091021,0.18559718969555036,0.7999998949875455,2.072754734665475,0.3472625055847082,0.19243397822362227,0.9231025299600533,0.306696379851818,0.2505854800936768,0.7875699029020495,2.2296896084401063,0.35033958824920536,0.22116058569886995,0.8606857523302264,0.2088903568091021,0.18559718969555036,0.7999998949875455,2.072754734665475,6567062.0,0.0806157439822486,6008,-1,-0.00446373940326492,0.0,5629048.0,3.255722647343978e-15,6008,-1,-0.01301655081968323,0.0
