dataset,model,gamma,graph_source,normalise,slim_alpha,slim_l1_ratio,train_time_s,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_SLIM_stat,wilcoxon_vs_SLIM_p,wilcoxon_vs_SLIM_n_pairs,wilcoxon_vs_SLIM_sign,wilcoxon_vs_SLIM_mean_diff,wilcoxon_vs_SLIM_median_diff,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff
ml-1m,SLIM,0.0,,,0.0001,0.5,383.42671966552734,0.3479591594462858,0.21758956482820135,0.8630912724850099,0.20913244910169546,0.5131733021077284,0.7931868391218937,2.5930218711804764,0.3480438662174366,0.19192909893571167,0.9210526315789473,0.30996598704849226,0.6612997658079626,0.7953554499154909,2.7356506160367746,0.3479591594462858,0.21758956482820135,0.8630912724850099,0.20913244910169546,0.5131733021077284,0.7931868391218937,2.5930218711804764,,,0,0,,,,,0,0,,
ml-1m,SLIM,0.0,,,0.0001,0.9,387.7692015171051,0.3489616353659186,0.21835105966350812,0.8640906062624917,0.21003837971598807,0.5046838407494145,0.7907934733379605,2.5920495303394504,0.34876209012634257,0.19250800570568288,0.9220519653564291,0.31050991579271003,0.6492974238875878,0.7923357752481213,2.735361727664124,0.3489616353659186,0.21835105966350812,0.8640906062624917,0.21003837971598807,0.5046838407494145,0.7907934733379605,2.5920495303394504,,,0,0,,,,,0,0,,
ml-1m,SLIM,0.0,,,0.001,0.5,354.31572008132935,0.3529003869029777,0.22169008349015326,0.8680879413724184,0.21267647862918201,0.428864168618267,0.7680213873344961,2.5692118169837497,0.35365543930958,0.19597347792714018,0.9263824117255163,0.31675949697044536,0.5327868852459017,0.7627971553762694,2.7059626712067293,0.3529003869029777,0.22169008349015326,0.8680879413724184,0.21267647862918201,0.428864168618267,0.7680213873344961,2.5692118169837497,,,0,0,,,,,0,0,,
ml-1m,SLIM,0.0,,,0.001,0.9,344.87576603889465,0.35251808244623334,0.22160441180537405,0.8657561625582945,0.21252225067918226,0.41159250585480095,0.762328267641392,2.5626569453300894,0.35308660126323066,0.19555008017107384,0.9275483011325782,0.3165259080781565,0.5081967213114754,0.7553544180991474,2.699344165861009,0.35251808244623334,0.22160441180537405,0.8657561625582945,0.21252225067918226,0.41159250585480095,0.762328267641392,2.5626569453300894,,,0,0,,,,,0,0,,
ml-1m,EASE,0.0,,,,,129.3102719783783,0.35886470515172914,0.2243326224714724,0.8794137241838774,0.2220393416816548,0.3082552693208431,0.7575972776616791,2.3851839157347414,0.3618476700911453,0.2003476739707504,0.9390406395736176,0.32899075921234416,0.40105386416861827,0.7530828109727334,2.5498226663708405,0.35886470515172914,0.2243326224714724,0.8794137241838774,0.2220393416816548,0.3082552693208431,0.7575972776616791,2.3851839157347414,6238031.0,0.0001695997585784914,6004,1,0.0059643182487514575,0.0,,,0,0,,
ml-1m,SLIM-Laplacian,0.3,rp3beta,sym,0.001,0.5,67.46753668785095,0.3626812015423701,0.23097216066608992,0.8725849433710859,0.2196022980205157,0.2620023419203747,0.7776889522441277,2.27705087512416,0.36188080482097523,0.20292216749796435,0.9333777481678881,0.32395243974375526,0.34133489461358313,0.7660172520778028,2.4398712954710096,0.3626812015423701,0.23097216066608992,0.8725849433710859,0.2196022980205157,0.2620023419203747,0.7776889522441277,2.27705087512416,5127762.5,1.62737502915878e-20,6004,1,0.00978081463939239,0.0,5816353.5,0.0009639280734497277,6004,1,0.003816496390640931,0.0
ml-1m,SLIM-Laplacian,1.0,rp3beta,sym,0.001,0.5,67.25447607040405,0.3629174453207253,0.23112000792618478,0.8727514990006662,0.2195664823709315,0.26083138173302106,0.7798314778550177,2.2690159783982033,0.3620236460936705,0.20304509318903685,0.9322118587608261,0.3235934037295695,0.33782201405152223,0.7672193840732406,2.4303545335637255,0.3629174453207253,0.23112000792618478,0.8727514990006662,0.2195664823709315,0.26083138173302106,0.7798314778550177,2.2690159783982033,5203786.5,6.446852774904883e-20,6004,1,0.010017058417747617,0.0,5800462.5,0.0007676886215704033,6004,1,0.004052740168996158,0.0
ml-1m,SLIM-Laplacian,3.0,rp3beta,sym,0.001,0.5,67.40759468078613,0.3626299439060624,0.23096122859074045,0.8720852764823451,0.2186991924772673,0.25322014051522246,0.7833424345234199,2.2446040077807266,0.3615522907011043,0.2025486494366595,0.9320453031312458,0.32307469762997143,0.3296252927400468,0.7715401987780792,2.4044531999960874,0.3626299439060624,0.23096122859074045,0.8720852764823451,0.2186991924772673,0.25322014051522246,0.7833424345234199,2.2446040077807266,5396635.0,4.690523138327946e-17,6004,1,0.00972955700308471,0.0,5799902.5,0.0027789568080571797,6004,1,0.003765238754333249,0.0
ml-1m,SLIM-Laplacian,10.0,rp3beta,sym,0.001,0.5,90.1144666671753,0.36013096397572264,0.2291803931596203,0.8700866089273818,0.21618464674853344,0.2259953161592506,0.7896087409775177,2.177910949782816,0.3576238476313096,0.19982230106221807,0.9282145236508994,0.3182971177405729,0.3012295081967213,0.7783400149819135,2.3385993743883713,0.36013096397572264,0.2291803931596203,0.8700866089273818,0.21618464674853344,0.2259953161592506,0.7896087409775177,2.177910949782816,5939662.5,1.7397657741963074e-08,6004,1,0.007230577072745027,0.0,6170947.5,0.30358457603953004,6004,1,0.0012662588239935677,0.0
ml-1m,SLIM-Laplacian,30.0,rp3beta,sym,0.001,0.5,94.48030495643616,0.3488663272035622,0.2203406370536716,0.8580946035976016,0.20576026279989357,0.18501170960187355,0.7997060503967819,2.069427411060169,0.34446279861246515,0.1903327807266315,0.9192205196535643,0.30169037650379404,0.25234192037470726,0.7895033821226682,2.228131501973164,0.3488663272035622,0.2203406370536716,0.8580946035976016,0.20576026279989357,0.18501170960187355,0.7997060503967819,2.069427411060169,6582008.0,0.09303013095211868,6004,-1,-0.004034059699415555,0.0,5962457.5,4.959340488111849e-09,6004,-1,-0.009998377948167015,0.0
