dataset,model,gamma,graph_source,normalise,slim_alpha,slim_l1_ratio,train_time_s,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_SLIM_stat,wilcoxon_vs_SLIM_p,wilcoxon_vs_SLIM_n_pairs,wilcoxon_vs_SLIM_sign,wilcoxon_vs_SLIM_mean_diff,wilcoxon_vs_SLIM_median_diff,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff
ml-1m,SLIM,0.0,,,0.0001,0.5,390.1930592060089,0.3483108591660747,0.2181202114422069,0.8656343656343657,0.20986706221815085,0.5225409836065574,0.7945494095073926,2.5999043268863904,0.3496669984043245,0.19303597048325516,0.922077922077922,0.31235621614203923,0.6536885245901639,0.7922118931971147,2.739294667594598,0.3483108591660747,0.2181202114422069,0.8656343656343657,0.20986706221815085,0.5225409836065574,0.7945494095073926,2.5999043268863904,,,0,0,,,,,0,0,,
ml-1m,SLIM,0.0,,,0.0001,0.9,376.1419026851654,0.34897304454017475,0.21865483151055715,0.8656343656343657,0.21034826088904177,0.5175644028103045,0.7931102457120556,2.600176068936741,0.3506509976841068,0.1936865911673694,0.9240759240759241,0.31357786149885913,0.6451990632318502,0.7900679251178344,2.7396552732517363,0.34897304454017475,0.21865483151055715,0.8656343656343657,0.21034826088904177,0.5175644028103045,0.7931102457120556,2.600176068936741,,,0,0,,,,,0,0,,
ml-1m,SLIM,0.0,,,0.001,0.5,362.54806303977966,0.35388475083220255,0.22213363715418705,0.872960372960373,0.21499315026704913,0.4376463700234192,0.7707785191397232,2.5755810439923876,0.3547281723529548,0.1966678423374892,0.9270729270729271,0.31801193302146924,0.5401053864168618,0.7640721067550336,2.7126816540171697,0.35388475083220255,0.22213363715418705,0.872960372960373,0.21499315026704913,0.4376463700234192,0.7707785191397232,2.5755810439923876,,,0,0,,,,,0,0,,
ml-1m,SLIM,0.0,,,0.001,0.9,357.20208835601807,0.35302266921821296,0.22142927495889514,0.8717948717948718,0.21435061385961596,0.41510538641686184,0.763720506104145,2.567162641572135,0.35459148374189736,0.19661932095191798,0.9277389277389277,0.3182406824914258,0.5096604215456675,0.7543628016632038,2.704549177754518,0.35302266921821296,0.22142927495889514,0.8717948717948718,0.21435061385961596,0.41510538641686184,0.763720506104145,2.567162641572135,,,0,0,,,,,0,0,,
ml-1m,EASE,0.0,,,,,129.41421556472778,0.3623488874914095,0.22828379507659552,0.8771228771228772,0.22293921857668994,0.3129391100702576,0.7612990377256046,2.3852822063754466,0.36349761852879936,0.20270640009375476,0.9347319347319347,0.3275426777323132,0.40105386416861827,0.7512512548278971,2.5551994360475203,0.3623488874914095,0.22828379507659552,0.8771228771228772,0.22293921857668994,0.3129391100702576,0.7612990377256046,2.3852822063754466,6122238.0,1.7837536436081526e-06,6006,1,0.008464136659206955,0.0,,,0,0,,
ml-1m,SLIM-Laplacian,0.3,rp3beta,sym,0.001,0.5,92.3152220249176,0.3635521741168691,0.23213293323058062,0.8701298701298701,0.2191629287651231,0.2611241217798595,0.7768871263265882,2.278001068717898,0.363506454805583,0.2049808803002889,0.9285714285714286,0.3239276042449827,0.3457259953161593,0.7670622490690231,2.4426693638971484,0.3635521741168691,0.23213293323058062,0.8701298701298701,0.2191629287651231,0.2611241217798595,0.7768871263265882,2.278001068717898,5272547.5,1.5393743019335475e-16,6006,1,0.009667423284666585,0.0,5941356.0,0.3556575630775588,6006,1,0.0012032866254596305,0.0
ml-1m,SLIM-Laplacian,1.0,rp3beta,sym,0.001,0.5,92.18271684646606,0.3636755994661811,0.23225377621140092,0.8704628704628704,0.21915211673388652,0.2581967213114754,0.7782666313278559,2.2688137868087144,0.363318454587458,0.20476769914233378,0.929070929070929,0.3237922697205127,0.3427985948477752,0.7690566763154294,2.4322747406278915,0.3636755994661811,0.23225377621140092,0.8704628704628704,0.21915211673388652,0.2581967213114754,0.7782666313278559,2.2688137868087144,5311536.0,1.7012664809707415e-16,6006,1,0.009790848633978593,0.0,5946997.0,0.27723890572182575,6006,1,0.001326711974771638,0.0
ml-1m,SLIM-Laplacian,3.0,rp3beta,sym,0.001,0.5,92.13190054893494,0.3628610503999275,0.23165532895549903,0.86996336996337,0.21816734759946804,0.25234192037470726,0.7834995630819295,2.243033283167518,0.36269807987426117,0.20449257733974205,0.9275724275724275,0.3223909158614606,0.3337236533957845,0.7728199432146801,2.407181160273997,0.3628610503999275,0.23165532895549903,0.86996336996337,0.21816734759946804,0.25234192037470726,0.7834995630819295,2.243033283167518,5537150.0,3.630491972703222e-12,6006,1,0.00897629956772497,0.0,6040508.0,0.8626854210006849,6006,1,0.000512162908518016,0.0
ml-1m,SLIM-Laplacian,10.0,rp3beta,sym,0.001,0.5,91.2338547706604,0.35848648763460234,0.2279629090832322,0.8654678654678655,0.21495919162149515,0.23331381733021078,0.795994762243194,2.17572334833244,0.3574521622005088,0.20045398969217898,0.9245754245754245,0.3172870965290973,0.30357142857142855,0.7797198622656674,2.3389135902223566,0.35848648763460234,0.2279629090832322,0.8654678654678655,0.21495919162149515,0.23331381733021078,0.795994762243194,2.17572334833244,6126933.5,0.0005251598478591579,6006,1,0.004601736802399808,0.0,5839607.0,0.003410970182179896,6006,-1,-0.0038623998568071464,0.0
ml-1m,SLIM-Laplacian,30.0,rp3beta,sym,0.001,0.5,97.7711443901062,0.34669167023092734,0.21843949121656034,0.854978354978355,0.20588201748547397,0.1876463700234192,0.8037201488059522,2.067125780635877,0.3428937307124223,0.18975849049504095,0.916083916083916,0.3003196084604671,0.2520491803278688,0.7897928242875978,2.225968245100847,0.34669167023092734,0.21843949121656034,0.854978354978355,0.20588201748547397,0.1876463700234192,0.8037201488059522,2.067125780635877,6412509.0,0.0007166460870580098,6006,-1,-0.007193080601275191,0.0,5428944.0,6.193364050206116e-21,6006,-1,-0.015657217260482147,0.0
