dataset,seed,family,config,train_time_s,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff
ml-1m,3,DAN,alpha=1.0,129.2989091873169,0.24191068394003656,0.1416909391057764,0.7159487776484285,0.12969555602268604,0.04274004683840749,0.8141788681600823,1.5943769048432395,0.234250156828859,0.11702497859575041,0.8100781639780475,0.19187923960421277,0.06498829039812647,0.8012906720124415,1.7301117618090676,0.24191068394003656,0.1416909391057764,0.7159487776484285,0.12969555602268604,0.04274004683840749,0.8141788681600823,1.5943769048432395,2439400.5,0.0,6013,-1,-0.11515157592655736,-0.09478836436955078
ml-1m,3,SVD-AE,"filt=identity,k=64",155.70893454551697,0.3113347534870469,0.18426879673280327,0.8446698819225013,0.19245140702714622,0.26990632318501173,0.6839584010493533,2.535894486070594,0.3164099800883085,0.16455658791583724,0.9118576417761517,0.29155602850700896,0.3439695550351288,0.678563226484461,2.686513885567477,0.3113347534870469,0.18426879673280327,0.8446698819225013,0.19245140702714622,0.26990632318501173,0.6839584010493533,2.535894486070594,4061607.5,1.253933500833205e-124,6013,-1,-0.045727506379547,-0.016390095390875464
ml-1m,3,SVD-AE,"filt=identity,k=128",159.02793097496033,0.260810347462809,0.14510989514006292,0.8055878928987195,0.16326048277644722,0.32903981264637,0.6243587588694248,2.87349515156537,0.2677370138888473,0.12960473914252077,0.8907367370696824,0.2514276885263116,0.40398126463700235,0.6325228068653184,2.9686886259805614,0.260810347462809,0.14510989514006292,0.8055878928987195,0.16326048277644722,0.32903981264637,0.6243587588694248,2.87349515156537,2788269.5,2.3511436941658657e-308,6013,-1,-0.09625191240378492,-0.06943122193677723
ml-1m,3,SVD-AE,"filt=identity,k=256",154.75449752807617,0.2009338780970105,0.10345450595160054,0.7264260768335273,0.12809313357066707,0.4180327868852459,0.5726677399714251,3.2720067141657307,0.20648448770675293,0.09191275235768026,0.8308664560119741,0.19529300410717873,0.4894613583138173,0.5822163919959704,3.334391890705493,0.2009338780970105,0.10345450595160054,0.7264260768335273,0.12809313357066707,0.4180327868852459,0.5726677399714251,3.2720067141657307,1726949.0,0.0,6013,-1,-0.15612838176958344,-0.13743816645714543
ml-1m,3,SVD-AE,"filt=turbo_cf,k=64",276.8190612792969,0.3141575527669841,0.1867908414097079,0.8451688009313155,0.19375958878391958,0.2734192037470726,0.6913345852010153,2.5266841997753784,0.3195930328549161,0.16696224369715898,0.9128554797937801,0.29449166743665595,0.34660421545667447,0.6839664819692468,2.677927813762963,0.3141575527669841,0.1867908414097079,0.8451688009313155,0.19375958878391958,0.2734192037470726,0.6913345852010153,2.5266841997753784,4171488.5,2.468467785812009e-114,6013,-1,-0.04290470709960984,-0.01571189570484377
ml-1m,3,SVD-AE,"filt=turbo_cf,k=128",269.90920758247375,0.26469468550818903,0.14808304711589657,0.8089140196241477,0.16568608436989238,0.3296252927400468,0.6290606291460272,2.8591857679992465,0.27185719038313816,0.13246049885584613,0.8928987194412107,0.2554852243596366,0.41188524590163933,0.641820925544996,2.9574922929321463,0.26469468550818903,0.14808304711589657,0.8089140196241477,0.16568608436989238,0.3296252927400468,0.6290606291460272,2.8591857679992465,2848193.5,9.131088926397482e-297,6013,-1,-0.09236757435840486,-0.06625422345438906
ml-1m,3,SVD-AE,"filt=turbo_cf,k=256",271.2504634857178,0.2058912940476774,0.10662948773081185,0.7350740063196408,0.13116087565247123,0.4230093676814988,0.580493521246066,3.2552164610430125,0.21209981276219797,0.09497361553726788,0.8398469981706304,0.20143109465149567,0.4956088992974239,0.5894134081806803,3.3192950406850046,0.2058912940476774,0.10662948773081185,0.7350740063196408,0.13116087565247123,0.4230093676814988,0.580493521246066,3.2552164610430125,1793860.0,0.0,6013,-1,-0.1511709658189166,-0.13012668333070057
ml-1m,3,L3AE,alpha_S=0.1,128.681396484375,0.3571214969043807,0.22534739354624148,0.8714452020621986,0.21843098888489784,0.3149882903981265,0.7613046577520701,2.388243607175986,0.35827584373168064,0.199679113168938,0.924496923332779,0.3233234783477742,0.4139344262295082,0.7576351427164765,2.5557290525727843,0.3571214969043807,0.22534739354624148,0.8714452020621986,0.21843098888489784,0.3149882903981265,0.7613046577520701,2.388243607175986,349568.5,0.6522846797435695,6013,1,5.9237037786762924e-05,0.0
ml-1m,3,L3AE,alpha_S=1.0,127.41644430160522,0.3578282771140846,0.2258133792703782,0.8719441210710128,0.2191226108190967,0.3269906323185012,0.7665221920693766,2.395496647782981,0.35875438167862844,0.19998271601513537,0.9248295360053218,0.32375535076024153,0.4329625292740047,0.7643475872144048,2.5654607091195487,0.3578282771140846,0.2258133792703782,0.8719441210710128,0.2191226108190967,0.3269906323185012,0.7665221920693766,2.395496647782981,820666.5,0.018689752100767183,6013,1,0.0007660172474906554,0.0
ml-1m,3,L3AE,alpha_S=5.0,128.9096291065216,0.3580742618940052,0.2261079466972898,0.8714452020621986,0.21924523754710057,0.33430913348946134,0.7689576262522853,2.4021596395302582,0.35857024616179833,0.19995033054366704,0.9246632296690503,0.32348360031758844,0.44701405152224827,0.76781601008337,2.57756672071931,0.3580742618940052,0.2261079466972898,0.8714452020621986,0.21924523754710057,0.33430913348946134,0.7689576262522853,2.4021596395302582,1095236.0,0.007227291943012668,6013,1,0.0010120020274112726,0.0
ml-1m,4,EASE,baseline,130.76637649536133,0.3602199710712781,0.22636381640845926,0.8736263736263736,0.22263170160415102,0.31059718969555034,0.7588552195526748,2.3826147347901783,0.36241559929929296,0.20251274440390268,0.9302364302364302,0.32716994336340544,0.3984192037470726,0.7506592966181505,2.5499964162059165,0.3602199710712781,0.22636381640845926,0.8736263736263736,0.22263170160415102,0.31059718969555034,0.7588552195526748,2.3826147347901783,,,0,0,,
ml-1m,4,DAN,alpha=0.0,127.27990221977234,0.0022182627185467992,0.0006607189579128356,0.020812520812520812,0.0022175391487679833,0.29449648711943793,0.8091669430635633,9.101695371527528,0.00416109242790443,0.0008586675607734301,0.05944055944055944,0.0065368663997900445,0.45433255269320844,0.7926474298896979,8.598390123530395,0.0022182627185467992,0.0006607189579128356,0.020812520812520812,0.0022175391487679833,0.29449648711943793,0.8091669430635633,9.101695371527528,9414.5,0.0,6006,-1,-0.3580017083527314,-0.3460658404024307
ml-1m,4,DAN,alpha=0.25,128.12452268600464,0.17596458717473545,0.08688012290053106,0.6948051948051948,0.11640126957164523,0.43618266978922715,0.7305321747603626,3.2723196910667465,0.18759346522208026,0.0798702886673465,0.8153513153513153,0.1857482033949771,0.5295667447306791,0.7326054082272986,3.3006579094157376,0.17596458717473545,0.08688012290053106,0.6948051948051948,0.11640126957164523,0.43618266978922715,0.7305321747603626,3.2723196910667465,1317243.0,0.0,6006,-1,-0.18425538389654267,-0.16812753627111746
ml-1m,4,DAN,alpha=0.5,126.7959361076355,0.30047900706696484,0.18077486994507969,0.8168498168498168,0.17701630351807304,0.19233021077283372,0.8347795279302128,2.0714012557039365,0.29501466718400754,0.1552922312123637,0.8819513819513819,0.25522371376238745,0.25878220140515223,0.8423125140319712,2.1652389731065456,0.30047900706696484,0.18077486994507969,0.8168498168498168,0.17701630351807304,0.19233021077283372,0.8347795279302128,2.0714012557039365,3631520.5,7.502348707939708e-179,6006,-1,-0.059740964004313335,-0.0408970810216156
ml-1m,4,DAN,alpha=0.75,126.86301469802856,0.2717197480928141,0.16201511302064023,0.7742257742257742,0.1506486309262388,0.08284543325526932,0.8588711641715174,1.6888358629377027,0.26303878226053934,0.1351421398242582,0.8513153513153513,0.21924211100094632,0.117096018735363,0.8506437312687314,1.8200829904523304,0.2717197480928141,0.16201511302064023,0.7742257742257742,0.1506486309262388,0.08284543325526932,0.8588711641715174,1.6888358629377027,3050443.0,2.0272581102688952e-271,6006,-1,-0.08850022297846412,-0.07073048684392272
ml-1m,4,DAN,alpha=1.0,128.23008394241333,0.24177778011757828,0.14083864765766693,0.731102231102231,0.13023966698269293,0.04274004683840749,0.8165829604185768,1.5889162458009904,0.2350065271436701,0.11659888394376136,0.8205128205128205,0.19455145405888793,0.06557377049180328,0.8040296013510297,1.7277848814082462,0.24177778011757828,0.14083864765766693,0.731102231102231,0.13023966698269293,0.04274004683840749,0.8165829604185768,1.5889162458009904,2339385.5,0.0,6006,-1,-0.1184421909536999,-0.10183720286628391
ml-1m,4,SVD-AE,"filt=identity,k=64",155.6295759677887,0.314700671690753,0.18755878294356182,0.8436563436563437,0.19461980316650657,0.27195550351288056,0.6855300422577064,2.5404167548507486,0.3194458738894204,0.16771090716790596,0.9097569097569097,0.29311824350851984,0.34923887587822017,0.6830404995954031,2.689225147237993,0.314700671690753,0.18755878294356182,0.8436563436563437,0.19461980316650657,0.27195550351288056,0.6855300422577064,2.5404167548507486,4168632.5,1.0208568798975064e-120,6006,-1,-0.04551929938052518,-0.01760853422557393
ml-1m,4,SVD-AE,"filt=identity,k=128",153.77120351791382,0.2631536930991944,0.14657273499889711,0.8033633033633034,0.16466056679351207,0.33021077283372363,0.6238951946398754,2.883764132694313,0.26966551539988287,0.1311924502351703,0.8866133866133866,0.2504353965678382,0.4057377049180328,0.6330097151525724,2.9780257779174346,0.2631536930991944,0.14657273499889711,0.8033633033633034,0.16466056679351207,0.33021077283372363,0.6238951946398754,2.883764132694313,2799335.0,3.775151640371295e-307,6006,-1,-0.0970662779720838,-0.07533027218065144
ml-1m,4,SVD-AE,"filt=identity,k=256",153.69668865203857,0.20112534708166593,0.10317224628378256,0.7257742257742258,0.12833586697859345,0.41861826697892274,0.5712759035835957,3.27774473244157,0.20738944000984239,0.09176535767478591,0.8353313353313353,0.19756334255009234,0.4894613583138173,0.5805647303254959,3.337771898126103,0.20112534708166593,0.10317224628378256,0.7257742257742258,0.12833586697859345,0.41861826697892274,0.5712759035835957,3.27774473244157,1693865.5,0.0,6006,-1,-0.15909462398961227,-0.1360019904763063
ml-1m,4,SVD-AE,"filt=turbo_cf,k=64",274.8536522388458,0.31735431351390087,0.18968088550925852,0.8451548451548452,0.19653674737665477,0.2734192037470726,0.691264944905202,2.529604577700957,0.3223141919796651,0.16977667226919446,0.9122544122544123,0.2959542101911587,0.35509367681498827,0.6906897581670872,2.681992617491996,0.31735431351390087,0.18968088550925852,0.8451548451548452,0.19653674737665477,0.2734192037470726,0.691264944905202,2.529604577700957,4239936.0,1.6876827330436344e-112,6006,-1,-0.04286565755737734,-0.015257518779489304
ml-1m,4,SVD-AE,"filt=turbo_cf,k=128",271.46643686294556,0.26689236228542096,0.14934285886595977,0.8076923076923077,0.16717260404120954,0.3331381733021077,0.631897540069772,2.8694271566417635,0.27353260439102856,0.1337853562944684,0.8902763902763903,0.25471377223805414,0.4127634660421546,0.6417585960139152,2.9666147805641923,0.26689236228542096,0.14934285886595977,0.8076923076923077,0.16717260404120954,0.3331381733021077,0.631897540069772,2.8694271566417635,2883024.5,3.904443497904379e-295,6006,-1,-0.09332760878585722,-0.07151350266478419
ml-1m,4,SVD-AE,"filt=turbo_cf,k=256",274.03202271461487,0.2068165843008285,0.106871630904369,0.7355977355977356,0.13253347081338343,0.422423887587822,0.5790412636566484,3.2609542389674724,0.21371444834692208,0.09537887235816334,0.844988344988345,0.20418451673464086,0.48975409836065575,0.5829351660493323,3.322163701543841,0.2068165843008285,0.106871630904369,0.7355977355977356,0.13253347081338343,0.422423887587822,0.5790412636566484,3.2609542389674724,1778947.5,0.0,6006,-1,-0.15340338677044968,-0.130039871361474
ml-1m,4,L3AE,alpha_S=0.1,127.33022093772888,0.36083594085869136,0.22693867052994032,0.8746253746253746,0.2233489696811101,0.3164519906323185,0.7618895751180674,2.384882869929306,0.3628603921323992,0.2028399509750721,0.9302364302364302,0.3277520109637461,0.40837236533957844,0.7550282930928094,2.553600137948713,0.36083594085869136,0.22693867052994032,0.8746253746253746,0.2233489696811101,0.3164519906323185,0.7618895751180674,2.384882869929306,325966.0,0.001244724995717376,6006,1,0.0006159697874131015,0.0
ml-1m,4,L3AE,alpha_S=1.0,128.13880109786987,0.36149460535856676,0.22739564649782903,0.8751248751248751,0.22403963466301366,0.3252341920374707,0.7648371130819376,2.3919142496952337,0.3634117198336053,0.2031986702075045,0.9307359307359307,0.32867667589671473,0.42710772833723654,0.761878309033895,2.5627030811296874,0.36149460535856676,0.22739564649782903,0.8751248751248751,0.22403963466301366,0.3252341920374707,0.7648371130819376,2.3919142496952337,770841.0,0.0002778207508455594,6006,1,0.0012746342872885807,0.0
ml-1m,4,L3AE,alpha_S=5.0,130.12923002243042,0.3615276833283169,0.2273888047159022,0.8754578754578755,0.22417647538222898,0.33050351288056207,0.7657185153199324,2.399249671081981,0.36362806507394335,0.20321152718693777,0.9312354312354313,0.3291753701628524,0.4417447306791569,0.7661680268042097,2.5742096051317396,0.3615276833283169,0.2273888047159022,0.8754578754578755,0.22417647538222898,0.33050351288056207,0.7657185153199324,2.399249671081981,1113120.0,0.0024775386147287953,6006,1,0.0013077122570387654,0.0
