model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Hybrid-Matrix,0.3,200,0.3,200,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Matrix,0.3,200,0.3,200,1,q5,685,0.0,0.0,0.0,0.00033236532656489486,0.00145985401459854,0.00145985401459854
Hybrid-Matrix,0.5,200,0.3,200,1,overall,6006,0.29019431605063994,0.1723308277146964,0.8085248085248086,0.28512231615629247,0.24826268895246748,0.8896103896103896
Hybrid-Matrix,0.5,200,0.3,200,1,q1,5944,0.30981421393337494,0.2235147047696381,0.8157806191117093,0.3180277947466871,0.3232846426608967,0.8965343203230148
Hybrid-Matrix,0.5,200,0.3,200,1,q2,4502,0.0013236070205989712,0.0024988893824966683,0.0033318525099955577,0.0020370835228465194,0.004923737598104546,0.007107952021323856
Hybrid-Matrix,0.5,200,0.3,200,1,q3,2861,0.0003648457710027443,0.0005242922055225446,0.0006990562740300594,0.0005924375726789124,0.0013398578585576137,0.0017476406850751485
Hybrid-Matrix,0.5,200,0.3,200,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Matrix,0.5,200,0.3,200,1,q5,685,0.0,0.0,0.0,0.0003571540760850015,0.00145985401459854,0.00145985401459854
Hybrid-Matrix,0.7,200,0.3,200,1,overall,6006,0.31068418904001627,0.18982080502963167,0.8341658341658341,0.30712383878244265,0.27298339170541935,0.9099234099234099
Hybrid-Matrix,0.7,200,0.3,200,1,q1,5944,0.33206122020870793,0.24593667890283796,0.8395020188425303,0.3428554424143744,0.35419201295282443,0.914535666218035
Hybrid-Matrix,0.7,200,0.3,200,1,q2,4502,0.0028804961424694214,0.005778913075670073,0.00888494002665482,0.004557057126167032,0.011671620373308513,0.01776988005330964
Hybrid-Matrix,0.7,200,0.3,200,1,q3,2861,0.0006404770067195493,0.001165093790050099,0.0017476406850751485,0.0012311177346457716,0.0032622626121402774,0.004543865781195386
Hybrid-Matrix,0.7,200,0.3,200,1,q4,1641,0.0,0.0,0.0,0.00010097243495748296,0.0003046922608165753,0.0006093845216331506
Hybrid-Matrix,0.7,200,0.3,200,1,q5,685,0.0,0.0,0.0,0.0004072159790527443,0.00145985401459854,0.00145985401459854
Hybrid-Matrix,0.3,200,0.6,200,1,overall,6006,0.32063526438440154,0.19464277040189168,0.8448218448218449,0.3185058671045521,0.2830852239489146,0.9112554112554112
Hybrid-Matrix,0.3,200,0.6,200,1,q1,5944,0.340329844101005,0.2508896276153295,0.8475773889636609,0.3524304291195017,0.3635568675622071,0.9136944818304172
Hybrid-Matrix,0.3,200,0.6,200,1,q2,4502,0.005841777662686869,0.009799973460568752,0.01776988005330964,0.00965278684687238,0.022546149245394026,0.0346512661039538
Hybrid-Matrix,0.3,200,0.6,200,1,q3,2861,0.003555841526495962,0.007051730164278224,0.01048584411045089,0.004753614432211846,0.011190725853431201,0.016078294302691365
Hybrid-Matrix,0.3,200,0.6,200,1,q4,1641,0.00048345067112954014,0.0008125126955108673,0.0018281535648994515,0.0010751653976593819,0.0030977046516351817,0.0042656916514320535
Hybrid-Matrix,0.3,200,0.6,200,1,q5,685,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.00291970802919708
Hybrid-Matrix,0.5,200,0.6,200,1,overall,6006,0.331764757724689,0.2030346336085762,0.8563103563103563,0.33037379038334974,0.29508167945724867,0.9200799200799201
Hybrid-Matrix,0.5,200,0.6,200,1,q1,5944,0.352345506277801,0.2617073107944052,0.8581763122476447,0.3656190098912685,0.378400643167315,0.9219380888290714
Hybrid-Matrix,0.5,200,0.6,200,1,q2,4502,0.007230721626510232,0.013142763870218335,0.02265659706796979,0.011549294892341824,0.027449167398078993,0.04309195912927588
Hybrid-Matrix,0.5,200,0.6,200,1,q3,2861,0.0034747255496520297,0.00729931259466387,0.01118490038448095,0.004763832084829616,0.011758709076080624,0.016427822439706398
Hybrid-Matrix,0.5,200,0.6,200,1,q4,1641,0.0005868371958502831,0.0008125126955108673,0.0018281535648994515,0.001187389008948495,0.0030977046516351817,0.0042656916514320535
Hybrid-Matrix,0.5,200,0.6,200,1,q5,685,0.0023809193482795,0.00291970802919708,0.00291970802919708,0.0023809193482795,0.00291970802919708,0.00291970802919708
Hybrid-Matrix,0.7,200,0.6,200,1,overall,6006,0.34445323932499927,0.2117738156530504,0.8664668664668664,0.34299291505304735,0.30817916363019116,0.9300699300699301
