model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,bucket,NDCG@10_mean,NDCG@10_std,NDCG@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,n_users_mean,n_users_std,n_users_count
Hybrid-Matrix,0.3,200,0.3,200,overall,0.27502944334055157,0.0012411497952312563,5,0.1599828809594818,0.0012782711981206417,5,0.7865317685040472,0.00672855559991463,5,0.269514513383022,0.0018980776675577016,5,0.23158290902261697,0.0022452379482488564,5,0.8676650081327244,0.00523371075392156,5,6007.4,3.4351128074635104,5
Hybrid-Matrix,0.3,200,0.3,200,q1,0.2928105476726285,0.0012589640151067921,5,0.2067406395745121,0.0016210346412028353,5,0.7944518723663387,0.006700729763389442,5,0.2996128463623876,0.0018115147652049278,5,0.30066575708987187,0.001927688715967493,5,0.8761867817509053,0.005041805591714228,5,5941.2,4.147288270665454,5
Hybrid-Matrix,0.3,200,0.3,200,q2,0.000828603599532274,0.00028092940687009964,5,0.0015344633732158267,0.0006176142485151059,5,0.002070970712796958,0.0009293632056020881,5,0.0011996922869628075,0.000290881672617103,5,0.0028594717322897845,0.0007766111068103019,5,0.004096764552107523,0.0012256567315228587,5,4440.2,45.146428430164846,5
Hybrid-Matrix,0.3,200,0.3,200,q3,0.000262568907153527,0.00023767172909662905,5,0.00042694355367099007,0.00038943418201624965,5,0.0004849245769292,0.00039445067941361767,5,0.00038200995331210086,0.0001536750687175084,5,0.0008499597864738605,0.0002765063628256642,5,0.0011032205422924612,0.0002820333845405091,5,2896.4,24.795160818191906,5
Hybrid-Matrix,0.3,200,0.3,200,q4,0.00010561309846935336,0.00016635464900438372,5,0.00018022042205601615,0.0002692296396953025,5,0.00023988629317773453,0.00032848494759000585,5,0.00013043752840411854,0.00018267649770986648,5,0.00023988629317773453,0.00032848494759000585,5,0.00023988629317773453,0.00032848494759000585,5,1647.8,38.15363678602605,5
Hybrid-Matrix,0.3,200,0.3,200,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,6.647306531297897e-05,0.0001486382927126043,5,0.000291970802919708,0.0006528665627736611,5,0.000291970802919708,0.0006528665627736611,5,690.4,16.379865689315046,5
Hybrid-Matrix,0.3,200,0.6,200,overall,0.32068029210158555,0.0022761327159703825,5,0.1950110862036704,0.0022152046910051326,5,0.8435609165150613,0.005269012281404955,5,0.31847120361408604,0.0026775315119865624,5,0.28271640963775563,0.0029530606484465143,5,0.9113771713510103,0.005659528327873491,5,6007.4,3.4351128074635104,5
Hybrid-Matrix,0.3,200,0.6,200,q1,0.3402157536230849,0.0019913078448938444,5,0.25035846771949305,0.001657029892763342,5,0.8471011717170626,0.004832714085370319,5,0.35219841792613804,0.002540067883237048,5,0.36266425786797674,0.0025165564982558134,5,0.9148656469727794,0.005006905875320681,5,5941.2,4.147288270665454,5
Hybrid-Matrix,0.3,200,0.6,200,q2,0.006035624332338463,0.0005912615167992283,5,0.010857455277813134,0.0009693014782541114,5,0.01855933577385222,0.0006776923094706877,5,0.009355881174975943,0.000648090431561859,5,0.02176512706706264,0.0012262726879026383,5,0.0353160884213765,0.001523202655882219,5,4440.2,45.146428430164846,5
Hybrid-Matrix,0.3,200,0.6,200,q3,0.003011390785939079,0.0004733930822521389,5,0.005505376000399149,0.0012084333223252913,5,0.008358456951905544,0.0014403389620779392,5,0.004233748225635711,0.0004004700982775642,5,0.009569243018862783,0.0010100310119398963,5,0.014295642879701875,0.0013748728776350016,5,2896.4,24.795160818191906,5
Hybrid-Matrix,0.3,200,0.6,200,q4,0.0011106868852508729,0.0005303214981749496,5,0.0020709316135166076,0.001081039803058833,5,0.002672877281579433,0.0008166904393601852,5,0.0015461570856195046,0.0005118185903489813,5,0.003682796623444392,0.0013875386803368505,5,0.004505045728711327,0.00108562495545546,5,1647.8,38.15363678602605,5
Hybrid-Matrix,0.3,200,0.6,200,q5,0.0010300098190377724,0.001120786426865998,5,0.0014407649865741732,0.0010324958956540653,5,0.0014407649865741732,0.0010324958956540653,5,0.0012120477537133933,0.0009636721344372231,5,0.002177748388314022,0.000734931074610069,5,0.0023278985384641722,0.000825115712049409,5,690.4,16.379865689315046,5
Hybrid-Matrix,0.3,500,0.3,200,overall,0.278764868921732,0.001616244104864257,5,0.16274486795068666,0.001976878813444047,5,0.7917924542380097,0.007223373730895241,5,0.2734498123536966,0.0019138072796499098,5,0.23565701550115392,0.0024056193901794355,5,0.8713270040336283,0.004897526565751411,5,6007.4,3.4351128074635104,5
Hybrid-Matrix,0.3,500,0.3,200,q1,0.2969546458821343,0.0017026253548127193,5,0.2103776986903955,0.002369136081893413,5,0.7997037310982458,0.007080062975660295,5,0.30417504382630733,0.0018152355038301873,5,0.3059202583122951,0.0019947627645775954,5,0.8797550415945444,0.004752773059342293,5,5941.2,4.147288270665454,5
Hybrid-Matrix,0.3,500,0.3,200,q2,0.0009535179997169692,0.00027118511381733616,5,0.0017670616008151389,0.000600987412322377,5,0.0024761789490583518,0.0009724967839665604,5,0.0014401402869351008,0.000267603317492845,5,0.003510699128355846,0.0006408067306311611,5,0.005042793075432602,0.0011536017390404393,5,4440.2,45.146428430164846,5
Hybrid-Matrix,0.3,500,0.3,200,q3,0.00028565846091050464,0.00021209528758720165,5,0.0004951796505662477,0.00031954248931466395,5,0.0005531606738244576,0.0003100786384802696,5,0.00041441231516801117,0.00014347692809887119,5,0.0009412240929258251,0.00038039118576855613,5,0.0011714566391877186,0.0003839703647627655,5,2896.4,24.795160818191906,5
Hybrid-Matrix,0.3,500,0.3,200,q4,0.00010505570426798203,0.00016618271288406056,5,0.00018022042205601615,0.0002692296396953025,5,0.00023988629317773453,0.00032848494759000585,5,0.00012997392235740538,0.0001822301925294557,5,0.00023988629317773453,0.00032848494759000585,5,0.00023988629317773453,0.00032848494759000585,5,1647.8,38.15363678602605,5
Hybrid-Matrix,0.3,500,0.3,200,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,690.4,16.379865689315046,5
Hybrid-Matrix,0.3,500,0.6,200,overall,0.32431833997472037,0.002697694863822045,5,0.19738516981574125,0.002449697935075126,5,0.846990532201232,0.006521117488783197,5,0.3221433787457244,0.0027250888534072998,5,0.2860686008866198,0.0027194418883503507,5,0.913041962844796,0.0053445300490631295,5,6007.4,3.4351128074635104,5
Hybrid-Matrix,0.3,500,0.6,200,q1,0.34401425683699305,0.0024025007825896703,5,0.253417727970005,0.0020566151889155728,5,0.8502322200263258,0.005938161792561317,5,0.3562497357359987,0.0025995799856348323,5,0.3669893535222664,0.002405069923686383,5,0.9164144805856009,0.00493884623097899,5,5941.2,4.147288270665454,5
Hybrid-Matrix,0.3,500,0.6,200,q2,0.006541565251463169,0.0005107486698376386,5,0.011899734549200552,0.0008344303446072083,5,0.020359299437427432,0.00041222415756665145,5,0.009915092373930911,0.0005947575103553801,5,0.022911747617619195,0.0014556388931652232,5,0.037662093550828495,0.0018283286357668538,5,4440.2,45.146428430164846,5
Hybrid-Matrix,0.3,500,0.6,200,q3,0.0029750044587504706,0.0003934754575807715,5,0.005510665428498476,0.0010236422909995647,5,0.008499802159277956,0.0013670040447423333,5,0.0042760799077365755,0.0003590081060574502,5,0.009853760373157498,0.0008316914877132339,5,0.014915397652955822,0.0011265900862163503,5,2896.4,24.795160818191906,5
Hybrid-Matrix,0.3,500,0.6,200,q4,0.0010875563696713495,0.00046548789612463565,5,0.0019149157126560636,0.0009149404109858182,5,0.0024273625740363117,0.0005979868557671258,5,0.0015385392018065624,0.00046029912373507037,5,0.00355253711983506,0.0013546513973321534,5,0.004385856217388323,0.0013054171799078047,5,1647.8,38.15363678602605,5
Hybrid-Matrix,0.3,500,0.6,200,q5,0.0007991154490456668,0.0009747653825087163,5,0.0011542320352847751,0.0012175203869039385,5,0.0011542320352847751,0.0012175203869039385,5,0.0010587558058558345,0.0007491489083837551,5,0.002177748388314022,0.000734931074610069,5,0.0023278985384641722,0.000825115712049409,5,690.4,16.379865689315046,5
Hybrid-Matrix,0.5,200,0.3,200,overall,0.2902802099311167,0.001564662321003523,5,0.17341895405253713,0.0018598286046284482,5,0.8098697436171012,0.0059727321300408875,5,0.2852859752560641,0.0019386262237890263,5,0.24891530269969211,0.0021027815189279993,5,0.8855430621904044,0.0047493984330256,5,6007.4,3.4351128074635104,5
Hybrid-Matrix,0.5,200,0.3,200,q1,0.3097893465904226,0.0014902436069574264,5,0.22400754280129104,0.0017482533452564863,5,0.8175457336110293,0.005728414440167717,5,0.3178602599422406,0.0017597723852813606,5,0.32299992481320927,0.0016284922915642203,5,0.8934898308670913,0.004230824500988823,5,5941.2,4.147288270665454,5
Hybrid-Matrix,0.5,200,0.3,200,q2,0.0014447260555740342,0.0003860636427999373,5,0.002691042323633098,0.0008321237287773288,5,0.0038708616033468037,0.0012926109650018087,5,0.0021892918400502905,0.0004541415569330526,5,0.005326563853806941,0.001167851988478188,5,0.007518045495014569,0.0016550453168311745,5,4440.2,45.146428430164846,5
Hybrid-Matrix,0.5,200,0.3,200,q3,0.0004712941165469187,0.00012651415400251323,5,0.000815429399733529,0.00028507785173464154,5,0.0010341597688117983,0.0002353580684891094,5,0.0006591452730159351,0.00021728815581087535,5,0.0014889653719473187,0.0006328088380961343,5,0.0019325015537301183,0.0005189334247389136,5,2896.4,24.795160818191906,5
Hybrid-Matrix,0.5,200,0.3,200,q4,0.00021965018281377345,0.00026704209611713947,5,0.0002994810488392363,0.0002998668416711044,5,0.0003590758045007381,0.00032780060051491443,5,0.0002511959241386946,0.00024282623510401917,5,0.00042566401413892085,0.0002739658909589366,5,0.00048525876980042265,0.0002716446445429453,5,1647.8,38.15363678602605,5
Hybrid-Matrix,0.5,200,0.3,200,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,7.143081521700031e-05,0.00015972415851343906,5,0.000291970802919708,0.0006528665627736611,5,0.000291970802919708,0.0006528665627736611,5,690.4,16.379865689315046,5
Hybrid-Matrix,0.5,200,0.6,200,overall,0.33146603175401584,0.0024624858174648974,5,0.20361847407136313,0.0026718510424350002,5,0.8564117894756251,0.005865354613236915,5,0.32987696708086417,0.002838272337969137,5,0.29542115688642945,0.003088778285295375,5,0.9207325320737079,0.0049111662528825975,5,6007.4,3.4351128074635104,5
Hybrid-Matrix,0.5,200,0.6,200,q1,0.3517014423389129,0.0020820619836685213,5,0.2613642083327386,0.002284648076340304,5,0.8596918711726514,0.005468917006386451,5,0.36470602786584627,0.0025732035934966403,5,0.37790677261893285,0.002488902476432602,5,0.9236525885197997,0.0045585146946368555,5,5941.2,4.147288270665454,5
