model,ease_lambda,rp3_beta,rp3_topK,gamma,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Hybrid-GraphReg,200,0.6,200,0.1,2,q2,4474,0.021221979088184448,0.0338938145087941,0.09208761734465802,0.034697183595534725,0.07429022576061724,0.19333929369691552
Hybrid-GraphReg,200,0.6,200,0.1,2,q3,2899,0.006066041566453789,0.010688797687138471,0.020351845463953088,0.01100961960547531,0.02633940566657912,0.05139703345981373
Hybrid-GraphReg,200,0.6,200,0.1,2,q4,1585,0.0028959435472319423,0.005803101997896951,0.007570977917981073,0.003390595345370191,0.0077747108307045214,0.010094637223974764
Hybrid-GraphReg,200,0.6,200,0.1,2,q5,666,0.001897166206521481,0.0045045045045045045,0.006006006006006006,0.0025081871440258805,0.006756756756756757,0.009009009009009009
Hybrid-GraphReg,200,0.6,200,0.3,2,overall,6004,0.32603817837393956,0.20637533177235845,0.867255163224517,0.3330868956018236,0.3105711777979839,0.930379746835443
Hybrid-GraphReg,200,0.6,200,0.3,2,q1,5935,0.3316724019281248,0.2541879950072455,0.8588037068239258,0.35081652117157586,0.3785875767941176,0.9226621735467565
Hybrid-GraphReg,200,0.6,200,0.3,2,q2,4474,0.026041786872138047,0.0404206080189478,0.11935628073312472,0.040409434543835825,0.08339317558364132,0.2253017434063478
Hybrid-GraphReg,200,0.6,200,0.3,2,q3,2899,0.011674651102497586,0.018986805769897086,0.04208347706105554,0.018436158977268913,0.04069385789177219,0.0817523283890997
Hybrid-GraphReg,200,0.6,200,0.3,2,q4,1585,0.00796447140397354,0.013805956136397776,0.02018927444794953,0.011588221224229794,0.025809760691464158,0.04227129337539432
Hybrid-GraphReg,200,0.6,200,0.3,2,q5,666,0.00992621015658216,0.01529029029029029,0.021021021021021023,0.01168624261323089,0.021755088421755088,0.03003003003003003
Hybrid-GraphReg,200,0.6,200,0.5,2,overall,6004,0.3014775628459487,0.19275672349428058,0.8444370419720186,0.3109248613072227,0.29535310774706425,0.9207195203197868
Hybrid-GraphReg,200,0.6,200,0.5,2,q1,5935,0.3010335934011641,0.23233575278268698,0.8271272114574558,0.3215272297209334,0.35280936074236435,0.9061499578770008
Hybrid-GraphReg,200,0.6,200,0.5,2,q2,4474,0.029973444217021222,0.04571637687478902,0.1358962896736701,0.04476569997158213,0.09090181943970387,0.2474295932051855
Hybrid-GraphReg,200,0.6,200,0.5,2,q3,2899,0.016709146109092462,0.027333304980385907,0.05898585719213522,0.024500518807313968,0.051461302628411,0.10727837185236289
Hybrid-GraphReg,200,0.6,200,0.5,2,q4,1585,0.012648925667746348,0.023927820339492267,0.03785488958990536,0.016335439392194628,0.03591481205440196,0.05993690851735016
Hybrid-GraphReg,200,0.6,200,0.5,2,q5,666,0.014830679122934284,0.023173173173173172,0.03003003003003003,0.016740674673310273,0.02988822155488822,0.042042042042042045
Hybrid-GraphReg,200,0.6,200,1.0,2,overall,6004,0.23739044600701745,0.15733404995458886,0.7678214523650899,0.25020163568221326,0.24598323425926047,0.8685876082611592
Hybrid-GraphReg,200,0.6,200,1.0,2,q1,5935,0.22724742803654946,0.18159155645934386,0.7299073294018534,0.24829149910265225,0.28219416607401193,0.8387531592249368
Hybrid-GraphReg,200,0.6,200,1.0,2,q2,4474,0.034068405641371896,0.05101620126324038,0.15377738042020564,0.04867684734208674,0.0956195332428574,0.26195797943674565
Hybrid-GraphReg,200,0.6,200,1.0,2,q3,2899,0.024769229965810872,0.038120989503600725,0.08485684718868576,0.033732224531884084,0.06597729606689179,0.14039323904794757
Hybrid-GraphReg,200,0.6,200,1.0,2,q4,1585,0.021305433724664702,0.03850391721842826,0.06435331230283911,0.02755799134383981,0.059115691091243136,0.09968454258675079
Hybrid-GraphReg,200,0.6,200,1.0,2,q5,666,0.019558536807971864,0.030453072119738786,0.04804804804804805,0.023939561611067556,0.04649411316077983,0.07057057057057058
Hybrid-GraphReg,500,0.6,200,0.01,2,overall,6004,0.35890666005981287,0.22219436027017112,0.8790806129247168,0.3617589365581828,0.3290493749759572,0.9395403064623584
Hybrid-GraphReg,500,0.6,200,0.01,2,q1,5935,0.3787985701850852,0.2860467474200192,0.8823925863521482,0.3967321453204694,0.41932378274230697,0.9417017691659646
Hybrid-GraphReg,500,0.6,200,0.01,2,q2,4474,0.012980222982934216,0.024008642360592258,0.05498435404559678,0.022938015750407176,0.05385236087096061,0.13164953062136792
Hybrid-GraphReg,500,0.6,200,0.01,2,q3,2899,0.0020536676785393683,0.004802422291211529,0.0072438771990341495,0.004030002537129472,0.011341655208708756,0.018627112797516384
Hybrid-GraphReg,500,0.6,200,0.01,2,q4,1585,0.00019903146800361436,0.0006309148264984228,0.0006309148264984228,0.0004766250142120295,0.0015772870662460567,0.0018927444794952682
Hybrid-GraphReg,500,0.6,200,0.01,2,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-GraphReg,500,0.6,200,0.05,2,overall,6004,0.35897564934804194,0.2218387995652132,0.878580946035976,0.36205276799028113,0.3295683489716294,0.9397068620919387
Hybrid-GraphReg,500,0.6,200,0.05,2,q1,5935,0.3779769265348219,0.2850421951610943,0.8812131423757371,0.39593843435047554,0.41854951559186787,0.9411962931760741
Hybrid-GraphReg,500,0.6,200,0.05,2,q2,4474,0.014045885925404115,0.024380382915663718,0.05856057219490389,0.024486490399522214,0.055705965889242225,0.13723737147966025
Hybrid-GraphReg,500,0.6,200,0.05,2,q3,2899,0.002768571722838892,0.0061165043227823495,0.009313556398758192,0.005305337161981381,0.01470187247027131,0.024146257330113833
Hybrid-GraphReg,500,0.6,200,0.05,2,q4,1585,0.0005553943414138269,0.0015772870662460567,0.0018927444794952682,0.00079010132127482,0.002523659305993691,0.002523659305993691
Hybrid-GraphReg,500,0.6,200,0.05,2,q5,666,0.0,0.0,0.0,0.00041883325172842323,0.0015015015015015015,0.0015015015015015015
Hybrid-GraphReg,500,0.6,200,0.1,2,overall,6004,0.35928783854546065,0.2223663325563301,0.8794137241838774,0.3625877378349252,0.3306798800615711,0.9408727514990006
Hybrid-GraphReg,500,0.6,200,0.1,2,q1,5935,0.377246618557112,0.28472931710002103,0.8815501263689974,0.39514060825279856,0.41791249334192776,0.9405223251895535
Hybrid-GraphReg,500,0.6,200,0.1,2,q2,4474,0.015705854350065943,0.026714825137438433,0.06548949485918641,0.02659318678540186,0.059593004024346294,0.1479660259275816
Hybrid-GraphReg,500,0.6,200,0.1,2,q3,2899,0.0032310645315199744,0.0068381865796795895,0.010693342531907554,0.006399391804857778,0.01736903012083842,0.028630562262849258
Hybrid-GraphReg,500,0.6,200,0.1,2,q4,1585,0.0006040276677206127,0.0015772870662460567,0.0018927444794952682,0.0015037533125242559,0.005047318611987382,0.005047318611987382
Hybrid-GraphReg,500,0.6,200,0.1,2,q5,666,0.0005348456262883216,0.0015015015015015015,0.0015015015015015015,0.000747861995456481,0.0022522522522522522,0.003003003003003003
Hybrid-GraphReg,500,0.6,200,0.3,2,overall,6004,0.35548354438771834,0.22082557982410853,0.8794137241838774,0.3597849348662263,0.33030012526897917,0.941705529646902
Hybrid-GraphReg,500,0.6,200,0.3,2,q1,5935,0.3686568129051676,0.27897250658014705,0.8773378264532434,0.38675734266808276,0.4116554359445163,0.9388374052232519
Hybrid-GraphReg,500,0.6,200,0.3,2,q2,4474,0.02056124797653993,0.03290759849801666,0.08851139919535092,0.033128892373890516,0.07052173333267792,0.18104604380867234
Hybrid-GraphReg,500,0.6,200,0.3,2,q3,2899,0.007075037000445691,0.011954272935363561,0.023111417730251813,0.011786665487787335,0.026719537909967665,0.05036219385995171
Hybrid-GraphReg,500,0.6,200,0.3,2,q4,1585,0.0034073787472260735,0.006434016824395373,0.008832807570977918,0.004719688247868732,0.010764984227129338,0.015141955835962145
Hybrid-GraphReg,500,0.6,200,0.3,2,q5,666,0.003741412039326164,0.008008008008008008,0.012012012012012012,0.004390405648699279,0.01026026026026026,0.013513513513513514
Hybrid-GraphReg,500,0.6,200,0.5,2,overall,6004,0.34683462675101906,0.21677462770672076,0.8777481678880746,0.3525362759495307,0.32535756233820284,0.9378747501665556
Hybrid-GraphReg,500,0.6,200,0.5,2,q1,5935,0.3558774585727585,0.270807987899633,0.8712721145745577,0.374499663996565,0.40019810747798995,0.9324347093513058
Hybrid-GraphReg,500,0.6,200,0.5,2,q2,4474,0.024042585126194775,0.03719702371504199,0.10661600357621814,0.037745710626695746,0.07817389130697387,0.20585605721949038
Hybrid-GraphReg,500,0.6,200,0.5,2,q3,2899,0.010285106510677919,0.017498475940658627,0.03725422559503277,0.016349198079739377,0.03685053727035364,0.07312866505691618
Hybrid-GraphReg,500,0.6,200,0.5,2,q4,1585,0.006332184260618055,0.011139589905362776,0.016403785488958992,0.008839636244911011,0.019766786840919332,0.02965299684542587
Hybrid-GraphReg,500,0.6,200,0.5,2,q5,666,0.008081987729747716,0.011761761761761762,0.015015015015015015,0.010337329295730563,0.02017017017017017,0.02702702702702703
Hybrid-GraphReg,500,0.6,200,1.0,2,overall,6004,0.3161420470406281,0.20076312183496894,0.8529313790806129,0.32419837255837536,0.30516959377446096,0.9250499666888741
Hybrid-GraphReg,500,0.6,200,1.0,2,q1,5935,0.31517217643885415,0.24268731343584649,0.8331929233361416,0.33479741709307903,0.36493946446914627,0.9123841617523167
Hybrid-GraphReg,500,0.6,200,1.0,2,q2,4474,0.032658739316355836,0.04904323072222291,0.1430487259722843,0.047458465434706575,0.09405986400043756,0.2510058113544926
Hybrid-GraphReg,500,0.6,200,1.0,2,q3,2899,0.018238375573783577,0.029666157018169458,0.06450500172473267,0.026088344168976454,0.054625860482554724,0.10900310451879959
Hybrid-GraphReg,500,0.6,200,1.0,2,q4,1585,0.011479379842394903,0.021093773471533725,0.03406940063091483,0.0158309362958863,0.03505959471653478,0.05741324921135647
Hybrid-GraphReg,500,0.6,200,1.0,2,q5,666,0.012779352007578315,0.019794794794794793,0.025525525525525526,0.014615255789650585,0.026134467801134466,0.03753753753753754
Hybrid-GraphReg,200,0.6,200,0.01,3,overall,6013,0.3425728242978319,0.21283357041458317,0.8677864626642275,0.3440992017520824,0.31371761379405877,0.9203392649259937
Hybrid-GraphReg,200,0.6,200,0.01,3,q1,5943,0.35960166970937046,0.27185623445056584,0.8694262157159683,0.3745687795252718,0.39436468970010485,0.9212518929833418
Hybrid-GraphReg,200,0.6,200,0.01,3,q2,4400,0.018590473563924043,0.031672599003592566,0.0834090909090909,0.03078602420870689,0.0676758102010733,0.1715909090909091
Hybrid-GraphReg,200,0.6,200,0.01,3,q3,2896,0.002559404855953556,0.005395784004209419,0.010013812154696133,0.0049362618357846055,0.013324247226960646,0.0231353591160221
Hybrid-GraphReg,200,0.6,200,0.01,3,q4,1678,0.0007377554344475229,0.0013408820023837903,0.0023837902264600714,0.0008006252701061108,0.0014898688915375446,0.0023837902264600714
Hybrid-GraphReg,200,0.6,200,0.01,3,q5,698,0.0,0.0,0.0,0.00033726205353386567,0.0014326647564469914,0.0014326647564469914
Hybrid-GraphReg,200,0.6,200,0.05,3,overall,6013,0.34204795806530747,0.21256533228260996,0.8682853816730417,0.34405592307272437,0.3136831626179574,0.9208381839348079
Hybrid-GraphReg,200,0.6,200,0.05,3,q1,5943,0.3580195397624885,0.2709867575306208,0.8687531549722363,0.3730684314002424,0.3928888773047879,0.9205788322396097
Hybrid-GraphReg,200,0.6,200,0.05,3,q2,4400,0.020209256198355664,0.03279550490733571,0.08727272727272728,0.03332176163526875,0.0717765935757457,0.18295454545454545
Hybrid-GraphReg,200,0.6,200,0.05,3,q3,2896,0.003197121081115717,0.006518021573270191,0.011740331491712707,0.006079206832010806,0.01596041553992454,0.029005524861878452
Hybrid-GraphReg,200,0.6,200,0.05,3,q4,1678,0.0007943011274729726,0.0013408820023837903,0.0023837902264600714,0.0012401124540033347,0.002766899369998297,0.004767580452920143
Hybrid-GraphReg,200,0.6,200,0.05,3,q5,698,0.000866088399861915,0.0028653295128939827,0.0028653295128939827,0.0012242545889736627,0.004297994269340974,0.004297994269340974
Hybrid-GraphReg,200,0.6,200,0.1,3,overall,6013,0.3401462725011423,0.21138901747282107,0.8656244802926991,0.3428984205820959,0.31339813559565105,0.9211707966073508
Hybrid-GraphReg,200,0.6,200,0.1,3,q1,5943,0.35426617298556234,0.2679663948085175,0.8653878512535756,0.36979806196726306,0.3900684258867873,0.9197375063099444
Hybrid-GraphReg,200,0.6,200,0.1,3,q2,4400,0.02217762054683244,0.03540754710637042,0.09704545454545455,0.035756698298942714,0.07582564698715355,0.19477272727272726
Hybrid-GraphReg,200,0.6,200,0.1,3,q3,2896,0.004338765339830421,0.008085118150725887,0.015538674033149171,0.008152393956540174,0.02093311510861858,0.038328729281767955
Hybrid-GraphReg,200,0.6,200,0.1,3,q4,1678,0.0010707890125534023,0.001658720699245133,0.004171632896305125,0.0023300737806302846,0.006060219081673193,0.009535160905840286
Hybrid-GraphReg,200,0.6,200,0.1,3,q5,698,0.002706286990833351,0.0060888252148997134,0.0071633237822349575,0.003056789200171784,0.007521489971346705,0.008595988538681949
Hybrid-GraphReg,200,0.6,200,0.3,3,overall,6013,0.3247829270270173,0.20268267889701316,0.8578080824879428,0.32932853257622574,0.3044453954748632,0.916015300182937
Hybrid-GraphReg,200,0.6,200,0.3,3,q1,5943,0.3320457032302976,0.25194880219564914,0.850412249705536,0.3481341463977687,0.37097278707209347,0.911324247013293
Hybrid-GraphReg,200,0.6,200,0.3,3,q2,4400,0.02794988564479727,0.041869348528136396,0.12022727272727272,0.043493149705408185,0.0887856270732918,0.22772727272727272
Hybrid-GraphReg,200,0.6,200,0.3,3,q3,2896,0.008576613113416993,0.014669379802776139,0.03280386740331492,0.01408207788938419,0.032068091576039966,0.06871546961325967
Hybrid-GraphReg,200,0.6,200,0.3,3,q4,1678,0.006211155581661029,0.010397141594996183,0.02026221692491061,0.008478999296949931,0.018652434176868026,0.030393325387365912
Hybrid-GraphReg,200,0.6,200,0.3,3,q5,698,0.007767035103123239,0.012535816618911174,0.02005730659025788,0.008499403894666089,0.014955428207577203,0.025787965616045846
Hybrid-GraphReg,200,0.6,200,0.5,3,overall,6013,0.2998967888222959,0.19052490943997005,0.8355230334275736,0.30699002011847465,0.2879382481636379,0.9060369200066523
Hybrid-GraphReg,200,0.6,200,0.5,3,q1,5943,0.30078173089955434,0.231935007725801,0.8199562510516574,0.31865975572971317,0.34532609485434385,0.894834258791856
Hybrid-GraphReg,200,0.6,200,0.5,3,q2,4400,0.031932104609690815,0.04892706815347632,0.14022727272727273,0.04716275177588589,0.09457684580559124,0.24727272727272728
Hybrid-GraphReg,200,0.6,200,0.5,3,q3,2896,0.01314823283358552,0.021098845576709435,0.05006906077348066,0.019871546572806778,0.04278976371818421,0.09426795580110497
Hybrid-GraphReg,200,0.6,200,0.5,3,q4,1678,0.010795497977333464,0.01693411872196139,0.03218116805721097,0.014039851360121565,0.028278455751638114,0.048271752085816445
Hybrid-GraphReg,200,0.6,200,0.5,3,q5,698,0.014267733844387424,0.021895893027698184,0.03151862464183381,0.01620067677881796,0.028770409787601765,0.04297994269340974
Hybrid-GraphReg,200,0.6,200,1.0,3,overall,6013,0.2349275905128092,0.15471834915411448,0.758190587061367,0.2473215708575111,0.2410905076254083,0.8617994345584566
Hybrid-GraphReg,200,0.6,200,1.0,3,q1,5943,0.22636440506114813,0.18032767255168064,0.7228672387682988,0.2471628249389481,0.27881182239861324,0.8361097089012284
Hybrid-GraphReg,200,0.6,200,1.0,3,q2,4400,0.03541369238788526,0.05343599106267038,0.15568181818181817,0.05085414548440108,0.10027271118785479,0.26545454545454544
Hybrid-GraphReg,200,0.6,200,1.0,3,q3,2896,0.020366615203550258,0.033177655681447794,0.07838397790055249,0.027905479235356846,0.05756726626440117,0.12845303867403315
Hybrid-GraphReg,200,0.6,200,1.0,3,q4,1678,0.017064985208647968,0.02887671856682584,0.05184743742550656,0.02205982244150927,0.04641769136703583,0.08104886769964244
Hybrid-GraphReg,200,0.6,200,1.0,3,q5,698,0.020306025939044455,0.031168417701368988,0.044412607449856735,0.025445045807160328,0.0494928821576386,0.07449856733524356
Hybrid-GraphReg,500,0.6,200,0.01,3,overall,6013,0.3569940527401134,0.2188508207634335,0.8726093464160984,0.35813357732789963,0.32355386304859757,0.9248295360053218
Hybrid-GraphReg,500,0.6,200,0.01,3,q1,5943,0.37733462985645494,0.2821797952982226,0.8766616187110887,0.3934279967033683,0.4120405039755808,0.9273094396769308
Hybrid-GraphReg,500,0.6,200,0.01,3,q2,4400,0.01369352849244875,0.024255705991935543,0.06227272727272727,0.023844714908896066,0.054972299183673815,0.1325
Hybrid-GraphReg,500,0.6,200,0.01,3,q3,2896,0.0013220058238299576,0.002984411996842936,0.0051795580110497235,0.0030800670056397397,0.008851739992022474,0.015193370165745856
Hybrid-GraphReg,500,0.6,200,0.01,3,q4,1678,0.0005914682320976435,0.0010429082240762813,0.0017878426698450535,0.0006452974564244552,0.0011918951132300357,0.0017878426698450535
Hybrid-GraphReg,500,0.6,200,0.01,3,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-GraphReg,500,0.6,200,0.05,3,overall,6013,0.3572814911105151,0.21911943661422414,0.873607184433727,0.35842681169487733,0.3241588539875653,0.9246632296690503
Hybrid-GraphReg,500,0.6,200,0.05,3,q1,5943,0.3768982107696547,0.28209157922365735,0.8764933535251557,0.3926846640507109,0.4113425112395962,0.9271411744909979
Hybrid-GraphReg,500,0.6,200,0.05,3,q2,4400,0.014902472143837319,0.02572916008324733,0.06704545454545455,0.025440688544906078,0.05734878969840423,0.1409090909090909
Hybrid-GraphReg,500,0.6,200,0.05,3,q3,2896,0.001979758274218687,0.004221750855038148,0.007596685082872928,0.004212386935567424,0.011637188778072755,0.02037292817679558
Hybrid-GraphReg,500,0.6,200,0.05,3,q4,1678,0.0006336814608681792,0.0010429082240762813,0.0017878426698450535,0.0007878160482264828,0.0014898688915375446,0.0023837902264600714
Hybrid-GraphReg,500,0.6,200,0.05,3,q5,698,0.0,0.0,0.0,0.0003667020412748073,0.0014326647564469914,0.0014326647564469914
Hybrid-GraphReg,500,0.6,200,0.1,3,overall,6013,0.3571463937575268,0.21922722886609083,0.873607184433727,0.35865519820563163,0.32453848326912765,0.9263262930317645
Hybrid-GraphReg,500,0.6,200,0.1,3,q1,5943,0.37594526738396666,0.28156559228671013,0.8761568231532896,0.3917932122289817,0.41043497620989744,0.928150765606596
Hybrid-GraphReg,500,0.6,200,0.1,3,q2,4400,0.016305062661669454,0.027278798600868293,0.07090909090909091,0.02758275394161124,0.06121641214158437,0.15045454545454545
Hybrid-GraphReg,500,0.6,200,0.1,3,q3,2896,0.002233632863167627,0.004394402788739806,0.007941988950276244,0.004844816962025335,0.012816603286216546,0.02244475138121547
Hybrid-GraphReg,500,0.6,200,0.1,3,q4,1678,0.0007831031084317734,0.0013408820023837903,0.0023837902264600714,0.0009256216699350473,0.001674328849537431,0.003575685339690107
Hybrid-GraphReg,500,0.6,200,0.1,3,q5,698,0.00045195541086780623,0.0014326647564469914,0.0014326647564469914,0.0011362967413792002,0.004297994269340974,0.004297994269340974
Hybrid-GraphReg,500,0.6,200,0.3,3,overall,6013,0.35304868469510337,0.2172620198359178,0.8726093464160984,0.35535538587768656,0.32316283538831253,0.9254947613504074
Hybrid-GraphReg,500,0.6,200,0.3,3,q1,5943,0.36757587080028853,0.2750247567861141,0.8726232542486959,0.38332845152896355,0.40266808290072414,0.9247854618879354
Hybrid-GraphReg,500,0.6,200,0.3,3,q2,4400,0.021286050991027275,0.03397988953826527,0.0915909090909091,0.03424302446079632,0.07246686780228194,0.18386363636363637
Hybrid-GraphReg,500,0.6,200,0.3,3,q3,2896,0.0050797175648467216,0.008891873550022722,0.01691988950276243,0.009513158019591081,0.02356072874324734,0.04419889502762431
Hybrid-GraphReg,500,0.6,200,0.3,3,q4,1678,0.0020813766490180275,0.004723593847550939,0.00834326579261025,0.003276440012514673,0.008777456155286906,0.013110846245530394
Hybrid-GraphReg,500,0.6,200,0.3,3,q5,698,0.004386357214168743,0.007521489971346705,0.008595988538681949,0.004971528376037526,0.00975007959248647,0.012893982808022923
Hybrid-GraphReg,500,0.6,200,0.5,3,overall,6013,0.3450191678633852,0.21302874031883928,0.866788624646599,0.34865143340077914,0.319210505445858,0.9239980043239647
Hybrid-GraphReg,500,0.6,200,0.5,3,q1,5943,0.35505351258719237,0.26660911164026324,0.8628638734645802,0.3716592892394342,0.39335684391998355,0.9210836277974087
Hybrid-GraphReg,500,0.6,200,0.5,3,q2,4400,0.026259563432086405,0.03987886286249808,0.1125,0.04002828818021715,0.08087880791032913,0.20863636363636365
Hybrid-GraphReg,500,0.6,200,0.5,3,q3,2896,0.00801777102466972,0.013156022073948797,0.028314917127071824,0.013073472702907249,0.02942717373944305,0.05870165745856354
Hybrid-GraphReg,500,0.6,200,0.5,3,q4,1678,0.004563526760685641,0.008523468982348601,0.014898688915375448,0.006392071316932448,0.014560002968822993,0.023241954707985697
Hybrid-GraphReg,500,0.6,200,0.5,3,q5,698,0.006716928079781992,0.010864374403056352,0.017191977077363897,0.007316828864768045,0.012893982808022923,0.022922636103151862
Hybrid-GraphReg,500,0.6,200,1.0,3,overall,6013,0.31395695493845255,0.19708471520281665,0.8464992516214868,0.321088903179989,0.2999219909291831,0.9125228671212373
Hybrid-GraphReg,500,0.6,200,1.0,3,q1,5943,0.3142460877984173,0.2396191344940357,0.8308934881373043,0.3325669738103841,0.3590984957849288,0.9022379269729093
Hybrid-GraphReg,500,0.6,200,1.0,3,q2,4400,0.0343474679689282,0.050844488323119774,0.1456818181818182,0.050325818076775025,0.09919281243417441,0.255
Hybrid-GraphReg,500,0.6,200,1.0,3,q3,2896,0.014307579026134411,0.023248106342370737,0.050759668508287295,0.021236355924308906,0.044851217328173335,0.09806629834254144
Hybrid-GraphReg,500,0.6,200,1.0,3,q4,1678,0.010566310999330794,0.016963916099792142,0.029797377830750895,0.013666684825675457,0.02743419671310017,0.04767580452920143
Hybrid-GraphReg,500,0.6,200,1.0,3,q5,698,0.011683676654769973,0.017597898758357208,0.027220630372492838,0.015209192110167432,0.03136285077545822,0.044412607449856735
Hybrid-GraphReg,200,0.6,200,0.01,4,overall,6006,0.3446967426772444,0.21642994586019612,0.8684648684648685,0.34834491110473703,0.31786090251472005,0.9274059274059274
Hybrid-GraphReg,200,0.6,200,0.01,4,q1,5939,0.36152645777705156,0.27365642293739306,0.8690015154066341,0.37847094007138327,0.3975026076542943,0.9264185889880451
Hybrid-GraphReg,200,0.6,200,0.01,4,q2,4417,0.01712302503355111,0.03129809420654712,0.07946570070183383,0.030124232097995533,0.0694951561172508,0.18202399818881593
Hybrid-GraphReg,200,0.6,200,0.01,4,q3,2931,0.00385801374113983,0.008675206691342523,0.013647219379051518,0.00597462345469911,0.01527380950208935,0.0283179802115319
Hybrid-GraphReg,200,0.6,200,0.01,4,q4,1676,0.0011987167737076625,0.0021877486077963404,0.002386634844868735,0.0014029230491422857,0.0029832935560859188,0.003579952267303103
Hybrid-GraphReg,200,0.6,200,0.01,4,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-GraphReg,200,0.6,200,0.05,4,overall,6006,0.34496595852780065,0.21660338259556774,0.8682983682983683,0.34812812183171704,0.31739201259550126,0.9275724275724275
Hybrid-GraphReg,200,0.6,200,0.05,4,q1,5939,0.3605729023429346,0.27279210142316934,0.8686647583768311,0.3767893271315148,0.3954590972335384,0.9257450749284392
Hybrid-GraphReg,200,0.6,200,0.05,4,q2,4417,0.019227424662637032,0.03417998787430668,0.08829522300203758,0.032585693010989146,0.07307361330017238,0.19198551052750737
Hybrid-GraphReg,200,0.6,200,0.05,4,q3,2931,0.004525055517406709,0.00936885672044321,0.015353121801432957,0.007125679677123065,0.017649119705986465,0.03309450699419993
Hybrid-GraphReg,200,0.6,200,0.05,4,q4,1676,0.0012357093821565772,0.0017899761336515514,0.002386634844868735,0.0019867990854276476,0.004524661893396976,0.0059665871121718375
Hybrid-GraphReg,200,0.6,200,0.05,4,q5,710,0.0005017002635324256,0.0014084507042253522,0.0014084507042253522,0.0005017002635324256,0.0014084507042253522,0.0014084507042253522
Hybrid-GraphReg,200,0.6,200,0.1,4,overall,6006,0.3444022624570498,0.21642808482649656,0.8696303696303697,0.3465893669852932,0.31562942146112516,0.9270729270729271
Hybrid-GraphReg,200,0.6,200,0.1,4,q1,5939,0.3583296076677582,0.27141158885850597,0.8686647583768311,0.37341601680563274,0.39154029257607037,0.9245664253241287
Hybrid-GraphReg,200,0.6,200,0.1,4,q2,4417,0.021478427106834053,0.037393044971592675,0.10006791940230926,0.03486320602588119,0.07677105723790113,0.20194702286619878
Hybrid-GraphReg,200,0.6,200,0.1,4,q3,2931,0.005309865707067153,0.010294301182524435,0.018764926646195838,0.00859988571354901,0.020598360152969095,0.04128283862163084
Hybrid-GraphReg,200,0.6,200,0.1,4,q4,1676,0.0018613224829197477,0.003778838504375497,0.00477326968973747,0.0031984424523119463,0.008687066712126379,0.011336515513126491
Hybrid-GraphReg,200,0.6,200,0.1,4,q5,710,0.0006065867015118212,0.0014084507042253522,0.0014084507042253522,0.0009586993775681593,0.0028169014084507044,0.0028169014084507044
Hybrid-GraphReg,200,0.6,200,0.3,4,overall,6006,0.32840640419382294,0.2076127722025903,0.8566433566433567,0.3325055539161163,0.3064757774875852,0.9195804195804196
Hybrid-GraphReg,200,0.6,200,0.3,4,q1,5939,0.3354503651731898,0.25484175802228953,0.8477858225290453,0.3517973049310384,0.3727458856932157,0.9124431722512207
Hybrid-GraphReg,200,0.6,200,0.3,4,q2,4417,0.027326537060929062,0.046353319398402856,0.13063165044147612,0.04117279517323503,0.08813659920342325,0.2329635499207607
Hybrid-GraphReg,200,0.6,200,0.3,4,q3,2931,0.009872501975546991,0.017246904749887437,0.037188672807915386,0.014848908531433065,0.032786509973549496,0.0709655407710679
Hybrid-GraphReg,200,0.6,200,0.3,4,q4,1676,0.006444230784833724,0.012262757131492214,0.01909307875894988,0.009074047978003739,0.02133552108194113,0.03400954653937947
Hybrid-GraphReg,200,0.6,200,0.3,4,q5,710,0.006356665011440088,0.008039906103286386,0.015492957746478873,0.006566409014620451,0.008626760563380282,0.016901408450704224
Hybrid-GraphReg,200,0.6,200,0.5,4,overall,6006,0.30403338777422434,0.19385100090561133,0.8348318348318349,0.31063034307445475,0.29033985603657453,0.9054279054279054
Hybrid-GraphReg,200,0.6,200,0.5,4,q1,5939,0.3055052080585943,0.23376819701282972,0.8188247179659875,0.3229677171937169,0.34685327043409037,0.8932480215524499
Hybrid-GraphReg,200,0.6,200,0.5,4,q2,4417,0.030387279960219848,0.04841241576067364,0.14444192891102559,0.04523140996793222,0.09358560171286265,0.24994340049807562
Hybrid-GraphReg,200,0.6,200,0.5,4,q3,2931,0.012700569416599763,0.02079141480028285,0.04912998976458546,0.01952284906018178,0.04222636669131277,0.0931422722620266
Hybrid-GraphReg,200,0.6,200,0.5,4,q4,1676,0.010943181840754294,0.01861717240595522,0.029832935560859187,0.015164367461153268,0.03305059432744397,0.05369928400954654
Hybrid-GraphReg,200,0.6,200,0.5,4,q5,710,0.009329436605922187,0.013497652582159623,0.02535211267605634,0.01095029174331598,0.01919014084507042,0.035211267605633804
Hybrid-GraphReg,200,0.6,200,1.0,4,overall,6006,0.23545660651257586,0.1562791253826423,0.7564102564102564,0.24830664552395215,0.24415645753071238,0.8566433566433567
Hybrid-GraphReg,200,0.6,200,1.0,4,q1,5939,0.22768842814397508,0.18140873100843444,0.7216703148678228,0.24874288684544546,0.2809418366872709,0.831116349553797
