model,ease_lambda,rp3_beta,rp3_topK,gamma,normalise,graph_source,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,1,overall,6006,0.34828642627297424,0.20652904504592257,0.8546453546453546,0.34494556446390123,0.30220570563301685,0.9177489177489178
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,1,q1,5944,0.3713107406466735,0.2714248659634667,0.8620457604306864,0.3847385664159557,0.39600697765185383,0.9237886944818304
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,1,q2,4502,0.002910434198351915,0.0053243692237472775,0.011550422034651266,0.006270218341145608,0.016254581927191487,0.029320302087960905
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,1,q3,2861,0.00010715609800165298,0.00017476406850751484,0.0003495281370150297,0.00014741302078752642,0.0002621461027612723,0.0010485844110450892
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,1,overall,6006,0.33722852744831694,0.19755567346971487,0.8433233433233434,0.3328706182199579,0.2888601328502687,0.9080919080919081
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,1,q1,5944,0.3593129166715842,0.2589661192099918,0.8509421265141319,0.37167803730146987,0.37987742746889325,0.9153768506056528
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,1,q2,4502,0.0019850280958722466,0.003838513650819293,0.00866281652598845,0.003925257486136738,0.009872783073582718,0.01843625055530875
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,1,q3,2861,0.00010715609800165298,0.00017476406850751484,0.0003495281370150297,0.00010715609800165298,0.00017476406850751484,0.0003495281370150297
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,1,overall,6006,0.32559005265979457,0.18862940496712283,0.8326673326673326,0.321405434787477,0.2784228008418091,0.9034299034299035
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,1,q1,5944,0.3466782200537762,0.2470487328313352,0.8406796769851952,0.3587071284554189,0.36607642155810205,0.9113391655450875
