model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Hybrid-Score,0.5,200,0.6,200,2,q1,5935,0.37829739148596614,0.28330651858774114,0.8807076663858466,0.3933710016176654,0.4134601269772957,0.9398483572030328
Hybrid-Score,0.5,200,0.6,200,2,q2,4474,0.012688665851725924,0.023235482463908826,0.044702726866338846,0.020388174680632334,0.0473844729540883,0.0932051855163165
Hybrid-Score,0.5,200,0.6,200,2,q3,2899,0.003133001707109813,0.006338803199789747,0.010003449465332874,0.005231665144204358,0.013299331460766438,0.020696791997240428
Hybrid-Score,0.5,200,0.6,200,2,q4,1585,0.0005905923983128456,0.0015772870662460567,0.0018927444794952682,0.0010015357715590265,0.0031545741324921135,0.0031545741324921135
Hybrid-Score,0.5,200,0.6,200,2,q5,666,0.0,0.0,0.0,0.00036734315633367274,0.0015015015015015015,0.0015015015015015015
Hybrid-Score,0.7,200,0.6,200,2,overall,6004,0.3546230963684245,0.21874807367667473,0.8792471685542972,0.35694305835645423,0.323797828556835,0.9368754163890739
Hybrid-Score,0.7,200,0.6,200,2,q1,5935,0.3734799935381628,0.2804425440893656,0.8817186183656276,0.3904112191782165,0.4107648618881279,0.9378264532434709
Hybrid-Score,0.7,200,0.6,200,2,q2,4474,0.013908044521434971,0.025285407958773588,0.05252570406794815,0.023898106170334537,0.05605025510454626,0.12226195797943674
Hybrid-Score,0.7,200,0.6,200,2,q3,2899,0.00309433925803064,0.006511276466433417,0.010348395998620214,0.005424181006215633,0.014064510477066531,0.023111417730251813
Hybrid-Score,0.7,200,0.6,200,2,q4,1585,0.0005458183531120319,0.0015772870662460567,0.0018927444794952682,0.0009351497611882236,0.0031545741324921135,0.0031545741324921135
Hybrid-Score,0.7,200,0.6,200,2,q5,666,0.0,0.0,0.0,0.0003474147344741128,0.0015015015015015015,0.0015015015015015015
Hybrid-Score,0.3,500,0.3,200,2,overall,6004,0.355819701788865,0.21883795271701567,0.8769153897401732,0.3541260083721767,0.32006054177316573,0.9363757495003331
Hybrid-Score,0.3,500,0.3,200,2,q1,5935,0.37908194063350936,0.2842824056640315,0.883235046335299,0.3937379681671068,0.4133241684675819,0.9411962931760741
Hybrid-Score,0.3,500,0.3,200,2,q2,4474,0.006552878878813614,0.012326599541619658,0.02168082253017434,0.011302307318908952,0.02788988937849018,0.04805543138131426
Hybrid-Score,0.3,500,0.3,200,2,q3,2899,0.001429861976288432,0.0034303016365796637,0.004484304932735426,0.0020420585348646593,0.005358169483730022,0.00793377026560883
Hybrid-Score,0.3,500,0.3,200,2,q4,1585,0.00018237528474314692,0.0006309148264984228,0.0006309148264984228,0.00018237528474314692,0.0006309148264984228,0.0006309148264984228
Hybrid-Score,0.3,500,0.3,200,2,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.5,500,0.3,200,2,overall,6004,0.36459535572268703,0.22391082579023075,0.8809127248501,0.3633655188621589,0.3286605323701323,0.9397068620919387
Hybrid-Score,0.5,500,0.3,200,2,q1,5935,0.3870463215344478,0.29037088643178505,0.8855939342881213,0.4021905827457847,0.42318131040684137,0.9435551811288964
Hybrid-Score,0.5,500,0.3,200,2,q2,4474,0.00875762092154375,0.01679421135165436,0.03062136790344211,0.015379187571380614,0.038022493946246926,0.06951274027715691
Hybrid-Score,0.5,500,0.3,200,2,q3,2899,0.0017766108853889667,0.004170020313518071,0.006209037599172128,0.002728807963659354,0.007459879432973603,0.011383235598482234
Hybrid-Score,0.5,500,0.3,200,2,q4,1585,0.00018992428748516163,0.0006309148264984228,0.0006309148264984228,0.00033844726121805643,0.0012618296529968455,0.0012618296529968455
Hybrid-Score,0.5,500,0.3,200,2,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.7,500,0.3,200,2,overall,6004,0.3645557446747228,0.22348616456534234,0.8807461692205196,0.36557050654895223,0.33051619977383845,0.9400399733510992
Hybrid-Score,0.7,500,0.3,200,2,q1,5935,0.3861069998795758,0.2891013808111639,0.8850884582982308,0.4030951746591842,0.42384598633633647,0.9427127211457456
Hybrid-Score,0.7,500,0.3,200,2,q2,4474,0.01045917366486608,0.019726211969837256,0.039785426911041574,0.01842506233807789,0.044630566580172636,0.0925346446133214
Hybrid-Score,0.7,500,0.3,200,2,q3,2899,0.0018401613854815797,0.004285002491280518,0.006553984132459468,0.003269993926408642,0.00920569216533342,0.014487754398068299
Hybrid-Score,0.7,500,0.3,200,2,q4,1585,0.00019903146800361436,0.0006309148264984228,0.0006309148264984228,0.00034755444173650916,0.0012618296529968455,0.0012618296529968455
Hybrid-Score,0.7,500,0.3,200,2,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.3,500,0.6,200,2,overall,6004,0.35802292956796206,0.2191888464212049,0.8780812791472352,0.35710263315001034,0.3217088165755029,0.9378747501665556
Hybrid-Score,0.3,500,0.6,200,2,q1,5935,0.37978242290922226,0.2835298863559833,0.8823925863521482,0.39481283671590667,0.41346665833907237,0.9415332771693344
Hybrid-Score,0.3,500,0.6,200,2,q2,4474,0.009066503046595804,0.016408916420092103,0.028833258828788556,0.014997050370856635,0.0354542447855946,0.0657130084935181
Hybrid-Score,0.3,500,0.6,200,2,q3,2899,0.002512394722881701,0.0052081451184590195,0.008278716798896172,0.0038151596102410715,0.009478637953974276,0.01483270093135564
Hybrid-Score,0.3,500,0.6,200,2,q4,1585,0.00039372272555447186,0.0009463722397476341,0.0012618296529968455,0.000972017216355552,0.0031545741324921135,0.0031545741324921135
Hybrid-Score,0.3,500,0.6,200,2,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.5,500,0.6,200,2,overall,6004,0.36564323582202574,0.22377429737075102,0.8809127248501,0.3647409727419633,0.328873824707049,0.938707528314457
Hybrid-Score,0.5,500,0.6,200,2,q1,5935,0.3871641229865126,0.2891654470886083,0.8847514743049705,0.402408013995928,0.42188102048916987,0.9422072451558551
Hybrid-Score,0.5,500,0.6,200,2,q2,4474,0.010198571700941083,0.019108817642116603,0.035762181493071074,0.017184926941925416,0.04128507608859845,0.07822977201609298
Hybrid-Score,0.5,500,0.6,200,2,q3,2899,0.0024069970075192536,0.0052081451184590195,0.008623663332183512,0.0036957462452306845,0.009345587148277731,0.015177647464642981
Hybrid-Score,0.5,500,0.6,200,2,q4,1585,0.0003392528270800123,0.0009463722397476341,0.0012618296529968455,0.0005152420672384538,0.0015772870662460567,0.0018927444794952682
Hybrid-Score,0.5,500,0.6,200,2,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.7,500,0.6,200,2,overall,6004,0.36509091671620497,0.2236297829717137,0.8819120586275816,0.3660265871091977,0.3306864275701744,0.9402065289806796
Hybrid-Score,0.7,500,0.6,200,2,q1,5935,0.3863149522558845,0.28896055845614466,0.8855939342881213,0.40306880027766007,0.4235627212333485,0.9428812131423757
Hybrid-Score,0.7,500,0.6,200,2,q2,4474,0.011024917437185715,0.021117748089804312,0.04112650871703174,0.019046563352203817,0.04560534927471018,0.0967814036656236
Hybrid-Score,0.7,500,0.6,200,2,q3,2899,0.0021409087020532536,0.004859913380092752,0.0075888237323214905,0.0036541443823192464,0.009916665297831216,0.015177647464642981
Hybrid-Score,0.7,500,0.6,200,2,q4,1585,0.00019903146800361436,0.0006309148264984228,0.0006309148264984228,0.00047956062347134895,0.0015772870662460567,0.0018927444794952682
Hybrid-Score,0.7,500,0.6,200,2,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.3,200,0.3,200,3,overall,6013,0.34574649854796036,0.21222350635410717,0.8641277232662564,0.345496493466224,0.31230759166351724,0.919674039580908
Hybrid-Score,0.3,200,0.3,200,3,q1,5943,0.36794837231902056,0.2745849713167952,0.8694262157159683,0.38332582160293627,0.40136836248743596,0.9242806663301363
Hybrid-Score,0.3,200,0.3,200,3,q2,4400,0.008993342913908402,0.017599394923258557,0.03068181818181818,0.014438053001168403,0.03454618929050747,0.06181818181818182
Hybrid-Score,0.3,200,0.3,200,3,q3,2896,0.0014353838526032312,0.002898086029992107,0.004834254143646409,0.0027037093148710146,0.007131347013943699,0.011395027624309393
Hybrid-Score,0.3,200,0.3,200,3,q4,1678,0.0006063556177954346,0.0010429082240762813,0.0017878426698450535,0.0007023286959177279,0.0013408820023837903,0.0023837902264600714
Hybrid-Score,0.3,200,0.3,200,3,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.5,200,0.3,200,3,overall,6013,0.3511899024325364,0.21480735200209156,0.8676201563279561,0.3517235405313846,0.31744024196390114,0.9210044902710793
Hybrid-Score,0.5,200,0.3,200,3,q1,5943,0.37237194952629715,0.2779495762784646,0.8716136631330977,0.3877047019060112,0.4046349592328348,0.9234393404004712
Hybrid-Score,0.5,200,0.3,200,3,q2,4400,0.012001590303404716,0.022712314831633013,0.04477272727272727,0.02019434740122159,0.04816875541825752,0.095
Hybrid-Score,0.5,200,0.3,200,3,q3,2896,0.001602126698835379,0.003243389897395422,0.0055248618784530384,0.003537471857938973,0.009828005787950539,0.015193370165745856
Hybrid-Score,0.5,200,0.3,200,3,q4,1678,0.0005861936749833988,0.0010429082240762813,0.0017878426698450535,0.0007379062428220522,0.0014898688915375446,0.0023837902264600714
Hybrid-Score,0.5,200,0.3,200,3,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.7,200,0.3,200,3,overall,6013,0.3496074264760834,0.21432122213360877,0.8677864626642275,0.350224925732511,0.3166270769482139,0.9215034092798936
Hybrid-Score,0.7,200,0.3,200,3,q1,5943,0.3694414104173984,0.2759845879372839,0.8707723372034326,0.38449381537794647,0.40206003778082705,0.9232710752145381
Hybrid-Score,0.7,200,0.3,200,3,q2,4400,0.014319501380840375,0.026547341478661765,0.05795454545454545,0.023999505274073924,0.055577589858235486,0.12227272727272727
Hybrid-Score,0.7,200,0.3,200,3,q3,2896,0.0020479460309876887,0.004451953433307025,0.007251381215469613,0.003996586795431718,0.010990528808208366,0.017955801104972375
Hybrid-Score,0.7,200,0.3,200,3,q4,1678,0.0005861936749833988,0.0010429082240762813,0.0017878426698450535,0.000743101170968652,0.0014898688915375446,0.0023837902264600714
Hybrid-Score,0.7,200,0.3,200,3,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.3,200,0.6,200,3,overall,6013,0.351009043087137,0.21508370589687367,0.8671212373191418,0.35065934646528135,0.31566375747922554,0.9226675536337935
Hybrid-Score,0.3,200,0.6,200,3,q1,5943,0.3723260643724838,0.27697905496272396,0.8706040720174996,0.38718174995219934,0.40316104980179057,0.9256267878176005
Hybrid-Score,0.3,200,0.6,200,3,q2,4400,0.0110787489102264,0.020526607861835133,0.037954545454545456,0.01803112696696767,0.042550468943446704,0.07795454545454546
Hybrid-Score,0.3,200,0.6,200,3,q3,2896,0.0026064287276623115,0.0051055643251775844,0.008632596685082873,0.004420136427674692,0.011496974480399894,0.01691988950276243
Hybrid-Score,0.3,200,0.6,200,3,q4,1678,0.0006641417491546386,0.0010429082240762813,0.0017878426698450535,0.0008210492451398919,0.0014898688915375446,0.0023837902264600714
Hybrid-Score,0.3,200,0.6,200,3,q5,698,0.0,0.0,0.0,0.00034357086900878433,0.0014326647564469914,0.0014326647564469914
Hybrid-Score,0.5,200,0.6,200,3,overall,6013,0.35418146534492667,0.21588105902210483,0.8684516880093132,0.35474639199208324,0.31970235283793047,0.9228338599700648
Hybrid-Score,0.5,200,0.6,200,3,q1,5943,0.3745727427510009,0.2778101556542964,0.8714453979471647,0.3900670871108169,0.40631721659516706,0.9247854618879354
Hybrid-Score,0.5,200,0.6,200,3,q2,4400,0.01323682078064719,0.024531997627181275,0.04863636363636364,0.02189173639664453,0.05157292364904336,0.10272727272727272
Hybrid-Score,0.5,200,0.6,200,3,q3,2896,0.00241917140376291,0.005056235201262825,0.008632596685082873,0.004519122818776493,0.012162095501183898,0.019337016574585635
Hybrid-Score,0.5,200,0.6,200,3,q4,1678,0.0006336814608681792,0.0010429082240762813,0.0017878426698450535,0.0007935318210490203,0.0014898688915375446,0.0023837902264600714
Hybrid-Score,0.5,200,0.6,200,3,q5,698,0.0,0.0,0.0,0.0003314874114036664,0.0014326647564469914,0.0014326647564469914
Hybrid-Score,0.7,200,0.6,200,3,overall,6013,0.3519941392917448,0.21518477615269074,0.8681190753367704,0.3525677989272044,0.31859380083106714,0.9220023282887078
Hybrid-Score,0.7,200,0.6,200,3,q1,5943,0.371554945549172,0.276902456104795,0.8712771327612318,0.38641017672620204,0.40360032308798743,0.9232710752145381
Hybrid-Score,0.7,200,0.6,200,3,q2,4400,0.014638570651049208,0.02688889145332483,0.05909090909090909,0.024733759906055548,0.05754025763228141,0.12590909090909091
Hybrid-Score,0.7,200,0.6,200,3,q3,2896,0.0024272968106773814,0.005154071297027099,0.009323204419889503,0.004707375211448018,0.013062352012628254,0.020718232044198894
Hybrid-Score,0.7,200,0.6,200,3,q4,1678,0.0006336814608681792,0.0010429082240762813,0.0017878426698450535,0.0007919750677134503,0.0014898688915375446,0.0023837902264600714
Hybrid-Score,0.7,200,0.6,200,3,q5,698,0.0,0.0,0.0,0.0003261751413996461,0.0014326647564469914,0.0014326647564469914
Hybrid-Score,0.3,500,0.3,200,3,overall,6013,0.3518442075301261,0.21507541495326493,0.8669549309828705,0.3513585654048913,0.31616580644028985,0.9234990853151505
Hybrid-Score,0.3,500,0.3,200,3,q1,5943,0.3754206639171291,0.2798318336978125,0.8732963149924281,0.39096948389592606,0.4085538497049997,0.9298334174659263
Hybrid-Score,0.3,500,0.3,200,3,q2,4400,0.00704078374808872,0.013291584677948314,0.02340909090909091,0.012565438130744552,0.03129715675738403,0.053636363636363635
Hybrid-Score,0.3,500,0.3,200,3,q3,2896,0.0007704358343271245,0.001689522494080505,0.0027624309392265192,0.0017464323360152473,0.0047602604577742695,0.007596685082872928
Hybrid-Score,0.3,500,0.3,200,3,q4,1678,0.0005644965553434332,0.0010429082240762813,0.0017878426698450535,0.0005644965553434332,0.0010429082240762813,0.0017878426698450535
Hybrid-Score,0.3,500,0.3,200,3,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.5,500,0.3,200,3,overall,6013,0.36034108607634185,0.2192449821152887,0.8707799767171129,0.3596402864248423,0.3230316518131362,0.9246632296690503
Hybrid-Score,0.5,500,0.3,200,3,q1,5943,0.38308108149993747,0.28460152542941985,0.8763250883392226,0.39817274936079994,0.41547103144409975,0.9298334174659263
Hybrid-Score,0.5,500,0.3,200,3,q2,4400,0.009125157474529726,0.017296943155196743,0.03386363636363637,0.01660426013306002,0.04060707491654152,0.07977272727272727
Hybrid-Score,0.5,500,0.3,200,3,q3,2896,0.0009528055967821959,0.00203482636148382,0.003453038674033149,0.001990575298806124,0.005289726387792687,0.008977900552486187
Hybrid-Score,0.5,500,0.3,200,3,q4,1678,0.0005591750439131143,0.0010429082240762813,0.0017878426698450535,0.0005591750439131143,0.0010429082240762813,0.0017878426698450535
Hybrid-Score,0.5,500,0.3,200,3,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.7,500,0.3,200,3,overall,6013,0.3615685562092322,0.21965704249591705,0.8724430400798271,0.3609566439286104,0.32354536483770246,0.9248295360053218
Hybrid-Score,0.7,500,0.3,200,3,q1,5943,0.3833822704349374,0.28445848974073995,0.8775029446407538,0.3982738080274907,0.41464734741548526,0.9291603567221942
Hybrid-Score,0.7,500,0.3,200,3,q2,4400,0.011288956474019743,0.021209728815727677,0.04659090909090909,0.019766083946825663,0.04716160087296509,0.10136363636363636
Hybrid-Score,0.7,500,0.3,200,3,q3,2896,0.0009603259287748769,0.00203482636148382,0.003453038674033149,0.0025614720362071505,0.007275223625361746,0.012430939226519336
Hybrid-Score,0.7,500,0.3,200,3,q4,1678,0.0005591750439131143,0.0010429082240762813,0.0017878426698450535,0.0005591750439131143,0.0010429082240762813,0.0017878426698450535
Hybrid-Score,0.7,500,0.3,200,3,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.3,500,0.6,200,3,overall,6013,0.3539991971054408,0.21554824413926438,0.868784300681856,0.35391939082942664,0.31771981875576105,0.9263262930317645
Hybrid-Score,0.3,500,0.6,200,3,q1,5943,0.37611165548398784,0.2786460808744475,0.872959784620562,0.39185507250333684,0.4084552200782017,0.9306747433955914
Hybrid-Score,0.3,500,0.6,200,3,q2,4400,0.009532424671732312,0.017639694901058538,0.03090909090909091,0.015965637428103693,0.03795751635353732,0.06909090909090909
Hybrid-Score,0.3,500,0.6,200,3,q3,2896,0.002038919079117556,0.00406965272296764,0.007251381215469613,0.0034441004721605046,0.008869376479873717,0.013812154696132596
Hybrid-Score,0.3,500,0.6,200,3,q4,1678,0.0006336814608681792,0.0010429082240762813,0.0017878426698450535,0.0006875106851949908,0.0011918951132300357,0.0017878426698450535
Hybrid-Score,0.3,500,0.6,200,3,q5,698,0.0,0.0,0.0,0.00033726205353386567,0.0014326647564469914,0.0014326647564469914
Hybrid-Score,0.5,500,0.6,200,3,overall,6013,0.3610765877745466,0.21903854092830002,0.8699484450357559,0.36090190806850575,0.3236914827985045,0.9269915183768501
Hybrid-Score,0.5,500,0.6,200,3,q1,5943,0.3829906722717687,0.2831321898599862,0.8743059061080263,0.3986096459880709,0.4150130903740185,0.9306747433955914
Hybrid-Score,0.5,500,0.6,200,3,q2,4400,0.010778606517092768,0.020371725065205928,0.03954545454545454,0.018427552667533396,0.04412265362206292,0.08863636363636364
Hybrid-Score,0.5,500,0.6,200,3,q3,2896,0.0016008608384671648,0.0035023677979479084,0.006215469613259668,0.0031138765629969145,0.008598888450407786,0.013812154696132596
Hybrid-Score,0.5,500,0.6,200,3,q4,1678,0.0006336814608681792,0.0010429082240762813,0.0017878426698450535,0.0006894728808250304,0.0011918951132300357,0.0017878426698450535
Hybrid-Score,0.5,500,0.6,200,3,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.7,500,0.6,200,3,overall,6013,0.3624551230668748,0.22009373008810088,0.87161150839847,0.36171071583393455,0.32435943838663905,0.9256610676866789
Hybrid-Score,0.7,500,0.6,200,3,q1,5943,0.38389772345265616,0.28444277840589177,0.8756520275954905,0.39867854301865524,0.4147173347289207,0.9291603567221942
Hybrid-Score,0.7,500,0.6,200,3,q2,4400,0.011797981388729294,0.0220138906816663,0.04931818181818182,0.02022549418917041,0.048013267639903365,0.1025
Hybrid-Score,0.7,500,0.6,200,3,q3,2896,0.001555417531773744,0.0035023677979479084,0.006215469613259668,0.0029869301626143205,0.00845501183898974,0.013812154696132596
Hybrid-Score,0.7,500,0.6,200,3,q4,1678,0.0005914682320976435,0.0010429082240762813,0.0017878426698450535,0.0006452974564244552,0.0011918951132300357,0.0017878426698450535
Hybrid-Score,0.7,500,0.6,200,3,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.3,200,0.3,200,4,overall,6006,0.3516348271298642,0.21836451351519412,0.8717948717948718,0.3494016583279162,0.31576220518908643,0.9270729270729271
Hybrid-Score,0.3,200,0.3,200,4,q1,5939,0.37355528141092287,0.28063027809998153,0.8752315204579896,0.38655663531161427,0.40260722564358903,0.9287758881966661
Hybrid-Score,0.3,200,0.3,200,4,q2,4417,0.008386371626813218,0.017629728960949248,0.030110935023771792,0.014420880777618337,0.03761886240944425,0.06271224813221643
Hybrid-Score,0.3,200,0.3,200,4,q3,2931,0.0021854920821484315,0.004827703855339475,0.006482429205049471,0.0035060351121357484,0.009136325973582882,0.013647219379051518
Hybrid-Score,0.3,200,0.3,200,4,q4,1676,0.0008160940739356178,0.001392203659506762,0.0017899761336515514,0.0010484726848363263,0.0021877486077963404,0.002386634844868735
Hybrid-Score,0.3,200,0.3,200,4,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.5,200,0.3,200,4,overall,6006,0.35495390548128797,0.21920628627057684,0.8707958707958708,0.35542466788570276,0.32063569678338305,0.9262404262404262
Hybrid-Score,0.5,200,0.3,200,4,q1,5939,0.375480620613766,0.2803907681591295,0.8732109782791716,0.39090568343522697,0.40691984294485517,0.9270921030476511
Hybrid-Score,0.5,200,0.3,200,4,q2,4417,0.011095598530495571,0.02211643851331422,0.040525243377858275,0.020052282853671846,0.0501932836694884,0.09712474530224134
Hybrid-Score,0.5,200,0.3,200,4,q3,2931,0.0028556319630369934,0.006566099657194847,0.009553053565336063,0.004152268520202079,0.010595426409141864,0.017741385192766974
Hybrid-Score,0.5,200,0.3,200,4,q4,1676,0.0008837280830616378,0.0015910898965791566,0.0017899761336515514,0.0010449680320039527,0.0021877486077963404,0.002386634844868735
Hybrid-Score,0.5,200,0.3,200,4,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.7,200,0.3,200,4,overall,6006,0.3524844269677957,0.21812376654043372,0.8706293706293706,0.35434836279123155,0.32069992539156966,0.9292374292374292
Hybrid-Score,0.7,200,0.3,200,4,q1,5939,0.3719509582958952,0.27849727227154736,0.8720323286748611,0.38805404371467944,0.40506990511891283,0.9292810237413706
Hybrid-Score,0.7,200,0.3,200,4,q2,4417,0.01310029290604636,0.025621116490749437,0.05161874575503735,0.023906515508117093,0.05821115841483686,0.1276884763414082
Hybrid-Score,0.7,200,0.3,200,4,q3,2931,0.0033073785950045306,0.007601013793439585,0.011258955987717503,0.0047767315144584,0.012235825132447446,0.021153190037529853
Hybrid-Score,0.7,200,0.3,200,4,q4,1676,0.0008077933056703521,0.001392203659506762,0.0017899761336515514,0.0011881722940452208,0.002784407319013524,0.0029832935560859188
Hybrid-Score,0.7,200,0.3,200,4,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.3,200,0.6,200,4,overall,6006,0.356630983649497,0.21991895337816822,0.8726273726273727,0.3555562598736948,0.319832249685029,0.9262404262404262
Hybrid-Score,0.3,200,0.6,200,4,q1,5939,0.37724723398073595,0.28113493645942284,0.8750631419430881,0.39165744662482865,0.40625367016720776,0.9279339956221586
Hybrid-Score,0.3,200,0.6,200,4,q2,4417,0.010910141186623519,0.021403823831942462,0.03780846728548789,0.017448625142747767,0.0424381980395511,0.07561693457097578
Hybrid-Score,0.3,200,0.6,200,4,q3,2931,0.003480443682814789,0.007594921284788224,0.010576595018764927,0.005050810811072536,0.012557214194880519,0.02047082906857728
Hybrid-Score,0.3,200,0.6,200,4,q4,1676,0.0011547714505143053,0.0015910898965791566,0.0017899761336515514,0.0017882350366616802,0.0041268894192521876,0.00477326968973747
Hybrid-Score,0.3,200,0.6,200,4,q5,710,0.0005017002635324256,0.0014084507042253522,0.0014084507042253522,0.0005017002635324256,0.0014084507042253522,0.0014084507042253522
Hybrid-Score,0.5,200,0.6,200,4,overall,6006,0.3585031166209201,0.22057656946245477,0.8732933732933733,0.3588656091218879,0.32315933812421854,0.927905427905428
Hybrid-Score,0.5,200,0.6,200,4,q1,5939,0.37831556655295495,0.2814967885398056,0.8745580063983835,0.3936223931748089,0.40900997126717303,0.9284391311668632
Hybrid-Score,0.5,200,0.6,200,4,q2,4417,0.012380725553520993,0.02437213944458681,0.04460040751641386,0.021429455175360417,0.052461886027353244,0.10414308354086484
Hybrid-Score,0.5,200,0.6,200,4,q3,2931,0.003702364156398141,0.008269158908872316,0.01160013647219379,0.005272432562406333,0.013248252373124431,0.02183555100648243
Hybrid-Score,0.5,200,0.6,200,4,q4,1676,0.0011507296947725967,0.0015910898965791566,0.0017899761336515514,0.0016597438439176413,0.003579952267303103,0.004176610978520286
Hybrid-Score,0.5,200,0.6,200,4,q5,710,0.0,0.0,0.0,0.0003699289225875966,0.0014084507042253522,0.0014084507042253522
Hybrid-Score,0.7,200,0.6,200,4,overall,6006,0.35511968225155816,0.21942412176193943,0.8731268731268731,0.3565858268541622,0.3223814356170706,0.9292374292374292
Hybrid-Score,0.7,200,0.6,200,4,q1,5939,0.3743073530132333,0.27985062699613195,0.874726384913285,0.3900107045470132,0.40662772128557945,0.9292810237413706
Hybrid-Score,0.7,200,0.6,200,4,q2,4417,0.013675358134392834,0.026385098787313075,0.05365632782431515,0.024336455425234025,0.05830169246485241,0.129726058410686
Hybrid-Score,0.7,200,0.6,200,4,q3,2931,0.0035977592957035266,0.008112784520154018,0.011941316956670079,0.0052737483755067064,0.013320753226075644,0.02320027294438758
Hybrid-Score,0.7,200,0.6,200,4,q4,1676,0.0009570499079161939,0.0015910898965791566,0.0017899761336515514,0.0014046236700755142,0.0033810660302307075,0.003579952267303103
Hybrid-Score,0.7,200,0.6,200,4,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.3,500,0.3,200,4,overall,6006,0.35790830118627104,0.22064789887528682,0.8721278721278721,0.35457483100704945,0.31836970869830444,0.9277389277389277
Hybrid-Score,0.3,500,0.3,200,4,q1,5939,0.38125732559023484,0.28492300062683873,0.877420441151709,0.3938368303554466,0.4083841121668991,0.9309648088903856
Hybrid-Score,0.3,500,0.3,200,4,q2,4417,0.006337090946640565,0.014084443968980984,0.024677382839031016,0.011420069857216187,0.030624152216862204,0.051845143762734885
Hybrid-Score,0.3,500,0.3,200,4,q3,2931,0.001505346356526731,0.003735926305015353,0.00511770726714432,0.0024007248235374994,0.0068585400724602355,0.00989423404981235
Hybrid-Score,0.3,500,0.3,200,4,q4,1676,0.00039767593664081824,0.0005966587112171838,0.0005966587112171838,0.0008416194885278766,0.0021877486077963404,0.002386634844868735
Hybrid-Score,0.3,500,0.3,200,4,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.5,500,0.3,200,4,overall,6006,0.3652105427429294,0.22438566008430547,0.875957375957376,0.3641847671662423,0.3272130167102451,0.9300699300699301
Hybrid-Score,0.5,500,0.3,200,4,q1,5939,0.38748899957470273,0.2883859186185857,0.8796093618454285,0.4025220160565814,0.41811576664031597,0.9319750799797946
Hybrid-Score,0.5,500,0.3,200,4,q2,4417,0.009158401764091398,0.01927208894041586,0.033733303146932306,0.016315436237670327,0.04194360126949945,0.07810731265564863
Hybrid-Score,0.5,500,0.3,200,4,q3,2931,0.0018867986744002762,0.004364673197835941,0.006141248720573183,0.002993861714241966,0.007979561664310898,0.012623677925622655
Hybrid-Score,0.5,500,0.3,200,4,q4,1676,0.0006668387351003508,0.001392203659506762,0.0017899761336515514,0.0008831507212551645,0.0021877486077963404,0.002386634844868735
Hybrid-Score,0.5,500,0.3,200,4,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.7,500,0.3,200,4,overall,6006,0.3660480701328231,0.22466593344537428,0.8754578754578755,0.36591213432769243,0.32863168982538654,0.9310689310689311
Hybrid-Score,0.7,500,0.3,200,4,q1,5939,0.38749443475454454,0.28799627095315866,0.878767469270921,0.40302478411605036,0.4183648318034022,0.9324802155244991
Hybrid-Score,0.7,500,0.3,200,4,q2,4417,0.01106686560776134,0.02270634658467763,0.04233642743943853,0.019390654691040555,0.048270297248429336,0.10097351143309939
Hybrid-Score,0.7,500,0.3,200,4,q3,2931,0.002007078149397445,0.004592126854153466,0.006823609689525759,0.003397017356359434,0.00913713830806973,0.01501194131695667
Hybrid-Score,0.7,500,0.3,200,4,q4,1676,0.0006944982277910874,0.001392203659506762,0.0017899761336515514,0.0009136627155629783,0.0021877486077963404,0.002386634844868735
Hybrid-Score,0.7,500,0.3,200,4,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Score,0.3,500,0.6,200,4,overall,6006,0.36060208271491306,0.22224632547080683,0.8746253746253746,0.35876443374555456,0.32127691197781827,0.9277389277389277
