model,ease_lambda,rp3_beta,rp3_topK,gamma,normalise,graph_source,bucket,NDCG@10_mean,NDCG@10_std,NDCG@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,n_users_mean,n_users_std,n_users_count
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,q1,0.3387443931169435,0.0026628062064785575,5,0.23873332819734677,0.0022157380826398412,5,0.8323915099586185,0.006549828098223314,5,0.34858163570068673,0.0024087002250502173,5,0.3527477022261271,0.0018719031355303526,5,0.9017030442442231,0.0049967632852538696,5,5941.2,4.147288270665454,5
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,q2,0.0007962818886372259,0.0001918610002353578,5,0.0015575298051185456,0.00041556326832052366,5,0.003599566572752652,0.0006259121785524506,5,0.0016138587710342405,7.679000881724082e-05,5,0.004048349525804158,0.0002211906359464191,5,0.008289693209705254,0.00030061682339209384,5,4440.2,45.146428430164846,5
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,q3,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,4.4990568915525246e-05,2.4686904293309078e-05,5,0.000132658584562994,8.453432013743959e-05,5,0.0003452764331065155,2.957401381880324e-06,5,2896.4,24.795160818191906,5
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,q4,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,1647.8,38.15363678602605,5
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,690.4,16.379865689315046,5
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,overall,0.3645565796315921,0.0028151809263337615,5,0.22358694111958463,0.0028442519952884184,5,0.8784179565629421,0.005569856193432353,5,0.36597266776568343,0.002758210398625463,5,0.3299262166565545,0.00304479102185213,5,0.9333175252186571,0.005551611519569879,5,6007.4,3.4351128074635104,5
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,q1,0.3855721395790616,0.00247678078036422,5,0.2881904094075012,0.0026617526934347466,5,0.8818757848329563,0.005173698722076816,5,0.40252376002758394,0.00248766836902284,5,0.42099134678267874,0.0033539732908610684,5,0.9358385670590288,0.005270694267891393,5,5941.2,4.147288270665454,5
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,q2,0.011267428280470074,0.0005628578884082681,5,0.021018031842784786,0.0013503151780941986,5,0.048312860496958196,0.0036871058598822257,5,0.02086176855286121,0.0004994824755160982,5,0.04996431595269904,0.001792268707851248,5,0.1168470288180488,0.003629059121470686,5,4440.2,45.146428430164846,5
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,q3,0.001374077669455358,0.0003579214106114278,5,0.002979590566747651,0.00099310135071038,5,0.004757909313059756,0.0014371032696021463,5,0.0029179110150195794,0.0005300016405136882,5,0.008217204391062652,0.0019781925159849134,5,0.013672886177142194,0.0025946631604501533,5,2896.4,24.795160818191906,5
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,q4,0.00037361707514544,0.0002922978291080039,5,0.0007287926552813704,0.0005658038598364279,5,0.0010785497668945466,0.0007760053870822233,5,0.0005057653489888423,0.0002411092138562595,5,0.0012621444798652853,0.0005371480866289499,5,0.0015721243440639826,0.0005161115572167215,5,1647.8,38.15363678602605,5
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,690.4,16.379865689315046,5
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,overall,0.366499564460204,0.0027401764106703324,5,0.22334727180775493,0.002730880086816702,5,0.8771866971981238,0.005604968911442402,5,0.36689459698550086,0.0027599047910542617,5,0.32921748832043746,0.0031841753739771895,5,0.9327179085299433,0.004515849228331258,5,6007.4,3.4351128074635104,5
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,q1,0.38851139829149944,0.002342324962356423,5,0.28909581996966305,0.0024045505507796832,5,0.8813039890403083,0.004943074996152947,5,0.40486977136452607,0.0025228820933861015,5,0.42221733923224214,0.003257111101153004,5,0.9361078478931318,0.004469928026536437,5,5941.2,4.147288270665454,5
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,q2,0.009305964497517203,0.0002797445513379575,5,0.017547365490477935,0.0008954359059867445,5,0.039155205376695444,0.0017164269628265466,5,0.017774827990902034,0.000549731697224467,5,0.04356140457704678,0.001756293025138553,5,0.09847844974406601,0.0024244738876404762,5,4440.2,45.146428430164846,5
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,q3,0.0009959556778028325,0.00017758751379068582,5,0.00214041896799156,0.0004125062468243975,5,0.003311184545886221,0.0006027494342120687,5,0.0022674853337557354,0.0004909046537321794,5,0.006393430728440888,0.0017787824031028753,5,0.010771970422254902,0.002381906539744416,5,2896.4,24.795160818191906,5
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,q4,0.00022595457866201883,0.0001643074337704626,5,0.0004902358439848218,0.00034700365288569865,5,0.0007208390020051027,0.0005014491741855134,5,0.00033603417189843947,0.00019458213586020585,5,0.000854975620581055,0.0004121185092116367,5,0.001204732732194231,0.0005844301026766541,5,1647.8,38.15363678602605,5
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,690.4,16.379865689315046,5
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,overall,0.36255849452416966,0.0032149960471856923,5,0.21818897296567555,0.0029558862814039024,5,0.8712268492777706,0.005790349168260802,5,0.36111167711855596,0.003292437184048824,5,0.32094958858248107,0.0035335496189261733,5,0.9280234785941814,0.004253438760660251,5,6007.4,3.4351128074635104,5
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,q1,0.3856204493952144,0.00297140488364842,5,0.2844848004216272,0.0029043844537415247,5,0.8774660232519018,0.005546291932195974,5,0.4006582478517222,0.003279045470655967,5,0.4153746893217793,0.004307943271622664,5,0.9328761581580245,0.004497646841952721,5,5941.2,4.147288270665454,5
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,q2,0.006148012268462756,0.0003645412471156262,5,0.011752551417385829,0.0003729565454134692,5,0.02508933614434002,0.0018393639918571983,5,0.01194690652995746,0.0005153521051484768,5,0.029868924842149085,0.0015684633197668122,5,0.06298508144418871,0.0023637047758205965,5,4440.2,45.146428430164846,5
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,q3,0.00043572816088481933,0.00020557294327183288,5,0.0007242140977847796,0.0004064316438979246,5,0.0013113907490483617,0.0005104881719699022,5,0.0013270866120706516,0.00024675050487493207,5,0.003759563494803132,0.0011223797688245602,5,0.006421434128968192,0.0017159012639135487,5,2896.4,24.795160818191906,5
