model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,bucket,NDCG@10_mean,NDCG@10_std,NDCG@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,n_users_mean,n_users_std,n_users_count
Hybrid-Score,0.7,200,0.6,200,q1,0.37444163093528093,0.00220369868403297,5,0.28011408852148006,0.0020134628017930917,5,0.8773316942940473,0.004724196961161762,5,0.39033703185722063,0.002463359066979358,5,0.40766333261210796,0.0027021866694405287,5,0.9314964741249343,0.00558426531540651,5,5941.2,4.147288270665454,5
Hybrid-Score,0.7,200,0.6,200,q2,0.013925674175392939,0.0005585454384352426,5,0.025787215370765622,0.00117492372820198,5,0.054444214585712615,0.004313190523246889,5,0.024489145659248677,0.0005306401717706954,5,0.05788193730506737,0.0016245661719639668,5,0.12640817190026002,0.003136520110757235,5,4440.2,45.146428430164846,5
Hybrid-Score,0.7,200,0.6,200,q3,0.002840185627789034,0.0005852153211982453,5,0.006130016447621492,0.0015769013858534266,5,0.009454379729712182,0.00223292871623758,5,0.005161992865825317,0.0005667279653141962,5,0.013887629121516976,0.0018440189284758383,5,0.02244856117584975,0.0027425400370429125,5,2896.4,24.795160818191906,5
Hybrid-Score,0.7,200,0.6,200,q4,0.0006170633501217894,0.00028593797666360985,5,0.0010840273159450607,0.0005342808515677018,5,0.0014570986627936004,0.0005458673237493823,5,0.0008937305822379456,0.00034720473074286324,5,0.002093983206405072,0.0010800940648751228,5,0.0026715122419681387,0.0006929049537342848,5,1647.8,38.15363678602605,5
Hybrid-Score,0.7,200,0.6,200,q5,8.789196953692881e-05,0.00019653241856091354,5,0.000291970802919708,0.0006528665627736611,5,0.000291970802919708,0.0006528665627736611,5,0.0002901656273860628,0.00032023666188667324,5,0.0011707748574291145,0.0012225139268320893,5,0.0011707748574291145,0.0012225139268320893,5,690.4,16.379865689315046,5
Hybrid-Score,0.7,500,0.3,200,overall,0.3652688809361667,0.00232083741258937,5,0.2236780441017833,0.0025252086685625163,5,0.8785509296599747,0.004833119020821247,5,0.36561698940066545,0.0028532451100564803,5,0.3287775929346207,0.0033056913914675627,5,0.9335175747984458,0.0058391215435923596,5,6007.4,3.4351128074635104,5
Hybrid-Score,0.7,500,0.3,200,q1,0.3867640005976215,0.0021718222871661527,5,0.28836287129928795,0.002362180283627752,5,0.8821113390013618,0.004437200739405038,5,0.40288196731420384,0.00275778235721362,5,0.420115367738907,0.003694577058851115,5,0.9357717880304319,0.005241830868208751,5,5941.2,4.147288270665454,5
Hybrid-Score,0.7,500,0.3,200,q2,0.01068423060303923,0.0006454983352643435,5,0.020664461308761085,0.0016488298371145225,5,0.04227936512332385,0.0037248365558960944,5,0.019340939748814186,0.0005637203115246884,5,0.04745089364733719,0.0017111451471129803,5,0.09893391265474853,0.003711402153708543,5,4440.2,45.146428430164846,5
Hybrid-Score,0.7,500,0.3,200,q3,0.0014893908863211622,0.00042734257988264195,5,0.003248804103343751,0.001150549421847361,5,0.004895840314740956,0.001667164840401548,5,0.00309071518966996,0.0005512274226444517,5,0.008706853351095108,0.0020198020121653323,5,0.014021389849767136,0.0021331115515377326,5,2896.4,24.795160818191906,5
Hybrid-Score,0.7,500,0.3,200,q4,0.0004220112262751655,0.00024954122200997577,5,0.000854975620581055,0.0004121185092116367,5,0.001204732732194231,0.0005844301026766541,5,0.0005253659692913239,0.0002502541740600092,5,0.0012621444798652853,0.0005371480866289499,5,0.0015721243440639826,0.0005161115572167215,5,1647.8,38.15363678602605,5
