model,ease_lambda,rp3_beta,rp3_topK,gamma,normalise,graph_source,train_time_s,seed,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff
Laplacian-EASE,500,0.3,200,1,sym,rp3beta,6.193837404251099,3,0.3606513044146011,0.2291599043436877,0.8712788957259272,0.21952118493378628,0.29449648711943793,0.7634338654585047,2.350812381990076,0.3616434192768624,0.20285366199019925,0.9253284550141361,0.32527177262235596,0.3805620608899297,0.754204313730507,2.5169000069987186,0.3606513044146011,0.2291599043436877,0.8712788957259272,0.21952118493378628,0.29449648711943793,0.7634338654585047,2.350812381990076,2291948.5,0.001307531420299487,6013,-1,-0.0013386241037072152,0.0
Laplacian-EASE,500,0.3,200,3,sym,rp3beta,6.216814279556274,3,0.3621929960413172,0.2313366150289473,0.8679527690004989,0.21905479384506024,0.2696135831381733,0.7678966654405863,2.299396017927208,0.3625641661246564,0.2042765919863185,0.9261599866954932,0.3245999377301487,0.35450819672131145,0.7585434284071824,2.468734293995556,0.3621929960413172,0.2313366150289473,0.8679527690004989,0.21905479384506024,0.2696135831381733,0.7678966654405863,2.299396017927208,1272727.0,0.05806367692223106,6013,1,0.00020306752300891333,0.0
Laplacian-EASE,500,0.3,200,10,sym,rp3beta,6.11654257774353,3,0.3573434034847211,0.2288361863260743,0.8634624979211708,0.21308751905354176,0.22950819672131148,0.7796933175398881,2.2025506670015043,0.356262838798074,0.20049377529295292,0.922501247297522,0.3166359708440011,0.29918032786885246,0.7634914306673442,2.370193052920446,0.3573434034847211,0.2288361863260743,0.8634624979211708,0.21308751905354176,0.22950819672131148,0.7796933175398881,2.2025506670015043,4420289.0,5.5940459887540035e-08,6013,-1,-0.004646525033587144,0.0
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,6.173062324523926,3,0.34358772483646405,0.21788778987489818,0.8491601530018293,0.20217324262259637,0.17476580796252927,0.7869909445224905,2.073659215519822,0.34039536885598476,0.18915913035762416,0.9090304340595377,0.29787155552023903,0.24414519906323184,0.7803761314912814,2.2359412738166773,0.34358772483646405,0.21788778987489818,0.8491601530018293,0.20217324262259637,0.17476580796252927,0.7869909445224905,2.073659215519822,4494274.5,8.431814380923082e-44,6013,-1,-0.018402203681844198,0.0
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,6.267157316207886,3,0.33391766739672707,0.21015852911096253,0.8363545651089307,0.19475615690296197,0.14988290398126464,0.7938644005695992,2.0004074328402095,0.32930731221643206,0.18113707293517983,0.9008814235822384,0.2860229637435192,0.210480093676815,0.7864180922789681,2.156835018165935,0.33391766739672707,0.21015852911096253,0.8363545651089307,0.19475615690296197,0.14988290398126464,0.7938644005695992,2.0004074328402095,4305040.0,2.04630544028321e-71,6013,-1,-0.02807226112158114,0.0
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,6.259100437164307,3,0.32380339270431097,0.20232443865745323,0.8220522201895892,0.18670608456056798,0.12704918032786885,0.7969132164488464,1.9331162192182287,0.3185536600880619,0.17340790509949164,0.893397638450025,0.2753694882026873,0.18120608899297425,0.7908285951252092,2.0847735427282212,0.32380339270431097,0.20232443865745323,0.8220522201895892,0.18670608456056798,0.12704918032786885,0.7969132164488464,1.9331162192182287,4036008.5,4.331168129053918e-104,6013,-1,-0.03818653581399728,-0.00817089353850231
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,6.231339693069458,3,0.31500245287538914,0.19544993529284013,0.8132379843672044,0.1806167191177231,0.11504683840749415,0.8065208164329281,1.8810250142644742,0.3092079924052522,0.16673236370565533,0.8845834026276401,0.2660049849361114,0.16159250585480095,0.7955437132589536,2.02949440670634,0.31500245287538914,0.19544993529284013,0.8132379843672044,0.1806167191177231,0.11504683840749415,0.8065208164329281,1.8810250142644742,3776801.0,7.739612588349826e-136,6013,-1,-0.046987475642919094,-0.017234130182486873
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,6.22111701965332,3,0.3603899929188662,0.22895704256319252,0.8712788957259272,0.21932688856241497,0.29596018735363,0.7638919499014911,2.3520841446498486,0.36159691111796943,0.20274376260275423,0.9253284550141361,0.3254263989898727,0.38114754098360654,0.7539284187894995,2.518341555827195,0.3603899929188662,0.22895704256319252,0.8712788957259272,0.21932688856241497,0.29596018735363,0.7638919499014911,2.3520841446498486,2272790.5,0.00013031118177354278,6013,-1,-0.0015999355994420726,0.0
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,6.177095174789429,3,0.36219828753000904,0.23134455250061417,0.8682853816730417,0.21917281670413255,0.2725409836065574,0.7689327974136952,2.3020435509286146,0.3625213894256538,0.20418283401774684,0.9261599866954932,0.324628775176676,0.35802107728337235,0.7595245596927562,2.471550744752423,0.36219828753000904,0.23134455250061417,0.8682853816730417,0.21917281670413255,0.2725409836065574,0.7689327974136952,2.3020435509286146,1357851.0,0.06314791825042097,6013,1,0.00020835901170084375,0.0
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,6.113091945648193,3,0.3572518275960121,0.2285891547150486,0.8641277232662564,0.21352867825086877,0.234192037470726,0.780561865957093,2.2094846610143697,0.35588195088974084,0.20019141585896041,0.9221686346249792,0.3161607302124457,0.30562060889929743,0.7651947440825848,2.3772108250512853,0.3572518275960121,0.2285891547150486,0.8641277232662564,0.21352867825086877,0.234192037470726,0.780561865957093,2.2094846610143697,4424517.0,4.294780241827786e-08,6013,-1,-0.0047381009222961755,0.0
Laplacian-EASE,500,0.6,200,30,sym,rp3beta,6.2190868854522705,3,0.3435427480512214,0.21799200914081468,0.8499916846831864,0.20188189235065163,0.18501170960187355,0.7918559892385064,2.0871465718932782,0.34049361768057584,0.18923351921676707,0.9091967403958091,0.2981682118914994,0.25263466042154564,0.7810611192165913,2.2503133280499,0.3435427480512214,0.21799200914081468,0.8499916846831864,0.20188189235065163,0.18501170960187355,0.7918559892385064,2.0871465718932782,4506460.5,6.494838352734849e-44,6013,-1,-0.0184471804670868,0.0
Laplacian-EASE,500,0.6,200,50,sym,rp3beta,6.149308681488037,3,0.33418263754874644,0.21049483318498172,0.8361882587726592,0.19461923367500847,0.15749414519906324,0.7940526010249169,2.019343724144691,0.3299080006423869,0.1814751528856566,0.9013803425910527,0.28666612760560345,0.2227751756440281,0.7888322563486516,2.1767316410857838,0.33418263754874644,0.21049483318498172,0.8361882587726592,0.19461923367500847,0.15749414519906324,0.7940526010249169,2.019343724144691,4288596.0,1.198643602100625e-71,6013,-1,-0.027807290969561766,0.0
Laplacian-EASE,500,0.6,200,75,sym,rp3beta,6.2147533893585205,3,0.3250943617260462,0.20328046342712483,0.8245468152336604,0.1879092446905916,0.1367096018735363,0.7982888609297984,1.9580845589321492,0.3197950894783596,0.17437507209792324,0.894229170131382,0.2763735068534418,0.19291569086651053,0.79040273640799,2.112126688462251,0.3250943617260462,0.20328046342712483,0.8245468152336604,0.1879092446905916,0.1367096018735363,0.7982888609297984,1.9580845589321492,4081990.5,1.4868464274742248e-100,6013,-1,-0.036895566792262045,-0.007757900941622153
Laplacian-EASE,500,0.6,200,100,sym,rp3beta,6.2391602993011475,3,0.31723515678666947,0.197344670342837,0.8142358223848328,0.181345780242452,0.12265807962529274,0.8029114325484918,1.9110103439398263,0.31168237756940287,0.16857707564754554,0.8864127723266256,0.26792993375559104,0.172423887587822,0.7927579661158606,2.0611784084069025,0.31723515678666947,0.197344670342837,0.8142358223848328,0.181345780242452,0.12265807962529274,0.8029114325484918,1.9110103439398263,3841618.0,2.0463244248657364e-128,6013,-1,-0.04475477173163878,-0.015257518779489304
Laplacian-EASE,500,0.3,200,1,sym,rp3beta,6.250255823135376,4,0.36507672201105257,0.23111713358028552,0.8757908757908758,0.22467290021023267,0.29215456674473067,0.7630798059655775,2.343964947081001,0.3662002663411825,0.20603755484177458,0.9304029304029304,0.3292375322396462,0.3831967213114754,0.7561907661984055,2.51572598836308,0.36507672201105257,0.23111713358028552,0.8757908757908758,0.22467290021023267,0.29215456674473067,0.7630798059655775,2.343964947081001,2206873.0,3.0116709962829887e-07,6006,-1,-0.0020057003211486047,0.0
Laplacian-EASE,500,0.3,200,3,sym,rp3beta,6.171334743499756,4,0.36795141562670425,0.23446194201154522,0.8771228771228772,0.22463223721172793,0.26844262295081966,0.7687547276424049,2.2923707458701394,0.3675464774317307,0.20792411803827018,0.9299034299034299,0.3286434610474624,0.35743559718969553,0.7608396244759881,2.466717098088483,0.36795141562670425,0.23446194201154522,0.8771228771228772,0.22463223721172793,0.26844262295081966,0.7687547276424049,2.2923707458701394,1308462.5,0.002760630903479495,6006,1,0.0008689932945030839,0.0
Laplacian-EASE,500,0.3,200,10,sym,rp3beta,6.232909440994263,4,0.36375658917638565,0.23257615355900502,0.8681318681318682,0.21843819891636004,0.22921545667447307,0.7822414707472178,2.195113463222236,0.361987826684524,0.20463385147825494,0.926073926073926,0.320714360245318,0.29771662763466045,0.7639009466443094,2.3661164059706934,0.36375658917638565,0.23257615355900502,0.8681318681318682,0.21843819891636004,0.22921545667447307,0.7822414707472178,2.195113463222236,4657763.0,2.2091574975450815e-05,6006,-1,-0.0033258331558154997,0.0
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,6.11141562461853,4,0.3504152228220199,0.2225685945605163,0.8543123543123543,0.20721008848083702,0.17505854800936768,0.7902160270053245,2.0661412640552195,0.3464374700163027,0.19358999610151775,0.9137529137529138,0.3022528721864233,0.24092505854800936,0.778996722192348,2.2326749882510297,0.3504152228220199,0.2225685945605163,0.8543123543123543,0.20721008848083702,0.17505854800936768,0.7902160270053245,2.0661412640552195,4682209.0,3.469057477432505e-39,6006,-1,-0.016667199510181273,0.0
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,6.2312397956848145,4,0.3395139234894324,0.2137880878569654,0.8426573426573427,0.1986139021342739,0.15134660421545668,0.7991943581885554,1.992554196585182,0.3345606591261959,0.18478443041238185,0.9064269064269064,0.2898531289288206,0.20813817330210774,0.7857084312780516,2.1531755315519896,0.3395139234894324,0.2137880878569654,0.8426573426573427,0.1986139021342739,0.15134660421545668,0.7991943581885554,1.992554196585182,4381593.0,1.0724971261433289e-75,6006,-1,-0.027568498842768838,-0.003932700162582792
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,6.10889744758606,4,0.3285022090346343,0.2049951149830685,0.8328338328338328,0.19054755462343775,0.132903981264637,0.8083252283692812,1.9274378542482322,0.3226822032042898,0.17614899249411053,0.8981018981018981,0.2779935020595736,0.18237704918032788,0.7942301144548334,2.0801034951598667,0.3285022090346343,0.2049951149830685,0.8328338328338328,0.19054755462343775,0.132903981264637,0.8083252283692812,1.9274378542482322,4045537.5,5.4067236615317945e-117,6006,-1,-0.03858021329756698,-0.015257518779489304
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,6.222618579864502,4,0.3192889239269576,0.19768678707808526,0.8248418248418249,0.1833927887702041,0.117096018735363,0.8108625541125543,1.8771357956852421,0.31278460029272,0.16900791703845114,0.8916083916083916,0.26791889528294066,0.16100702576112413,0.7976702993975722,2.0237477194350024,0.3192889239269576,0.19768678707808526,0.8248418248418249,0.1833927887702041,0.117096018735363,0.8108625541125543,1.8771357956852421,3757772.5,2.1365922485960854e-152,6006,-1,-0.04779349840524356,-0.02469858780864334
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,6.177089214324951,4,0.36492940601166063,0.23099965366476136,0.8754578754578755,0.22471338394484922,0.29420374707259955,0.764004685198715,2.345519982960372,0.36615646979296707,0.20601882345700948,0.9300699300699301,0.32920857262107733,0.38378220140515223,0.7560027691606639,2.5169785117184826,0.36492940601166063,0.23099965366476136,0.8754578754578755,0.22471338394484922,0.29420374707259955,0.764004685198715,2.345519982960372,2194951.5,1.835103915184284e-07,6006,-1,-0.002153016320540587,0.0
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,6.179231882095337,4,0.36784793317944636,0.23434702462125928,0.8766233766233766,0.2244523143506958,0.2716627634660422,0.7697919896195757,2.2957634992059406,0.3676194444144426,0.2079382628763542,0.9299034299034299,0.3288109282423056,0.36007025761124123,0.7613606853850756,2.469732281152332,0.36784793317944636,0.23434702462125928,0.8766233766233766,0.2244523143506958,0.2716627634660422,0.7697919896195757,2.2957634992059406,1422828.0,0.027416980343577486,6006,1,0.0007655108472451684,0.0
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,6.218091249465942,4,0.3637145360064067,0.2323498049936542,0.8677988677988678,0.21851535695417892,0.23507025761124123,0.7839064215153879,2.2024753926523584,0.3615724273680277,0.2043204184915571,0.926073926073926,0.3202100785832693,0.30269320843091335,0.7644257418918927,2.3732722902501613,0.3637145360064067,0.2323498049936542,0.8677988677988678,0.21851535695417892,0.23507025761124123,0.7839064215153879,2.2024753926523584,4649989.5,3.16664691444248e-05,6006,-1,-0.003367886325794549,0.0
Laplacian-EASE,500,0.6,200,30,sym,rp3beta,6.152364492416382,4,0.35035512968026983,0.22252046223701555,0.8524808524808525,0.2072308718471204,0.18120608899297425,0.7904920066470955,2.079605730633792,0.3462978455067039,0.19342914445914516,0.9145854145854145,0.30241085741093504,0.25117096018735363,0.7812381092101373,2.2468193800379868,0.35035512968026983,0.22252046223701555,0.8524808524808525,0.2072308718471204,0.18120608899297425,0.7904920066470955,2.079605730633792,4699075.5,3.692940153252845e-39,6006,-1,-0.01672729265193133,0.0
Laplacian-EASE,500,0.6,200,50,sym,rp3beta,8.973782777786255,4,0.339762070562224,0.21408478667548966,0.8421578421578422,0.19886838754146743,0.1592505854800937,0.7999730049362401,2.011040947276337,0.33492115773038317,0.18508629333703794,0.9062604062604063,0.29029614982255375,0.21779859484777517,0.7854104900475867,2.1737886296346223,0.339762070562224,0.21408478667548966,0.8421578421578422,0.19886838754146743,0.1592505854800937,0.7999730049362401,2.011040947276337,4354949.5,4.723508819221748e-75,6006,-1,-0.0273203517699772,-0.003635943483557273
Laplacian-EASE,500,0.6,200,75,sym,rp3beta,6.3819050788879395,4,0.3301671312664105,0.20629088270740767,0.8338328338328338,0.1914546025282511,0.13846604215456673,0.8041938329464757,1.9509640160936887,0.3242968780878715,0.17722799064334574,0.9009324009324009,0.2794870040918743,0.19086651053864168,0.7904772119496044,2.1069797508981196,0.3301671312664105,0.20629088270740767,0.8338328338328338,0.1914546025282511,0.13846604215456673,0.8041938329464757,1.9509640160936887,4093133.0,1.918515177989887e-111,6006,-1,-0.03691529106579071,-0.012989103826943599
Laplacian-EASE,500,0.6,200,100,sym,rp3beta,7.8551952838897705,4,0.322095629654615,0.1999183874410632,0.8268398268398268,0.1855288697453594,0.1252927400468384,0.8084705014611557,1.9065612604381696,0.31538779503429926,0.17098274243886172,0.891941391941392,0.2701603297719179,0.17096018735362997,0.7937656236457606,2.055677952969031,0.322095629654615,0.1999183874410632,0.8268398268398268,0.1855288697453594,0.1252927400468384,0.8084705014611557,1.9065612604381696,3833829.0,2.697938915633202e-141,6006,-1,-0.04498679267758619,-0.021522329442669297
