model,rp3_beta,rp3_topK,train_time_s_mean,train_time_s_std,train_time_s_count,NDCG@10_mean,NDCG@10_std,NDCG@10_count,MAP@10_mean,MAP@10_std,MAP@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,Coverage@10_mean,Coverage@10_std,Coverage@10_count,Gini@10_mean,Gini@10_std,Gini@10_count,Novelty@10_mean,Novelty@10_std,Novelty@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,MAP@20_mean,MAP@20_std,MAP@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,Coverage@20_mean,Coverage@20_std,Coverage@20_count,Gini@20_mean,Gini@20_std,Gini@20_count,Novelty@20_mean,Novelty@20_std,Novelty@20_count,NDCG@k_mean,NDCG@k_std,NDCG@k_count,MAP@k_mean,MAP@k_std,MAP@k_count,HitRate@k_mean,HitRate@k_std,HitRate@k_count,Recall@k_mean,Recall@k_std,Recall@k_count,Coverage@k_mean,Coverage@k_std,Coverage@k_count,Gini@k_mean,Gini@k_std,Gini@k_count,Novelty@k_mean,Novelty@k_std,Novelty@k_count,wilcoxon_vs_EASE_stat_mean,wilcoxon_vs_EASE_stat_std,wilcoxon_vs_EASE_stat_count,wilcoxon_vs_EASE_p_mean,wilcoxon_vs_EASE_p_std,wilcoxon_vs_EASE_p_count,wilcoxon_vs_EASE_n_pairs_mean,wilcoxon_vs_EASE_n_pairs_std,wilcoxon_vs_EASE_n_pairs_count,wilcoxon_vs_EASE_sign_mean,wilcoxon_vs_EASE_sign_std,wilcoxon_vs_EASE_sign_count,wilcoxon_vs_EASE_mean_diff_mean,wilcoxon_vs_EASE_mean_diff_std,wilcoxon_vs_EASE_mean_diff_count,wilcoxon_vs_EASE_median_diff_mean,wilcoxon_vs_EASE_median_diff_std,wilcoxon_vs_EASE_median_diff_count
RP3beta,0.3,200,1.7015790939331055,0.00911922931860512,2,0.2657383513579727,0.0027979058061613476,2,0.16118974604294917,0.0027154912972526526,2,0.7315257048092869,0.011984463190259528,2,0.18571520380596682,0.007931049670735671,2,0.055753424657534245,0.0009686394262829452,2,0.7566093480815985,0.007822587215271237,2,1.9515423673853527,0.0017700274865414638,2,0.27215870480975496,0.0033206396687015445,2,0.1463827263380314,0.0035506649695398475,2,0.8212769485903815,0.0018058780149706358,2,0.26576071123143086,0.0025485687120512905,2,0.08876712328767122,0.0019372788525658905,2,0.7557459077720436,0.0041027469443420915,2,2.1370630502004238,0.00422203099179004,2,0.2657383513579727,0.0027979058061613476,2,0.16118974604294917,0.0027154912972526526,2,0.7315257048092869,0.011984463190259528,2,0.18571520380596682,0.007931049670735671,2,0.055753424657534245,0.0009686394262829452,2,0.7566093480815985,0.007822587215271237,2,1.9515423673853527,0.0017700274865414638,2,28896.25,2412.2947840179067,2,2.350309972484794e-20,3.2160992516646566e-20,2,601.5,2.1213203435596424,2,-1.0,0.0,2,-0.05695835131032824,0.002324222731405003,2,-0.025966462540995855,0.0012783744780130457,2
RP3beta,0.6,200,1.7014621496200562,0.02367017588590022,2,0.2625708390608492,0.005976124480956388,2,0.15690561904184774,0.004425142583042484,2,0.7273756218905472,0.015496544134958871,2,0.17332966697480237,0.0052346408714369465,2,0.15506849315068494,0.0050369250166713,2,0.770328416772369,0.0010108248705385187,2,2.5701896009898864,0.015440095423415812,2,0.27283362484514273,0.008696200281563562,2,0.1419298952835362,0.007085089495982951,2,0.8395771144278608,0.005312095719361719,2,0.27147310448174244,0.008601000829182935,2,0.24013698630136987,0.00251846250833566,2,0.7849378145180081,0.0026652083321510077,2,2.700236923126345,0.011795353732098019,2,0.2625708390608492,0.005976124480956388,2,0.15690561904184774,0.004425142583042484,2,0.7273756218905472,0.015496544134958871,2,0.17332966697480237,0.0052346408714369465,2,0.15506849315068494,0.0050369250166713,2,0.770328416772369,0.0010108248705385187,2,2.5701896009898864,0.015440095423415812,2,28975.5,2729.4321753800737,2,5.5807971324420494e-21,7.831850739482013e-21,2,601.5,2.1213203435596424,2,-1.0,0.0,2,-0.06012586360745169,0.005502441406200069,2,-0.02653604435018485,0.00844354847929938,2
