model,ease_lambda,rp3_beta,rp3_topK,gamma,train_time_s_mean,train_time_s_std,train_time_s_count,NDCG@10_mean,NDCG@10_std,NDCG@10_count,MAP@10_mean,MAP@10_std,MAP@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,Coverage@10_mean,Coverage@10_std,Coverage@10_count,Gini@10_mean,Gini@10_std,Gini@10_count,Novelty@10_mean,Novelty@10_std,Novelty@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,MAP@20_mean,MAP@20_std,MAP@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,Coverage@20_mean,Coverage@20_std,Coverage@20_count,Gini@20_mean,Gini@20_std,Gini@20_count,Novelty@20_mean,Novelty@20_std,Novelty@20_count,NDCG@k_mean,NDCG@k_std,NDCG@k_count,MAP@k_mean,MAP@k_std,MAP@k_count,HitRate@k_mean,HitRate@k_std,HitRate@k_count,Recall@k_mean,Recall@k_std,Recall@k_count,Coverage@k_mean,Coverage@k_std,Coverage@k_count,Gini@k_mean,Gini@k_std,Gini@k_count,Novelty@k_mean,Novelty@k_std,Novelty@k_count,wilcoxon_vs_EASE_stat_mean,wilcoxon_vs_EASE_stat_std,wilcoxon_vs_EASE_stat_count,wilcoxon_vs_EASE_p_mean,wilcoxon_vs_EASE_p_std,wilcoxon_vs_EASE_p_count,wilcoxon_vs_EASE_n_pairs_mean,wilcoxon_vs_EASE_n_pairs_std,wilcoxon_vs_EASE_n_pairs_count,wilcoxon_vs_EASE_sign_mean,wilcoxon_vs_EASE_sign_std,wilcoxon_vs_EASE_sign_count,wilcoxon_vs_EASE_mean_diff_mean,wilcoxon_vs_EASE_mean_diff_std,wilcoxon_vs_EASE_mean_diff_count,wilcoxon_vs_EASE_median_diff_mean,wilcoxon_vs_EASE_median_diff_std,wilcoxon_vs_EASE_median_diff_count
Hybrid-GraphReg,200,0.6,200,0.01,6.229471564292908,0.1831366547369308,2,0.32311336572527294,0.0009453904762204039,2,0.20205449150680937,0.002009543905729734,2,0.812176616915423,0.02284904748162504,2,0.2201304092207907,0.007051811503645611,2,0.13794520547945205,0.0017435509673093038,2,0.7014322031064126,0.004877485642869118,2,2.3701272012135886,0.0012029035561254506,2,0.32672439644115414,0.0018523509460280855,2,0.18348838804866296,0.00026756030496561403,2,0.8686898839137644,0.015994919561168316,2,0.3115240784170966,0.004702387417657575,2,0.2006849315068493,0.00019372788525658167,2,0.7075560731215708,0.0005481314231119348,2,2.562269302998901,0.002670581444227272,2,0.32311336572527294,0.0009453904762204039,2,0.20205449150680937,0.002009543905729734,2,0.812176616915423,0.02284904748162504,2,0.2201304092207907,0.007051811503645611,2,0.13794520547945205,0.0017435509673093038,2,0.7014322031064126,0.004877485642869118,2,2.3701272012135886,0.0012029035561254506,2,96.0,35.35533905932738,2,0.3634692653557653,0.3416252875348101,2,601.5,2.1213203435596424,2,1.0,0.0,2,0.00041666305697202807,0.00047170740146408585,2,0.0,0.0,2
Hybrid-GraphReg,200,0.6,200,0.1,6.127128481864929,0.013777130428635084,2,0.32375235209521164,0.0014107873694612643,2,0.2025652270875874,0.0037346715311854474,2,0.8121683250414593,0.018146728754331293,2,0.221078895067848,0.005082102617521317,2,0.1443835616438356,0.0011623673115395393,2,0.7041848447760716,0.004101017803636183,2,2.390420114996968,0.0018555907194237286,2,0.3271747854013088,0.0002627451272296501,2,0.18372809977777857,0.0007372136500708379,2,0.8678565505804312,0.014816408259190787,2,0.31317007079694803,0.002263179963397082,2,0.2121917808219178,0.00019372788525657186,2,0.712760609462067,0.0011222565242119374,2,2.5842038394324236,0.0032580685936754003,2,0.32375235209521164,0.0014107873694612643,2,0.2025652270875874,0.0037346715311854474,2,0.8121683250414593,0.018146728754331293,2,0.221078895067848,0.005082102617521317,2,0.1443835616438356,0.0011623673115395393,2,0.7041848447760716,0.004101017803636183,2,2.390420114996968,0.0018555907194237286,2,5091.0,309.7127701597078,2,0.4886064691930612,0.6011097877383095,2,601.5,2.1213203435596424,2,0.0,1.4142135623730951,2,0.0010556494269107384,0.0018844704442175196,2,0.0,0.0,2
Hybrid-GraphReg,200,0.6,200,0.5,6.241840481758118,0.009802176851875647,2,0.32130454960097254,0.0012347290149788469,2,0.2004323743477644,0.002577765592974941,2,0.8063598673300165,0.02400410582236921,2,0.22014839548368817,0.010881543955557939,2,0.1986301369863014,0.0007749115410263366,2,0.7190551610447121,0.0007873983199816325,2,2.5698626898812273,0.0031824881977862425,2,0.32580149158033433,0.0010686344341855917,2,0.1817570893647489,0.0005890552021552654,2,0.8728399668325042,0.012482838616469089,2,0.3154734606137974,0.005144514045938667,2,0.29575342465753424,0.0013560951967961207,2,0.7338853458758035,0.0004962201816931815,2,2.750602333854641,0.003167319695028957,2,0.32130454960097254,0.0012347290149788469,2,0.2004323743477644,0.002577765592974941,2,0.8063598673300165,0.02400410582236921,2,0.22014839548368817,0.010881543955557939,2,0.1986301369863014,0.0007749115410263366,2,0.7190551610447121,0.0007873983199816325,2,2.5698626898812273,0.0031824881977862425,2,31162.25,1271.7315459640058,2,0.4949614011562695,0.2782678448314789,2,601.5,2.1213203435596424,2,-1.0,0.0,2,-0.0013921530673283182,0.0007610459402224745,2,0.0,0.0,2
