model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,bucket,NDCG@10_mean,NDCG@10_std,NDCG@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,n_users_mean,n_users_std,n_users_count
Hybrid-Score,0.7,200,0.3,200,q1,0.35253234917215714,0.005490439904800443,2,0.28966253849548407,0.01406627586893241,2,0.8207938491443646,0.029883109656517838,2,0.3711674244234906,0.008329767724098481,2,0.41001515779443964,0.015538579331539785,2,0.8836735048075255,0.023575134969269346,2,588.0,8.48528137423857,2
Hybrid-Score,0.7,200,0.3,200,q2,0.0029445526259807165,0.0006602872693275446,2,0.006333493025061554,0.0012157929872971432,2,0.013914994821435421,0.001912272356962353,2,0.005986882991984594,0.0027388511866268087,2,0.016275404368541812,0.009023662174939382,2,0.02911823749792218,0.009199702710208958,2,395.5,3.5355339059327378,2
Hybrid-Score,0.7,200,0.3,200,q3,0.00021380415689299477,0.00030236473836981826,2,0.00043402777777777775,0.0006138079697799891,2,0.001736111111111111,0.0024552318791199565,2,0.00046908252610551235,5.8653393551010474e-05,2,0.0013020833333333333,0.0006138079697799891,2,0.003472222222222222,0.0,2,288.0,0.0,2
Hybrid-Score,0.7,200,0.3,200,q4,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,211.5,10.606601717798213,2
Hybrid-Score,0.7,200,0.3,200,q5,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,201.5,0.7071067811865476,2
Hybrid-Score,0.7,200,0.6,200,overall,0.3229194825741205,0.0011656586646842098,2,0.21936717092743047,0.007904945316537638,2,0.8046973466003317,0.02399824258206087,2,0.32536492116777715,0.004722584961587923,2,0.3096648175675678,0.010968172905159524,2,0.8678772802653401,0.02657220507742488,2,601.5,2.1213203435596424,2
Hybrid-Score,0.7,200,0.6,200,q1,0.3519026465190255,0.005941415885902517,2,0.2899423761429006,0.01570308394152949,2,0.8216529556735742,0.031098069761649357,2,0.3702695176287274,0.01084515276449959,2,0.40933552436228693,0.0216714494566548,2,0.8828838210281509,0.03198167711083585,2,588.0,8.48528137423857,2
Hybrid-Score,0.7,200,0.6,200,q2,0.0038684012749003434,0.001323521159338798,2,0.008095137043792534,0.0031995195066638524,2,0.016459524083521936,0.005510780149260305,2,0.007135129358807611,0.003357683565556025,2,0.01869869897376227,0.011594119065774313,2,0.03544759420512231,0.011044163990683286,2,395.5,3.5355339059327378,2
Hybrid-Score,0.7,200,0.6,200,q3,0.0003388715711736994,0.00047923677185652527,2,0.00043402777777777775,0.0006138079697799891,2,0.001736111111111111,0.0024552318791199565,2,0.0012813753421044548,0.0008536648435815338,2,0.00390625,0.004296655788459924,2,0.006944444444444444,0.004910463758239913,2,288.0,0.0,2
Hybrid-Score,0.7,200,0.6,200,q4,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,211.5,10.606601717798213,2
Hybrid-Score,0.7,200,0.6,200,q5,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.00034725217379291164,0.0004910887337414747,2,0.0012437810945273632,0.0017589720925038496,2,0.0024875621890547263,0.003517944185007699,2,201.5,0.7071067811865476,2
