dataset,ease_lambda,graph_source,rp3_beta,rp3_topK,normalise,gamma,train_time_s,n_items,NDCG@10,MAP@10,HitRate@10,Recall@10,NDCG@20,MAP@20,HitRate@20,Recall@20,NDCG@k,B_off_diag_n_entries,B_l1,B_l2,B_mean_abs,B_median_abs,B_max_abs,B_frac_above_0.0001,B_frac_above_0.001,B_frac_above_0.01,B_frac_above_0.1,align_pearson_absB_W,align_jaccard_topK_mean,align_jaccard_topK_median,align_mean_absB_on_W_edge,align_mean_absB_off_W_edge,align_edge_to_nonedge_ratio,align_topK,cond_number,eig_min,eig_max,eig_min_log10,eig_max_log10
ml-1m,500.0,rp3beta,0.3,200,sym,0.0,142.1429522037506,3415,0.11328379740943686,0.054285270741016085,0.5066308544569414,0.08900295108885321,0.12998526618389683,0.052330845697061174,0.6822225952660735,0.1536942111527436,0.11328379740943686,11658810,22415.19458885965,10.947303011732842,0.0019225971251662605,0.0011190776873323187,0.25707476424658127,0.9310105405268634,0.535374879597489,0.014928967879226096,7.97680037671083e-06,0.32904905644148447,0.2066524326959771,0.17647058823529413,0.00554558639823455,0.0016971718866042964,3.2675455220567944,20,359.50394477973117,500.0111136140813,179755.96777796856,2.698979657391278,5.25468331758075
ml-1m,500.0,rp3beta,0.3,200,sym,1.0,139.04148602485657,3415,0.11449942083355186,0.0550653704629969,0.5067987241900286,0.08909630114316339,0.13128728869337974,0.052969174942183075,0.6822225952660735,0.15457997399628723,0.11449942083355186,11658810,17795.168273177922,8.951114557790186,0.0015263280105926695,0.0008708625052673944,0.22363491479539938,0.9114721828385572,0.4560465433436174,0.008363117676675406,4.6316905413159665e-06,0.35007508731682835,0.2309503020493366,0.21212121212121213,0.004683404836516199,0.0013298922104834573,3.5216424305648313,20,267.77593570826696,671.5813518765508,179833.32490296627,2.8270986283690007,5.254870173940072
ml-1m,500.0,rp3beta,0.3,200,sym,3.0,138.46813321113586,3415,0.11650521173005894,0.05605303414180225,0.5133456437804264,0.09046726992996175,0.13246559141359446,0.053588951862927205,0.6823904649991607,0.15496283708385739,0.11650521173005894,11658810,13127.732723644796,6.90321854371764,0.0011259925089820314,0.0006223965466307953,0.17935172715970116,0.8797372973742603,0.3505277125195453,0.004513325116371225,1.3723527529825086e-06,0.3827081295660889,0.25648274359101353,0.21212121212121213,0.0038095404974920603,0.0009590200451110462,3.972326247936714,20,184.95785196366387,973.1323881551515,179988.4761894472,2.988171927148248,5.2552447001725024
ml-1m,500.0,rp3beta,0.3,200,sym,10.0,142.27047085762024,3415,0.11856521536932627,0.05766775220524111,0.511499076716468,0.08949306569806363,0.1337298019790517,0.05461987119105892,0.6785294611381568,0.15341116939781668,0.11856521536932627,11658810,7806.024509299049,4.476602074998973,0.0006695387015740928,0.0003440537039764177,0.11016991053437979,0.799026487265853,0.188016958849145,0.0019284129340816087,1.7154409412281357e-07,0.4469990157669421,0.29040386396273754,0.25,0.002760431169847832,0.0005394417297249754,5.1171999082369615,20,89.93082329371178,2007.4999527492707,180536.12351282942,3.3026555437286857,5.256564113015373
ml-1m,500.0,rp3beta,0.3,200,sym,30.0,140.19620013237,3415,0.12095267818016919,0.05907324548425554,0.5135135135135135,0.08844369806657888,0.13397610015589853,0.0548418518807438,0.6745005875440658,0.14799836611797287,0.12095267818016919,11658810,4740.834305580838,2.9130667906250016,0.0004066310631686114,0.00018805736963641847,0.05691621770698588,0.6708637502455225,0.09097918226645772,0.0005845365007234872,0.0,0.5084804545877515,0.31750846207108974,0.2903225806451613,0.002011425890603031,0.0003067794683801346,6.5565857494434585,20,38.387776110627264,4744.769215205778,182141.13832991605,3.6762150932648607,5.260408046464357
ml-1m,500.0,rp3beta,0.3,200,sym,50.0,139.6086344718933,3415,0.12126617371923075,0.059312499003418846,0.5123384253819037,0.08653979055754445,0.13406770019037131,0.05488386729080964,0.6711431928823233,0.14576056841158075,0.12126617371923075,11658810,3903.1738900537766,2.4090019510214686,0.00033478321458654673,0.00014723380555318587,0.04016463338235823,0.6045187287553361,0.07007859292672236,0.00026271978014908896,0.0,0.52883269576152,0.3277829284957996,0.3333333333333333,0.0017335617095365313,0.0002477501178386766,6.997218506533048,20,25.990032386310354,7072.235035813699,183807.6176243968,3.84955668541293,5.264363506090823
ml-1m,500.0,rp3beta,0.3,200,sym,100.0,139.16034626960754,3415,0.12091121739883458,0.059206146691543025,0.5098203793855968,0.08243914412270326,0.13284753510696876,0.05453023367949637,0.6635890548934027,0.13933215606504837,0.12091121739883458,11658810,3166.4509744633533,1.8948129427641476,0.0002715929819993081,0.0001143143133013022,0.025882677276584685,0.5345706808842412,0.052995202769407855,5.883962428412505e-05,0.0,0.5436984456729514,0.3394841906767274,0.3333333333333333,0.0014153454355128284,0.00020042780588197358,7.061622160082351,20,17.074252522550236,11025.808638898254,188257.4409658647,4.042410450705219,5.274752150910186
ml-1m,500.0,rp3beta,0.3,200,sym,300.0,141.08073663711548,3415,0.11650132593905439,0.05756869806596219,0.4891724022158805,0.07235133153514503,0.12415644159287412,0.05111884917935913,0.6258183649487997,0.12007182701235798,0.11650132593905439,11658810,2644.591495243045,1.415785674362675,0.00022683202618818256,0.0001017631869938856,0.013803978276419594,0.5042463167338691,0.03493409704764037,2.3158452706579833e-06,0.0,0.521203564701225,0.33953550130217214,0.3333333333333333,0.0010440130068099583,0.00017598638364810614,5.932351044257584,20,8.60938285550168,24473.45973530646,210701.38465995813,4.388695368523939,5.323667389657475
ml-1m,500.0,rp3beta,0.3,200,sym,1000.0,141.0869538784027,3415,0.10502565214632914,0.05159992932785745,0.44300822561692127,0.06083248244413884,0.10948776907946604,0.044134801068805955,0.5727715292932685,0.10054032621315047,0.10502565214632914,11658810,2555.873155620813,1.2455262068801174,0.00021922247258689465,0.00011332364330979053,0.008152072504829385,0.5317151578934728,0.0260452824945256,0.0,0.0,0.4331677315518091,0.21388764216264827,0.14285714285714285,0.0008118303317356262,0.0001823499460753373,4.452045910670141,20,5.283450077537793,66444.48349827905,351056.1114909411,4.822458929812863,5.545376538013589
