dataset,seed,family,alpha,n_iter,train_time_s,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff
ml-1m,3,Retrofit,5.0,10,132.55330801010132,0.27043615355845235,0.15228828674912262,0.8125727590221188,0.17097314695739843,0.36153395784543324,0.7484324584183661,2.809450331426485,0.26444492851912055,0.1296920396705938,0.8834192582737402,0.24182610168901988,0.4809718969555035,0.7393727973646873,3.1157998929253634,0.27043615355845235,0.15228828674912262,0.8125727590221188,0.17097314695739843,0.36153395784543324,0.7484324584183661,2.809450331426485,2446045.0,0.0,6013,-1,-0.08662610630814156,-0.05563595377366959
ml-1m,3,Retrofit,20.0,3,129.49347972869873,0.3403668500353416,0.209309273433428,0.8619657408947281,0.20936667143636759,0.3234777517564403,0.7523176706878687,2.4713611369779387,0.3404663382957196,0.1840115016304697,0.9215034092798936,0.3086991251160326,0.42857142857142855,0.7472905017271323,2.6538875335063485,0.3403668500353416,0.209309273433428,0.8619657408947281,0.20936667143636759,0.3234777517564403,0.7523176706878687,2.4713611369779387,3991357.5,5.0364229842108954e-46,6013,-1,-0.016695409831252287,0.0
ml-1m,3,Retrofit,20.0,5,131.17181611061096,0.34056652056480774,0.2094314157006003,0.8621320472309995,0.20950102320111028,0.3234777517564403,0.7521270128898698,2.471522894014511,0.34060118824259294,0.18409911548100832,0.9215034092798936,0.30882765998708966,0.42769320843091335,0.7467089387549881,2.65383244838973,0.34056652056480774,0.2094314157006003,0.8621320472309995,0.20950102320111028,0.3234777517564403,0.7521270128898698,2.471522894014511,3986687.5,4.728928592167572e-45,6013,-1,-0.01649573930178617,0.0
ml-1m,3,Retrofit,20.0,10,131.842591047287,0.34051949636602136,0.2093989282197717,0.8621320472309995,0.20948684852515473,0.3234777517564403,0.7521106682128389,2.4715131567610547,0.3405854967961571,0.18409488461459836,0.9215034092798936,0.30882941195635544,0.42769320843091335,0.7467155295399781,2.653826772501846,0.34051949636602136,0.2093989282197717,0.8621320472309995,0.20948684852515473,0.3234777517564403,0.7521106682128389,2.4715131567610547,3977061.0,2.5104070594726087e-45,6013,-1,-0.016542763500572537,0.0
ml-1m,3,Retrofit,50.0,3,128.6519045829773,0.352694681718854,0.22110367257940372,0.8701147513720273,0.21610654130163104,0.3167447306791569,0.756832685066521,2.4136277025640527,0.3538122952339519,0.19548400738046803,0.9239980043239647,0.32051832315657725,0.4107142857142857,0.7487776484284052,2.584513324145903,0.352694681718854,0.22110367257940372,0.8701147513720273,0.21610654130163104,0.3167447306791569,0.756832685066521,2.4136277025640527,3505623.5,1.1897863125647483e-09,6013,-1,-0.004367578147739959,0.0
ml-1m,3,Retrofit,50.0,5,129.21229553222656,0.3526792525183684,0.22110065222755584,0.8701147513720273,0.2161095110576359,0.3170374707259953,0.7570105030973979,2.413659840388532,0.3538035684305516,0.19547939186563099,0.9239980043239647,0.3205392336252739,0.4107142857142857,0.7487746257544388,2.5844966449155318,0.3526792525183684,0.22110065222755584,0.8701147513720273,0.2161095110576359,0.3170374707259953,0.7570105030973979,2.413659840388532,3503009.0,1.1108425448616823e-09,6013,-1,-0.004383007348225546,0.0
ml-1m,3,Retrofit,50.0,10,131.01482462882996,0.3526792525183684,0.22110065222755584,0.8701147513720273,0.2161095110576359,0.3170374707259953,0.7570105030973979,2.413659840388532,0.35380358673901824,0.1954792987097352,0.9239980043239647,0.3205392336252739,0.4107142857142857,0.7487805881270078,2.58449225905763,0.3526792525183684,0.22110065222755584,0.8701147513720273,0.2161095110576359,0.3170374707259953,0.7570105030973979,2.413659840388532,3503009.0,1.1108425448616823e-09,6013,-1,-0.004383007348225546,0.0
ml-1m,3,Retrofit,100.0,3,128.78326416015625,0.35541758948623614,0.22395376582764723,0.8711125893896557,0.2175906665379936,0.3114754098360656,0.7564851343392573,2.3976025430601258,0.35645292374700277,0.19806229376444148,0.9238316979876934,0.32226057322002616,0.405152224824356,0.7496871301967125,2.566564074117417,0.35541758948623614,0.22395376582764723,0.8711125893896557,0.2175906665379936,0.3114754098360656,0.7564851343392573,2.3976025430601258,2359573.0,0.00014927780852227955,6013,-1,-0.0016446703803577485,0.0
ml-1m,3,Retrofit,100.0,5,129.95622777938843,0.3554167522424512,0.223952181957778,0.8711125893896557,0.2175906665379936,0.3114754098360656,0.7564725050610894,2.3976298973905656,0.3564539944183172,0.19806287282010512,0.9238316979876934,0.32226057322002616,0.405152224824356,0.7496834291597492,2.5665707413232957,0.3554167522424512,0.223952181957778,0.8711125893896557,0.2175906665379936,0.3114754098360656,0.7564725050610894,2.3976298973905656,2359552.5,0.00014904193135213169,6013,-1,-0.0016455076241427672,0.0
ml-1m,3,Retrofit,100.0,10,132.50060939788818,0.3554167522424512,0.223952181957778,0.8711125893896557,0.2175906665379936,0.3114754098360656,0.7564725050610894,2.3976298973905656,0.3564539944183172,0.19806287282010512,0.9238316979876934,0.32226057322002616,0.405152224824356,0.7496834291597492,2.5665707413232957,0.3554167522424512,0.223952181957778,0.8711125893896557,0.2175906665379936,0.3114754098360656,0.7564725050610894,2.3976298973905656,2359552.5,0.00014904193135213169,6013,-1,-0.0016455076241427672,0.0
ml-1m,4,EASE,0.0,0,133.06065440177917,0.3602199710712781,0.22636381640845926,0.8736263736263736,0.22263170160415102,0.31059718969555034,0.7588552195526748,2.3826147347901783,0.36241559929929296,0.20251274440390268,0.9302364302364302,0.32716994336340544,0.3984192037470726,0.7506592966181505,2.5499964162059165,0.3602199710712781,0.22636381640845926,0.8736263736263736,0.22263170160415102,0.31059718969555034,0.7588552195526748,2.3826147347901783,,,0,0,,
ml-1m,4,Retrofit,5.0,3,129.3628692626953,0.2727774238584639,0.1543217149127013,0.817016317016317,0.1726202576319726,0.36475409836065575,0.7500022716716135,2.8280960127344823,0.26903834422121997,0.13259445835918163,0.8927738927738927,0.24725426831169445,0.49824355971896955,0.7481560253299384,3.132901840279007,0.2727774238584639,0.1543217149127013,0.817016317016317,0.1726202576319726,0.36475409836065575,0.7500022716716135,2.8280960127344823,2533880.0,0.0,6006,-1,-0.08744254721281436,-0.06268637327383164
ml-1m,4,Retrofit,5.0,5,130.1853322982788,0.27520435407094945,0.15620138965447924,0.8203463203463204,0.17431750981275695,0.3632903981264637,0.748536529277867,2.8188226861645305,0.2709666859917446,0.13415783757148497,0.8924408924408924,0.24882520749785775,0.49473067915690866,0.7453389115815152,3.12207037839508,0.27520435407094945,0.15620138965447924,0.8203463203463204,0.17431750981275695,0.3632903981264637,0.748536529277867,2.8188226861645305,2582583.5,4.7080293420006534e-303,6006,-1,-0.08501561700032872,-0.056875939536006045
ml-1m,4,Retrofit,5.0,10,133.35993933677673,0.27637544875056025,0.15703491671887362,0.8216783216783217,0.17564342357861382,0.36065573770491804,0.7464492758323928,2.813488821981268,0.27199259303430556,0.13483217659174163,0.8936063936063936,0.25006576981199624,0.49414519906323184,0.7448742213552639,3.116977070212959,0.27637544875056025,0.15703491671887362,0.8216783216783217,0.17564342357861382,0.36065573770491804,0.7464492758323928,2.813488821981268,2631060.0,1.7210962615074283e-296,6006,-1,-0.08384452232071789,-0.055195256502295155
ml-1m,4,Retrofit,20.0,3,129.82028913497925,0.34496535089894376,0.21228105823273058,0.8696303696303697,0.21535656214733412,0.32786885245901637,0.7559577030112743,2.4692992869319474,0.34635062451088783,0.1881149179082925,0.924908424908425,0.31537920584092205,0.4314988290398126,0.7489139309356405,2.6538513246820417,0.34496535089894376,0.21228105823273058,0.8696303696303697,0.21535656214733412,0.32786885245901637,0.7559577030112743,2.4692992869319474,4088182.5,6.295456122216804e-43,6006,-1,-0.01525462017233443,0.0
ml-1m,4,Retrofit,20.0,5,130.42168378829956,0.34500941978311167,0.21240178826275763,0.8692973692973693,0.21534664924138344,0.32728337236533955,0.7555404047353957,2.4692423074345804,0.34636517470686373,0.18816794314837512,0.924908424908425,0.3154198741023885,0.43120608899297425,0.7487844131428651,2.653477512736589,0.34500941978311167,0.21240178826275763,0.8692973692973693,0.21534664924138344,0.32728337236533955,0.7555404047353957,2.4692423074345804,4075797.0,9.711430289358748e-43,6006,-1,-0.015210551288166538,0.0
ml-1m,4,Retrofit,20.0,10,132.70187163352966,0.3450861644189553,0.21247072726026808,0.8692973692973693,0.2153937193678009,0.327576112412178,0.7556976237941386,2.4692992358059582,0.3463760941440264,0.18819059917149955,0.924908424908425,0.31537963820603504,0.43120608899297425,0.7488001475781516,2.6533455552082588,0.3450861644189553,0.21247072726026808,0.8692973692973693,0.2153937193678009,0.327576112412178,0.7556976237941386,2.4692992358059582,4078957.5,1.1762206082861754e-42,6006,-1,-0.015133806652322924,0.0
ml-1m,4,Retrofit,50.0,3,130.80520033836365,0.3576338165075493,0.2238657612176603,0.8746253746253746,0.2220771043120961,0.3155737704918033,0.7562820914397907,2.4104016654946987,0.3594481653915434,0.19947708348580118,0.9289044289044289,0.3254707594035415,0.41100702576112413,0.7491811251426634,2.584140712081025,0.3576338165075493,0.2238657612176603,0.8746253746253746,0.2220771043120961,0.3155737704918033,0.7562820914397907,2.4104016654946987,3643993.0,1.7345669735966552e-05,6006,-1,-0.0025861545637289036,0.0
ml-1m,4,Retrofit,50.0,5,132.50996160507202,0.35762189070865763,0.22385774013821064,0.8746253746253746,0.22205260500188248,0.3155737704918033,0.7563207664320837,2.4103310716357647,0.3594633434724481,0.19948736380478915,0.9289044289044289,0.3254623370590278,0.41100702576112413,0.7491589014024911,2.5841681341662404,0.35762189070865763,0.22385774013821064,0.8746253746253746,0.22205260500188248,0.3155737704918033,0.7563207664320837,2.4103310716357647,3637250.0,1.4375174627844568e-05,6006,-1,-0.0025980803626205755,0.0
ml-1m,4,Retrofit,50.0,10,158.2296884059906,0.35762189070865763,0.22385774013821064,0.8746253746253746,0.22205260500188248,0.3155737704918033,0.7563207664320837,2.4103310716357647,0.35946563714547214,0.19948494115251636,0.9289044289044289,0.3254740046843317,0.41100702576112413,0.7491585337739184,2.584172140898736,0.35762189070865763,0.22385774013821064,0.8746253746253746,0.22205260500188248,0.3155737704918033,0.7563207664320837,2.4103310716357647,3637250.0,1.4375174627844568e-05,6006,-1,-0.0025980803626205755,0.0
ml-1m,4,Retrofit,100.0,3,131.23165225982666,0.35969604376198533,0.2259699379051703,0.8736263736263736,0.2222980875121912,0.3135245901639344,0.7576383467139769,2.3951943102089888,0.3619502468719095,0.20167785254792073,0.9307359307359307,0.32763766146698836,0.40339578454332553,0.7490632492809559,2.565184835953429,0.35969604376198533,0.2259699379051703,0.8736263736263736,0.2222980875121912,0.3135245901639344,0.7576383467139769,2.3951943102089888,2579370.5,0.1532771644154689,6006,-1,-0.0005239273092928318,0.0
ml-1m,4,Retrofit,100.0,5,132.0920889377594,0.3596964822293939,0.22596956790480036,0.8736263736263736,0.2222980875121912,0.3135245901639344,0.757633247549214,2.3952049149741823,0.3619504540231638,0.2016774991249315,0.9307359307359307,0.32763766146698836,0.40339578454332553,0.7490703539324728,2.5651686262981626,0.3596964822293939,0.22596956790480036,0.8736263736263736,0.2222980875121912,0.3135245901639344,0.757633247549214,2.3952049149741823,2579464.5,0.1537814001654941,6006,-1,-0.0005234888418843342,0.0
ml-1m,4,Retrofit,100.0,10,136.46846079826355,0.3596964822293939,0.22596956790480036,0.8736263736263736,0.2222980875121912,0.3135245901639344,0.757633247549214,2.3952049149741823,0.3619504540231638,0.2016774991249315,0.9307359307359307,0.32763766146698836,0.40339578454332553,0.7490703539324728,2.5651686262981626,0.3596964822293939,0.22596956790480036,0.8736263736263736,0.2222980875121912,0.3135245901639344,0.757633247549214,2.3952049149741823,2579464.5,0.1537814001654941,6006,-1,-0.0005234888418843342,0.0
