dataset,seed,family,config,gamma,rho,train_time_s,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff
ml-1m,2,MultiLap,w=[1.0]_g=1.0,1.0,0.0,131.57109308242798,0.36370303337350085,0.22920999381721496,0.8810792804796802,0.22310931101710857,0.29361826697892274,0.7622954255155916,2.350499462793697,0.3658678894733905,0.20411384527676407,0.938707528314457,0.33122838277447103,0.3799765807962529,0.7544591612782028,2.516773885562826,0.36370303337350085,0.22920999381721496,0.8810792804796802,0.22310931101710857,0.29361826697892274,0.7622954255155916,2.350499462793697,2250305.0,7.29089240184418e-28,6004,1,0.004838328221771763,0.0
ml-1m,2,MultiLap,w=[1.0]_g=3.0,3.0,0.0,131.42510104179382,0.36575618115099756,0.23192852493231608,0.880413057961359,0.22283848865550335,0.272248243559719,0.7687892301189889,2.301203590309745,0.36659128907099714,0.20541068202714993,0.9367088607594937,0.32977211417930613,0.35392271662763464,0.7577167055434233,2.4703199256467574,0.36575618115099756,0.23192852493231608,0.880413057961359,0.22283848865550335,0.272248243559719,0.7687892301189889,2.301203590309745,4050245.5,1.930687865404915e-19,6004,1,0.006891475999268413,0.0
ml-1m,2,MultiLap,w=[1.0]_g=10.0,10.0,0.0,129.96532273292542,0.36354761772797367,0.23135939059754232,0.8745836109260493,0.2194093303567428,0.2338992974238876,0.781449621820747,2.2066893645246335,0.36180559948034996,0.20270650916192648,0.9322118587608261,0.3222745433561805,0.30415690866510536,0.7640772850182007,2.3766402720991167,0.36354761772797367,0.23135939059754232,0.8745836109260493,0.2194093303567428,0.2338992974238876,0.781449621820747,2.2066893645246335,5614231.0,0.00010192338834406588,6004,1,0.004682912576244507,0.0
ml-1m,2,MultiLap,"w=[0.5, 0.5]_g=1.0",1.0,0.0,130.29639172554016,0.36382481168673386,0.22932373331485234,0.8810792804796802,0.22320782230685018,0.2918618266978923,0.7616450951789413,2.34903839677396,0.3659705320478523,0.20420850224227086,0.938707528314457,0.33122619206796994,0.3788056206088993,0.7544449501465793,2.515212808029696,0.36382481168673386,0.22932373331485234,0.8810792804796802,0.22320782230685018,0.2918618266978923,0.7616450951789413,2.34903839677396,2234238.5,5.471327077264839e-29,6004,1,0.00496010653500468,0.0
ml-1m,2,MultiLap,"w=[0.5, 0.5]_g=3.0",3.0,0.0,130.2771234512329,0.36596331576602753,0.23210005674704312,0.8802465023317788,0.2229639170277332,0.2687353629976581,0.767608667569478,2.297678808908721,0.36670459887934476,0.2054843213738597,0.9367088607594937,0.32992692156785347,0.34865339578454335,0.7557414004993033,2.4668099639715364,0.36596331576602753,0.23210005674704312,0.8802465023317788,0.2229639170277332,0.2687353629976581,0.767608667569478,2.297678808908721,4016247.5,1.616879130746956e-20,6004,1,0.007098610614298375,0.0
ml-1m,2,MultiLap,"w=[0.5, 0.5]_g=10.0",10.0,0.0,129.97588396072388,0.3640238346474842,0.2318156751529047,0.8742504996668887,0.21969643909685121,0.22716627634660422,0.7792937011064789,2.1990640213415644,0.3619933363880781,0.202851235554395,0.9328780812791473,0.32247750404186015,0.2962529274004684,0.7621099273738454,2.368122457454014,0.3640238346474842,0.2318156751529047,0.8742504996668887,0.21969643909685121,0.22716627634660422,0.7792937011064789,2.1990640213415644,5590317.0,1.0398453751498664e-05,6004,1,0.005159129495755009,0.0
ml-1m,2,Mahal,W2_g=1.0,1.0,0.0,129.90233278274536,0.36370303337350085,0.22920999381721496,0.8810792804796802,0.22310931101710857,0.29361826697892274,0.7622954255155916,2.350499462793697,0.3658855802334489,0.2041219281234937,0.938707528314457,0.33128390131766444,0.3799765807962529,0.7544530020561535,2.516782350291265,0.36370303337350085,0.22920999381721496,0.8810792804796802,0.22310931101710857,0.29361826697892274,0.7622954255155916,2.350499462793697,2250305.0,7.29089240184418e-28,6004,1,0.004838328221771763,0.0
ml-1m,2,Mahal,W2_g=3.0,3.0,0.0,131.6253216266632,0.36575618115099756,0.23192852493231608,0.880413057961359,0.22283848865550335,0.272248243559719,0.7687892301189889,2.301203590309745,0.36659128907099714,0.20541068202714993,0.9367088607594937,0.32977211417930613,0.35392271662763464,0.7577167055434233,2.4703199256467574,0.36575618115099756,0.23192852493231608,0.880413057961359,0.22283848865550335,0.272248243559719,0.7687892301189889,2.301203590309745,4050245.5,1.930687865404915e-19,6004,1,0.006891475999268413,0.0
ml-1m,2,Mahal,W2_g=10.0,10.0,0.0,130.54486322402954,0.36354761772797367,0.23135939059754232,0.8745836109260493,0.2194093303567428,0.2338992974238876,0.781449621820747,2.2066893645246335,0.3618058404997817,0.20270693703039844,0.9322118587608261,0.3222745433561805,0.30415690866510536,0.7640772850182007,2.3766402720991167,0.36354761772797367,0.23135939059754232,0.8745836109260493,0.2194093303567428,0.2338992974238876,0.781449621820747,2.2066893645246335,5614231.0,0.00010192338834406588,6004,1,0.004682912576244507,0.0
ml-1m,2,Mahal,rw_g=1.0,1.0,0.0,131.65034556388855,0.36398072045499436,0.2291824298099579,0.8817455029980014,0.2241526174300493,0.3047423887587822,0.7646050567633107,2.3636378698370164,0.36617476933615545,0.20421223327227356,0.9393737508327782,0.3317772247638938,0.39549180327868855,0.7584457511917788,2.5294516047441973,0.36398072045499436,0.2291824298099579,0.8817455029980014,0.2241526174300493,0.3047423887587822,0.7646050567633107,2.3636378698370164,2125906.5,6.210272287071282e-30,6004,1,0.005116015303265225,0.0
ml-1m,2,Mahal,rw_g=3.0,3.0,0.0,131.13292527198792,0.365991845913579,0.2319338673856297,0.8834110592938041,0.22411546600015642,0.2988875878220141,0.7732231727982846,2.3360304076205476,0.3682149890124248,0.20629382798993376,0.9405396402398402,0.3328889476503304,0.38729508196721313,0.7644475867184537,2.5033487111488095,0.365991845913579,0.2319338673856297,0.8834110592938041,0.22411546600015642,0.2988875878220141,0.7732231727982846,2.3360304076205476,3801376.0,2.0858178034974662e-21,6004,1,0.007127140761849891,0.0
ml-1m,2,Mahal,rw_g=10.0,10.0,0.0,130.4777536392212,0.3667244792848655,0.23303450810549747,0.883910726182545,0.2241668551882927,0.2898126463700234,0.786116965793848,2.29517760048628,0.36623828218755144,0.20551443106631204,0.9365423051299134,0.32878862187896224,0.37324355971896955,0.7746221734529921,2.459786625717988,0.3667244792848655,0.23303450810549747,0.883910726182545,0.2241668551882927,0.2898126463700234,0.786116965793848,2.29517760048628,5204985.5,3.550928536736675e-11,6004,1,0.007859774133136354,0.0
ml-1m,2,Mahal,lowpass_g=1.0,1.0,0.0,132.12894821166992,0.36442690334052724,0.22963850399389404,0.8830779480346436,0.2243673082132822,0.3281615925058548,0.7734820853894016,2.380695497027902,0.3670076137198222,0.20464807937465884,0.9407061958694204,0.33349310096548695,0.4335480093676815,0.7716664694839948,2.548133999701039,0.36442690334052724,0.22963850399389404,0.8830779480346436,0.2243673082132822,0.3281615925058548,0.7734820853894016,2.380695497027902,2319849.0,3.357188096848096e-30,6004,1,0.005562198188798104,0.0
ml-1m,2,Mahal,lowpass_g=3.0,3.0,0.0,130.93128085136414,0.36660559334045595,0.23218401162683347,0.8854097268487675,0.2249709039134341,0.38495316159250587,0.8024592730321738,2.3965726074200324,0.3686443875757104,0.2064208276214567,0.9408727514990006,0.33387668652777497,0.5225409836065574,0.8043822139115473,2.568830369297222,0.36660559334045595,0.23218401162683347,0.8854097268487675,0.2249709039134341,0.38495316159250587,0.8024592730321738,2.3965726074200324,3977543.0,1.231309219921504e-23,6004,1,0.007740888188726836,0.0
ml-1m,2,Mahal,lowpass_g=10.0,10.0,0.0,129.8435492515564,0.3611223852684006,0.22884257543975467,0.878580946035976,0.22032582963678501,0.4918032786885246,0.824789445924939,2.493288426563019,0.3619356702141758,0.20182400238991705,0.9377081945369754,0.32733735123290586,0.656615925058548,0.8241328785713671,2.659183018381492,0.3611223852684006,0.22884257543975467,0.878580946035976,0.22032582963678501,0.4918032786885246,0.824789445924939,2.493288426563019,5689380.5,0.002633352551885739,6004,1,0.0022576801166714535,0.0
ml-1m,3,EASE,baseline,0.0,0.0,133.84847712516785,0.35706225986659396,0.22511819628899288,0.8726093464160984,0.21893095713123753,0.3100117096018735,0.7587483335995178,2.3860019783333133,0.35794709456288604,0.19932866889775816,0.9248295360053218,0.3234195007622611,0.4016393442622951,0.7525223895359858,2.551157214359107,0.35706225986659396,0.22511819628899288,0.8726093464160984,0.21893095713123753,0.3100117096018735,0.7587483335995178,2.3860019783333133,,,0,0,,
ml-1m,3,GramShrink,rho=0.05,0.0,0.05,129.7648115158081,0.3575165520705731,0.2257370202440358,0.8717778147347414,0.21886814705528,0.30766978922716626,0.7595408489345079,2.380395991928643,0.35868933824573074,0.19998869513547654,0.9249958423415933,0.32395182965131364,0.398711943793911,0.7528589182566505,2.546233942811951,0.3575165520705731,0.2257370202440358,0.8717778147347414,0.21886814705528,0.30766978922716626,0.7595408489345079,2.380395991928643,169352.5,3.6582164321723287e-06,6013,1,0.0004542922039791306,0.0
ml-1m,3,GramShrink,rho=0.1,0.0,0.1,131.98673558235168,0.3581264202345693,0.22632566349063044,0.8721104274072842,0.2189722253992666,0.3050351288056206,0.759895338730256,2.375542454214062,0.35924847558376305,0.20052175138798417,0.9258273740229502,0.32413230859843817,0.3957845433255269,0.7535427677901037,2.540693289010891,0.3581264202345693,0.22632566349063044,0.8721104274072842,0.2189722253992666,0.3050351288056206,0.759895338730256,2.375542454214062,499913.5,4.60065863889821e-10,6013,1,0.001064160367975339,0.0
ml-1m,3,GramShrink,rho=0.2,0.0,0.2,131.5561752319336,0.3593575603651316,0.22769144518991083,0.8719441210710128,0.21931686439684842,0.2988875878220141,0.7607711531968036,2.363657295619065,0.360081107499144,0.20143641043767754,0.9253284550141361,0.3242368376718565,0.38788056206088994,0.7537787749184941,2.5285789101383163,0.3593575603651316,0.22769144518991083,0.8719441210710128,0.21931686439684842,0.2988875878220141,0.7607711531968036,2.363657295619065,1377326.0,7.085655292900912e-13,6013,1,0.002295300498537586,0.0
ml-1m,3,MultiLap,w=[1.0]_g=1.0,1.0,0.0,132.46148562431335,0.3603899929188662,0.22895704256319252,0.8712788957259272,0.21932688856241497,0.29596018735363,0.7638919499014911,2.3520841446498486,0.36159691111796943,0.20274376260275423,0.9253284550141361,0.3254263989898727,0.38114754098360654,0.7539284187894995,2.518341555827195,0.3603899929188662,0.22895704256319252,0.8712788957259272,0.21932688856241497,0.29596018735363,0.7638919499014911,2.3520841446498486,2343744.0,4.804827402894403e-13,6013,1,0.0033277330522722324,0.0
ml-1m,3,MultiLap,w=[1.0]_g=3.0,3.0,0.0,130.69556260108948,0.36219828753000904,0.23134455250061417,0.8682853816730417,0.21917281670413255,0.2725409836065574,0.7689327974136952,2.3020435509286146,0.3625213894256538,0.20418283401774684,0.9261599866954932,0.324628775176676,0.35802107728337235,0.7595245596927562,2.471550744752423,0.36219828753000904,0.23134455250061417,0.8682853816730417,0.21917281670413255,0.2725409836065574,0.7689327974136952,2.3020435509286146,4119006.5,1.1972331797343865e-10,6013,1,0.005136027663415149,0.0
ml-1m,3,MultiLap,w=[1.0]_g=10.0,10.0,0.0,132.3657534122467,0.3572518275960121,0.2285891547150486,0.8641277232662564,0.21352867825086877,0.234192037470726,0.780561865957093,2.2094846610143697,0.35588195088974084,0.20019141585896041,0.9221686346249792,0.3161607302124457,0.30562060889929743,0.7651947440825848,2.3772108250512853,0.3572518275960121,0.2285891547150486,0.8641277232662564,0.21352867825086877,0.234192037470726,0.780561865957093,2.2094846610143697,5738362.5,0.644258031679911,6013,1,0.00018956772941812984,0.0
ml-1m,3,MultiLap,"w=[0.5, 0.5]_g=1.0",1.0,0.0,131.34358859062195,0.3605497683962419,0.22907487472972077,0.8712788957259272,0.21930800593959932,0.29420374707259955,0.7632914092434882,2.350529940643737,0.3615854513076726,0.20278434890826036,0.9253284550141361,0.32525627180727085,0.3796838407494145,0.7537640304141848,2.5167353697977544,0.3605497683962419,0.22907487472972077,0.8712788957259272,0.21930800593959932,0.29420374707259955,0.7632914092434882,2.350529940643737,2337115.5,5.843710490800539e-14,6013,1,0.0034875085296480032,0.0
ml-1m,3,MultiLap,"w=[0.5, 0.5]_g=3.0",3.0,0.0,129.6041498184204,0.3621515790033144,0.23132697235690353,0.8684516880093132,0.2191623218733534,0.2687353629976581,0.7674608790612352,2.298907764318753,0.36249295325947134,0.20421861690758392,0.9259936803592217,0.32454167598195915,0.35362997658079626,0.7581109444988396,2.468479598064094,0.3621515790033144,0.23132697235690353,0.8684516880093132,0.2191623218733534,0.2687353629976581,0.7674608790612352,2.298907764318753,4130409.0,4.059822529044397e-10,6013,1,0.005089319136720419,0.0
ml-1m,3,MultiLap,"w=[0.5, 0.5]_g=10.0",10.0,0.0,131.2697765827179,0.3572628298906898,0.2287799868886582,0.8636288042574423,0.21290102396424498,0.22892271662763466,0.7795194810221502,2.2017986973669808,0.35613650212622994,0.20037767645844046,0.9223349409612506,0.31643213432500483,0.29771662763466045,0.762975401870186,2.369013879707327,0.3572628298906898,0.2287799868886582,0.8636288042574423,0.21290102396424498,0.22892271662763466,0.7795194810221502,2.2017986973669808,5760053.5,0.6453938238308894,6013,1,0.000200570024095825,0.0
ml-1m,3,Mahal,W2_g=1.0,1.0,0.0,130.42214369773865,0.3603899929188662,0.22895704256319252,0.8712788957259272,0.21932688856241497,0.29596018735363,0.7638919499014911,2.3520841446498486,0.36159691111796943,0.20274376260275423,0.9253284550141361,0.3254263989898727,0.38114754098360654,0.7539284187894995,2.518341555827195,0.3603899929188662,0.22895704256319252,0.8712788957259272,0.21932688856241497,0.29596018735363,0.7638919499014911,2.3520841446498486,2343744.0,4.804827402894403e-13,6013,1,0.0033277330522722324,0.0
ml-1m,3,Mahal,W2_g=3.0,3.0,0.0,132.0443160533905,0.36219828753000904,0.23134455250061417,0.8682853816730417,0.21917281670413255,0.2725409836065574,0.7689327974136952,2.3020435509286146,0.3625213894256538,0.20418283401774684,0.9261599866954932,0.324628775176676,0.35802107728337235,0.7595245596927562,2.471550744752423,0.36219828753000904,0.23134455250061417,0.8682853816730417,0.21917281670413255,0.2725409836065574,0.7689327974136952,2.3020435509286146,4119006.5,1.1972331797343865e-10,6013,1,0.005136027663415149,0.0
ml-1m,3,Mahal,W2_g=10.0,10.0,0.0,131.39499855041504,0.3572518275960121,0.2285891547150486,0.8641277232662564,0.21352867825086877,0.234192037470726,0.780561865957093,2.2094846610143697,0.355881792821825,0.20019100466197512,0.9221686346249792,0.3161607302124457,0.30562060889929743,0.7651947440825848,2.3772108250512853,0.3572518275960121,0.2285891547150486,0.8641277232662564,0.21352867825086877,0.234192037470726,0.780561865957093,2.2094846610143697,5738362.5,0.644258031679911,6013,1,0.00018956772941812984,0.0
ml-1m,3,Mahal,rw_g=1.0,1.0,0.0,131.04994010925293,0.3608013169462768,0.22905402290481147,0.87161150839847,0.2201669152299233,0.3059133489461358,0.7649862299945016,2.366086085967523,0.36191810705071614,0.20283538724524824,0.926492599368036,0.32611783236424013,0.3966627634660422,0.7577373869531145,2.53164096731318,0.3608013169462768,0.22905402290481147,0.87161150839847,0.2201669152299233,0.3059133489461358,0.7649862299945016,2.366086085967523,2141359.5,4.525209556202579e-18,6013,1,0.0037390570796828537,0.0
ml-1m,3,Mahal,rw_g=3.0,3.0,0.0,132.63708925247192,0.3631864967290365,0.2317658698208974,0.87161150839847,0.22065214997592333,0.297423887587822,0.7720991984558392,2.337452801024296,0.36353823274973857,0.20484078316067686,0.9271578247131216,0.3260534905139905,0.3911007025761124,0.7655623394820206,2.505420330666633,0.3631864967290365,0.2317658698208974,0.87161150839847,0.22065214997592333,0.297423887587822,0.7720991984558392,2.337452801024296,3828935.0,2.5671405134118337e-15,6013,1,0.006124236862442542,0.0
ml-1m,3,Mahal,rw_g=10.0,10.0,0.0,130.04382133483887,0.3614474651829339,0.23109503072037127,0.8699484450357559,0.21803250088752543,0.29098360655737704,0.787071238339734,2.295237542008576,0.36069708524801725,0.20317762068671583,0.9276567437219359,0.3223903624858178,0.3820257611241218,0.7788980707827804,2.4616522417347673,0.3614474651829339,0.23109503072037127,0.8699484450357559,0.21803250088752543,0.29098360655737704,0.787071238339734,2.295237542008576,5253049.0,0.0008962465390247526,6013,1,0.004385205316339978,0.0
ml-1m,3,Mahal,lowpass_g=1.0,1.0,0.0,132.73055124282837,0.36091906261762063,0.22936834070188986,0.8711125893896557,0.22021802498223642,0.3296252927400468,0.7743305726875369,2.382688181555329,0.36231196354827633,0.20316928918106603,0.9263262930317645,0.3268987436295771,0.4350117096018735,0.7709412468588135,2.5509729672303427,0.36091906261762063,0.22936834070188986,0.8711125893896557,0.22021802498223642,0.3296252927400468,0.7743305726875369,2.382688181555329,2378449.0,1.1044615692686422e-15,6013,1,0.003856802751026639,0.0
ml-1m,3,Mahal,lowpass_g=3.0,3.0,0.0,130.40062022209167,0.3620959664337276,0.23120569378067515,0.8697821386994844,0.2194552731806077,0.3790983606557377,0.8001331734908983,2.3971822151816498,0.3637443091949563,0.204745900984343,0.9274904373856644,0.3274894216406101,0.5219555035128806,0.8032511816097838,2.570782506618263,0.3620959664337276,0.23120569378067515,0.8697821386994844,0.2194552731806077,0.3790983606557377,0.8001331734908983,2.3971822151816498,4124323.0,2.887172868134498e-09,6013,1,0.0050337065671336835,0.0
ml-1m,3,Mahal,lowpass_g=10.0,10.0,0.0,129.1236128807068,0.3563232661119958,0.2275602968364881,0.863129885248628,0.21382218714340945,0.4885831381733021,0.8246073591101843,2.489013626103143,0.3564180322826975,0.19979154829393225,0.9226675536337935,0.32010270642390976,0.6574941451990632,0.8243312982156943,2.6576099893549445,0.3563232661119958,0.2275602968364881,0.863129885248628,0.21382218714340945,0.4885831381733021,0.8246073591101843,2.489013626103143,5772303.0,0.7958554064753867,6013,-1,-0.0007389937545981693,0.0
ml-1m,4,EASE,baseline,0.0,0.0,133.90779542922974,0.3602199710712781,0.22636381640845926,0.8736263736263736,0.22263170160415102,0.31059718969555034,0.7588552195526748,2.3826147347901783,0.36241559929929296,0.20251274440390268,0.9302364302364302,0.32716994336340544,0.3984192037470726,0.7506592966181505,2.5499964162059165,0.3602199710712781,0.22636381640845926,0.8736263736263736,0.22263170160415102,0.31059718969555034,0.7588552195526748,2.3826147347901783,,,0,0,,
ml-1m,4,GramShrink,rho=0.05,0.0,0.05,129.76011037826538,0.36118141695709366,0.22723261511101644,0.8741258741258742,0.22329035087121799,0.30766978922716626,0.7592181367633317,2.3766688078619844,0.36302924159740285,0.20306324638133177,0.9300699300699301,0.3276417482510857,0.3966627634660422,0.7517494928196036,2.544959015889109,0.36118141695709366,0.22723261511101644,0.8741258741258742,0.22329035087121799,0.30766978922716626,0.7592181367633317,2.3766688078619844,162401.5,1.9445254358149444e-10,6006,1,0.0009614458858154805,0.0
ml-1m,4,GramShrink,rho=0.1,0.0,0.1,131.14855670928955,0.36177335263297816,0.2277561040464952,0.8742923742923743,0.22347198308355146,0.30415690866510536,0.7592062733544926,2.371171928328949,0.36366532172861893,0.20362155118883687,0.9309024309024309,0.3279959307922837,0.39256440281030447,0.7515834898385234,2.539708043399014,0.36177335263297816,0.2277561040464952,0.8742923742923743,0.22347198308355146,0.30415690866510536,0.7592062733544926,2.371171928328949,545602.0,3.193451239857819e-13,6006,1,0.001553381561699983,0.0
ml-1m,4,GramShrink,rho=0.2,0.0,0.2,130.52148413658142,0.3633535172185724,0.22937388708859796,0.8744588744588745,0.22420307929120067,0.2980093676814988,0.760836184117127,2.3575507845845665,0.36486226453097154,0.20473487387341888,0.9304029304029304,0.3286709354143445,0.38788056206088994,0.7542820073008751,2.526663775425338,0.3633535172185724,0.22937388708859796,0.8744588744588745,0.22420307929120067,0.2980093676814988,0.760836184117127,2.3575507845845665,1425370.0,1.6075444439219664e-22,6006,1,0.003133546147294185,0.0
ml-1m,4,MultiLap,w=[1.0]_g=1.0,1.0,0.0,130.73382878303528,0.36492940601166063,0.23099965366476136,0.8754578754578755,0.22471338394484922,0.29420374707259955,0.764004685198715,2.345519982960372,0.36615646979296707,0.20601882345700948,0.9300699300699301,0.32920857262107733,0.38378220140515223,0.7560027691606639,2.5169785117184826,0.36492940601166063,0.23099965366476136,0.8754578754578755,0.22471338394484922,0.29420374707259955,0.764004685198715,2.345519982960372,2322518.5,1.619957346249926e-26,6006,1,0.004709434940382437,0.0
ml-1m,4,MultiLap,w=[1.0]_g=3.0,3.0,0.0,130.41873264312744,0.36784793317944636,0.23434702462125928,0.8766233766233766,0.2244523143506958,0.2716627634660422,0.7697919896195757,2.2957634992059406,0.3676194444144426,0.2079382628763542,0.9299034299034299,0.3288109282423056,0.36007025761124123,0.7613606853850756,2.469732281152332,0.36784793317944636,0.23434702462125928,0.8766233766233766,0.2244523143506958,0.2716627634660422,0.7697919896195757,2.2957634992059406,3986588.5,6.1493348960296705e-21,6006,1,0.007627962108168192,0.0
ml-1m,4,MultiLap,w=[1.0]_g=10.0,10.0,0.0,129.1864857673645,0.3637145360064067,0.2323498049936542,0.8677988677988678,0.21851535695417892,0.23507025761124123,0.7839064215153879,2.2024753926523584,0.3615724273680277,0.2043204184915571,0.926073926073926,0.3202100785832693,0.30269320843091335,0.7644257418918927,2.3732722902501613,0.3637145360064067,0.2323498049936542,0.8677988677988678,0.21851535695417892,0.23507025761124123,0.7839064215153879,2.2024753926523584,5618336.0,0.00740598478724707,6006,1,0.0034945649351284746,0.0
ml-1m,4,MultiLap,"w=[0.5, 0.5]_g=1.0",1.0,0.0,131.99527788162231,0.36502869570258323,0.23108872700638572,0.8757908757908758,0.22461810133888604,0.2924473067915691,0.7634103634103633,2.343831278350404,0.36618819604193287,0.20602952905028743,0.9304029304029304,0.3292878342225526,0.3831967213114754,0.7562747921800632,2.5155596557052933,0.36502869570258323,0.23108872700638572,0.8757908757908758,0.22461810133888604,0.2924473067915691,0.7634103634103633,2.343831278350404,2324339.5,5.931852640573321e-27,6006,1,0.004808724631304954,0.0
ml-1m,4,MultiLap,"w=[0.5, 0.5]_g=3.0",3.0,0.0,129.40470457077026,0.3679592654488856,0.23455044443777437,0.8766233766233766,0.224480282474862,0.2681498829039813,0.7686884076622069,2.292076108343633,0.3675322165340856,0.20796117960992933,0.9297369297369298,0.3285687736422964,0.35772833723653397,0.7612178329035939,2.4664110509577393,0.3679592654488856,0.23455044443777437,0.8766233766233766,0.224480282474862,0.2681498829039813,0.7686884076622069,2.292076108343633,3962645.0,4.8262272281218055e-22,6006,1,0.007739294377607372,0.0
ml-1m,4,MultiLap,"w=[0.5, 0.5]_g=10.0",10.0,0.0,130.66892218589783,0.3638182678147452,0.23257805938078047,0.8677988677988678,0.21855674052345414,0.22862997658079626,0.7820853922006292,2.194169390433356,0.36196978796973517,0.20463179665604664,0.926073926073926,0.32060997496771226,0.29771662763466045,0.764621546922432,2.364798156857067,0.3638182678147452,0.23257805938078047,0.8677988677988678,0.21855674052345414,0.22862997658079626,0.7820853922006292,2.194169390433356,5605686.5,0.005784707481565827,6006,1,0.003598296743466941,0.0
ml-1m,4,Mahal,W2_g=1.0,1.0,0.0,131.57727551460266,0.36492940601166063,0.23099965366476136,0.8754578754578755,0.22471338394484922,0.29420374707259955,0.764004685198715,2.345519982960372,0.36615646979296707,0.20601882345700948,0.9300699300699301,0.32920857262107733,0.38378220140515223,0.7560027691606639,2.5169785117184826,0.36492940601166063,0.23099965366476136,0.8754578754578755,0.22471338394484922,0.29420374707259955,0.764004685198715,2.345519982960372,2322518.5,1.619957346249926e-26,6006,1,0.004709434940382437,0.0
ml-1m,4,Mahal,W2_g=3.0,3.0,0.0,132.2380337715149,0.36784793317944636,0.23434702462125928,0.8766233766233766,0.2244523143506958,0.2716627634660422,0.7697933531985255,2.295754784935707,0.3676194444144426,0.2079382628763542,0.9299034299034299,0.3288109282423056,0.36007025761124123,0.7613606853850756,2.469732281152332,0.36784793317944636,0.23434702462125928,0.8766233766233766,0.2244523143506958,0.2716627634660422,0.7697933531985255,2.295754784935707,3986588.5,6.1493348960296705e-21,6006,1,0.007627962108168192,0.0
ml-1m,4,Mahal,W2_g=10.0,10.0,0.0,132.94850325584412,0.3637145360064067,0.2323498049936542,0.8677988677988678,0.21851535695417892,0.23507025761124123,0.7839064215153879,2.2024753926523584,0.3615724273680277,0.2043204184915571,0.926073926073926,0.3202100785832693,0.30269320843091335,0.7644257418918927,2.3732722902501613,0.3637145360064067,0.2323498049936542,0.8677988677988678,0.21851535695417892,0.23507025761124123,0.7839064215153879,2.2024753926523584,5618336.0,0.00740598478724707,6006,1,0.0034945649351284746,0.0
ml-1m,4,Mahal,rw_g=1.0,1.0,0.0,132.41118359565735,0.3654294249078492,0.23145890207256423,0.8752913752913752,0.2251809604987098,0.30210772833723654,0.7640285747843887,2.3581276888107143,0.3666546429734058,0.20631949391278723,0.9315684315684316,0.3304993631895585,0.3931498829039813,0.7559789428739541,2.530099771924863,0.3654294249078492,0.23145890207256423,0.8752913752913752,0.2251809604987098,0.30210772833723654,0.7640285747843887,2.3581276888107143,2070630.0,6.99010034484268e-32,6006,1,0.0052094538365710374,0.0
ml-1m,4,Mahal,rw_g=3.0,3.0,0.0,131.5788173675537,0.36857570365923986,0.23486058744207838,0.8764568764568764,0.22603441199991703,0.29478922716627637,0.7725760833010089,2.328404289964952,0.3689313272914992,0.20877619115909635,0.9324009324009324,0.33119075905607764,0.38934426229508196,0.7652064602064603,2.503454516752276,0.36857570365923986,0.23486058744207838,0.8764568764568764,0.22603441199991703,0.29478922716627637,0.7725760833010089,2.328404289964952,3704955.0,2.4257027572548035e-27,6006,1,0.008355732587961634,0.0
ml-1m,4,Mahal,rw_g=10.0,10.0,0.0,133.647038936615,0.36743086013033777,0.23491302309116932,0.8746253746253746,0.22338195976923902,0.2862997658079625,0.7855497603963864,2.2892712677617535,0.36689208025030867,0.20788578413216155,0.9294039294039294,0.3269672428599876,0.38026932084309134,0.7789020192022502,2.4589563553412126,0.36743086013033777,0.23491302309116932,0.8746253746253746,0.22338195976923902,0.2862997658079625,0.7855497603963864,2.2892712677617535,5068423.5,4.704194073601722e-10,6006,1,0.007210889059059508,0.0
ml-1m,4,Mahal,lowpass_g=1.0,1.0,0.0,133.98804593086243,0.36543272233963464,0.23147111974067755,0.8757908757908758,0.2252767976876223,0.33050351288056207,0.7757848292835006,2.3763790857715406,0.3674976633853964,0.2069039086645665,0.9315684315684316,0.33156001780706373,0.43618266978922715,0.7722888185639862,2.54861394175557,0.36543272233963464,0.23147111974067755,0.8757908757908758,0.2252767976876223,0.33050351288056207,0.7757848292835006,2.3763790857715406,2387208.5,1.0764593645590936e-26,6006,1,0.005212751268356507,0.0
ml-1m,4,Mahal,lowpass_g=3.0,3.0,0.0,133.53542828559875,0.3684682142273779,0.23470818695875384,0.8777888777888778,0.22607888667465542,0.3788056206088993,0.8011814820933831,2.3893678786068167,0.3693839210787867,0.20899551578217196,0.9322344322344323,0.3321463659730351,0.5149297423887588,0.8017760617248963,2.56696856611517,0.3684682142273779,0.23470818695875384,0.8777888777888778,0.22607888667465542,0.3788056206088993,0.8011814820933831,2.3893678786068167,3963724.0,4.615075556779021e-24,6006,1,0.008248243156099653,0.0
