dataset,seed,model,w_source,gamma,normalise,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
ml-1m,1,GS-EASE,rp3beta,1.0,sym,q2,4502,0.010421568858928842,0.019375059976502334,0.04375832963127499,0.0208385735314778,0.05065476802207612,0.1197245668591737
ml-1m,1,GS-EASE,rp3beta,1.0,sym,q3,2861,0.0011293275926648459,0.0024088314109285795,0.004194337644180357,0.00348812128218043,0.010817410384869316,0.016427822439706398
ml-1m,1,GS-EASE,rp3beta,1.0,sym,q4,1641,0.000124547469584696,0.0003046922608165753,0.0006093845216331506,0.00026554577132738896,0.0009140767824497258,0.001218769043266301
ml-1m,1,GS-EASE,rp3beta,1.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,rp3beta,3.0,sym,overall,6006,0.36726806181276583,0.22363253669737013,0.8774558774558775,0.36766251673052736,0.32929689777066723,0.935064935064935
ml-1m,1,Lap-EASE,rp3beta,3.0,sym,q1,5944,0.38979545415521194,0.2905220396085372,0.8805518169582772,0.40616949976033784,0.42339281279410645,0.9369111709286676
ml-1m,1,Lap-EASE,rp3beta,3.0,sym,q2,4502,0.008813703861971578,0.01695987374257472,0.0368725011106175,0.017608036667382542,0.04400454412176553,0.0979564637938694
ml-1m,1,Lap-EASE,rp3beta,3.0,sym,q3,2861,0.0009224499437760385,0.0020389141325876732,0.0027962250961202375,0.0026719212661596454,0.008073614509301332,0.013282069206571129
ml-1m,1,Lap-EASE,rp3beta,3.0,sym,q4,1641,0.00010800687799149771,0.0003046922608165753,0.0006093845216331506,0.00010800687799149771,0.0003046922608165753,0.0006093845216331506
ml-1m,1,Lap-EASE,rp3beta,3.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,rp3beta,3.0,sym,overall,6006,0.36730462986145634,0.22364194074136404,0.8774558774558775,0.36773174480346027,0.329336552209354,0.935064935064935
ml-1m,1,GS-EASE,rp3beta,3.0,sym,q1,5944,0.38983246786807957,0.2905383959716297,0.8805518169582772,0.40623191011705484,0.4234326689115197,0.9369111709286676
ml-1m,1,GS-EASE,rp3beta,3.0,sym,q2,4502,0.008815303843450873,0.01695987374257472,0.0368725011106175,0.017634653532197217,0.04405214201476547,0.09840071079520213
ml-1m,1,GS-EASE,rp3beta,3.0,sym,q3,2861,0.0009224499437760385,0.0020389141325876732,0.0027962250961202375,0.0026730041066737494,0.008073614509301332,0.013282069206571129
ml-1m,1,GS-EASE,rp3beta,3.0,sym,q4,1641,0.00011247757268712259,0.0003046922608165753,0.0006093845216331506,0.00011247757268712259,0.0003046922608165753,0.0006093845216331506
ml-1m,1,GS-EASE,rp3beta,3.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,rp3beta,10.0,sym,overall,6006,0.36242580763746857,0.21790349528739741,0.8706293706293706,0.3612765475272222,0.3202340268422475,0.9275724275724275
ml-1m,1,Lap-EASE,rp3beta,10.0,sym,q1,5944,0.38585915730646336,0.2850273377195084,0.8755047106325706,0.40133172272813633,0.41586240784519535,0.9315275908479138
ml-1m,1,Lap-EASE,rp3beta,10.0,sym,q2,4502,0.00593095169408466,0.011590514813102158,0.024877832074633496,0.011768792774647447,0.029822783918085162,0.06152820968458463
ml-1m,1,Lap-EASE,rp3beta,10.0,sym,q3,2861,0.00033659553945834136,0.00046603751602003956,0.0010485844110450892,0.001464263976796816,0.0044137636413064596,0.008039147151345682
ml-1m,1,Lap-EASE,rp3beta,10.0,sym,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,rp3beta,10.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,rp3beta,10.0,sym,overall,6006,0.36248570291048376,0.21798253520500435,0.8707958707958708,0.3612446689970887,0.3201959163590968,0.9277389277389277
ml-1m,1,GS-EASE,rp3beta,10.0,sym,q1,5944,0.38590269348886497,0.2851329450004185,0.8756729475100942,0.40128611461161123,0.4158412152432491,0.9316958277254375
ml-1m,1,GS-EASE,rp3beta,10.0,sym,q2,4502,0.00596188657176338,0.011634939513235434,0.025099955575299867,0.011781388646882444,0.029822783918085162,0.06152820968458463
ml-1m,1,GS-EASE,rp3beta,10.0,sym,q3,2861,0.00033659553945834136,0.00046603751602003956,0.0010485844110450892,0.0015160990572192419,0.004588527709813974,0.008388675288360714
ml-1m,1,GS-EASE,rp3beta,10.0,sym,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,rp3beta,10.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,p3alpha,1.0,sym,overall,6006,0.36585521112174896,0.22377211638773248,0.8781218781218781,0.36705211256716636,0.3299767129438708,0.9352314352314353
ml-1m,1,Lap-EASE,p3alpha,1.0,sym,q1,5944,0.3877658013955599,0.28983596961970826,0.8803835800807537,0.4043067644008685,0.4221657614195332,0.9367429340511441
ml-1m,1,Lap-EASE,p3alpha,1.0,sym,q2,4502,0.010136318834077047,0.019148583522355135,0.042425588627276765,0.02030316948030367,0.04959855567839677,0.11617059084851178
ml-1m,1,Lap-EASE,p3alpha,1.0,sym,q3,2861,0.0011061698773714556,0.002400093207503204,0.003844809507165327,0.0035151331022501794,0.011089751058293526,0.016078294302691365
ml-1m,1,Lap-EASE,p3alpha,1.0,sym,q4,1641,0.00011247757268712259,0.0003046922608165753,0.0006093845216331506,0.0002534758744298156,0.0009140767824497258,0.001218769043266301
ml-1m,1,Lap-EASE,p3alpha,1.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,p3alpha,1.0,sym,overall,6006,0.3657503569316469,0.22349774684699522,0.8784548784548785,0.367076874970887,0.32999477656109805,0.935064935064935
ml-1m,1,GS-EASE,p3alpha,1.0,sym,q1,5944,0.38760819809744756,0.2895810119700133,0.8807200538358008,0.4042148227131873,0.42206052015742784,0.9365746971736204
ml-1m,1,GS-EASE,p3alpha,1.0,sym,q2,4502,0.010229442431791549,0.01915960956625546,0.04286983562860951,0.02064022828899516,0.050474445053841896,0.11794757885384273
ml-1m,1,GS-EASE,p3alpha,1.0,sym,q3,2861,0.0011061698773714556,0.002400093207503204,0.003844809507165327,0.0036509649273816893,0.01152957396403744,0.017126878713736457
ml-1m,1,GS-EASE,p3alpha,1.0,sym,q4,1641,0.00011247757268712259,0.0003046922608165753,0.0006093845216331506,0.0002512162982794157,0.0009140767824497258,0.001218769043266301
ml-1m,1,GS-EASE,p3alpha,1.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,p3alpha,3.0,sym,overall,6006,0.36715486858743956,0.22346763687307136,0.8764568764568764,0.36754523841708125,0.3290136785425362,0.935064935064935
ml-1m,1,Lap-EASE,p3alpha,3.0,sym,q1,5944,0.38997976675258533,0.29073638861453177,0.8800471063257066,0.406435421492004,0.42346043301376507,0.9372476446837147
ml-1m,1,Lap-EASE,p3alpha,3.0,sym,q2,4502,0.008236876458749032,0.016086869509660276,0.03398489560195469,0.016885476870212336,0.04310230595080853,0.09284762327854287
ml-1m,1,Lap-EASE,p3alpha,3.0,sym,q3,2861,0.0009341152684486608,0.002155423511592683,0.0031457532331352674,0.0023729906456766577,0.007105130296322188,0.01188395665851101
ml-1m,1,Lap-EASE,p3alpha,3.0,sym,q4,1641,0.0,0.0,0.0,9.341060218852199e-05,0.0003046922608165753,0.0006093845216331506
ml-1m,1,Lap-EASE,p3alpha,3.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,p3alpha,3.0,sym,overall,6006,0.3677361556789768,0.22402784059262953,0.8776223776223776,0.3682134037666672,0.3297506470905106,0.9353979353979354
ml-1m,1,GS-EASE,p3alpha,3.0,sym,q1,5944,0.39054282259485157,0.2912521664778437,0.8808882907133243,0.40718291390925715,0.42473227185742396,0.9377523553162853
ml-1m,1,GS-EASE,p3alpha,3.0,sym,q2,4502,0.008479393485294705,0.01668383639354058,0.03509551310528654,0.017239264319773986,0.04377102809068969,0.0948467347845402
ml-1m,1,GS-EASE,p3alpha,3.0,sym,q3,2861,0.0009224499437760385,0.0020389141325876732,0.0027962250961202375,0.002533119301197692,0.007687677191347238,0.01258301293254107
ml-1m,1,GS-EASE,p3alpha,3.0,sym,q4,1641,0.0,0.0,0.0,9.563677292987808e-05,0.0003046922608165753,0.0006093845216331506
ml-1m,1,GS-EASE,p3alpha,3.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,p3alpha,10.0,sym,overall,6006,0.36317558953051954,0.21840415088632853,0.86996336996337,0.3615239159001672,0.32005650472565333,0.9274059274059274
ml-1m,1,Lap-EASE,p3alpha,10.0,sym,q1,5944,0.3867962660594155,0.2860377619594235,0.8751682368775235,0.4020202698234304,0.41635111124580015,0.931864064602961
ml-1m,1,Lap-EASE,p3alpha,10.0,sym,q2,4502,0.005508123761800249,0.011038703078352124,0.021990226565970678,0.010814759314247482,0.027901628223165748,0.05442025766326077
ml-1m,1,Lap-EASE,p3alpha,10.0,sym,q3,2861,0.00026368897784875475,0.00029127344751252475,0.0006990562740300594,0.0012510712379374817,0.0039118024000932075,0.006641034603285564
ml-1m,1,Lap-EASE,p3alpha,10.0,sym,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,p3alpha,10.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,p3alpha,10.0,sym,overall,6006,0.36486985184731435,0.21977107214346428,0.8714618714618715,0.36379176971874544,0.32249870856395313,0.9300699300699301
ml-1m,1,GS-EASE,p3alpha,10.0,sym,q1,5944,0.3885753985262173,0.2874457180663461,0.876514131897712,0.4045255601122746,0.41932234387313755,0.9337146702557201
ml-1m,1,GS-EASE,p3alpha,10.0,sym,q2,4502,0.005887126760653789,0.011810934820152946,0.023545091070635273,0.011484078848096504,0.029584447661982524,0.05819635717458907
ml-1m,1,GS-EASE,p3alpha,10.0,sym,q3,2861,0.00037420602252255335,0.0006408015845275545,0.0010485844110450892,0.0011518907009036336,0.003492368635675172,0.005592450192240475
ml-1m,1,GS-EASE,p3alpha,10.0,sym,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,p3alpha,10.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,itemknn,1.0,sym,overall,6006,0.3658476514112087,0.22349126969294883,0.8777888777888778,0.36727001635583895,0.3302229124570452,0.9358974358974359
ml-1m,1,Lap-EASE,itemknn,1.0,sym,q1,5944,0.3875739060619902,0.2893425420442298,0.8800471063257066,0.4043777827219754,0.42245563629581057,0.9374158815612382
ml-1m,1,Lap-EASE,itemknn,1.0,sym,q2,4502,0.010323048540590435,0.01905579259041795,0.04331408262994225,0.020753389098075642,0.0503048688085894,0.11950244335850733
ml-1m,1,Lap-EASE,itemknn,1.0,sym,q3,2861,0.0011316952901912715,0.0024088314109285795,0.004194337644180357,0.003482513905854407,0.010817410384869316,0.016427822439706398
ml-1m,1,Lap-EASE,itemknn,1.0,sym,q4,1641,0.000124547469584696,0.0003046922608165753,0.0006093845216331506,0.00026554577132738896,0.0009140767824497258,0.001218769043266301
ml-1m,1,Lap-EASE,itemknn,1.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,itemknn,1.0,sym,overall,6006,0.2788059805088296,0.17277140014663772,0.8175158175158175,0.28463297020347356,0.26458909600335895,0.8967698967698968
ml-1m,1,GS-EASE,itemknn,1.0,sym,q1,5944,0.27473309461382167,0.21097097808333268,0.802321668909825,0.29235746713458943,0.31885571602861484,0.8864401076716016
ml-1m,1,GS-EASE,itemknn,1.0,sym,q2,4502,0.04053011842800949,0.05859340254765932,0.16992447800977342,0.054160020683723005,0.1007730991031824,0.2683251888049756
ml-1m,1,GS-EASE,itemknn,1.0,sym,q3,2861,0.013132611462220677,0.02089403929460706,0.04893393918210416,0.018198963813054234,0.036298701711006624,0.08493533729465222
ml-1m,1,GS-EASE,itemknn,1.0,sym,q4,1641,0.0022892370646466712,0.005042285340586495,0.006703229737964655,0.0042674975007333995,0.011790757262733006,0.018890920170627667
ml-1m,1,GS-EASE,itemknn,1.0,sym,q5,685,0.0020885789168954643,0.00291970802919708,0.00291970802919708,0.002810696496630101,0.00583941605839416,0.00583941605839416
ml-1m,1,Lap-EASE,itemknn,3.0,sym,overall,6006,0.36720449753960754,0.22342211407008084,0.8762903762903763,0.36763538239965626,0.32901369243400597,0.9345654345654346
ml-1m,1,Lap-EASE,itemknn,3.0,sym,q1,5944,0.3896749279702353,0.2901905886920772,0.879542395693136,0.4060948512050462,0.4231422427404663,0.9364064602960969
ml-1m,1,Lap-EASE,itemknn,3.0,sym,q2,4502,0.008736158745955427,0.016796923784109047,0.036206130608618395,0.017682720754651472,0.04435565196245317,0.09951132829853399
ml-1m,1,Lap-EASE,itemknn,3.0,sym,q3,2861,0.0009402600320884631,0.002155423511592683,0.0031457532331352674,0.0025244881839355674,0.0075580605072041625,0.0129325410695561
ml-1m,1,Lap-EASE,itemknn,3.0,sym,q4,1641,0.00010800687799149771,0.0003046922608165753,0.0006093845216331506,0.00010800687799149771,0.0003046922608165753,0.0006093845216331506
ml-1m,1,Lap-EASE,itemknn,3.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,itemknn,3.0,sym,overall,6006,0.2173874891528687,0.12933309334923795,0.7332667332667333,0.2239410829462041,0.2061515052003467,0.8331668331668332
ml-1m,1,GS-EASE,itemknn,3.0,sym,q1,5944,0.20333001043341464,0.15276711274943622,0.6963324360699865,0.21965296225297148,0.24203141200249503,0.8114064602960969
ml-1m,1,GS-EASE,itemknn,3.0,sym,q2,4502,0.04714488975413069,0.06547161592563257,0.19546868058640604,0.06142499809263899,0.10986995304891904,0.29675699689027096
ml-1m,1,GS-EASE,itemknn,3.0,sym,q3,2861,0.016850355578372975,0.025006924850334726,0.06361412093673541,0.023997815617676995,0.04721154631907497,0.10870325061167424
ml-1m,1,GS-EASE,itemknn,3.0,sym,q4,1641,0.004029136938962452,0.00821570140248519,0.012797074954296161,0.006255863680778985,0.015337018937589677,0.026203534430225474
ml-1m,1,GS-EASE,itemknn,3.0,sym,q5,685,0.0025751969217616445,0.004379562043795621,0.004379562043795621,0.0036298908089975094,0.008150851581508516,0.010218978102189781
ml-1m,1,Lap-EASE,itemknn,10.0,sym,overall,6006,0.3622529766619696,0.21798961867277178,0.8704628704628704,0.3606300368663638,0.3192271075664075,0.9269064269064269
ml-1m,1,Lap-EASE,itemknn,10.0,sym,q1,5944,0.38552216377882115,0.28502004093779437,0.8756729475100942,0.4005493296678738,0.41476796386518744,0.9313593539703903
ml-1m,1,Lap-EASE,itemknn,10.0,sym,q2,4502,0.005905918845276247,0.011453891231343081,0.024877832074633496,0.011648419705395848,0.029362484674728715,0.06219458018658374
ml-1m,1,Lap-EASE,itemknn,10.0,sym,q3,2861,0.00039545208610159376,0.0006408015845275545,0.0013981125480601187,0.0013924730515572322,0.00417637578158375,0.008039147151345682
ml-1m,1,Lap-EASE,itemknn,10.0,sym,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,itemknn,10.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,itemknn,10.0,sym,overall,6006,0.21158821800902258,0.12447558243478712,0.720945720945721,0.21835635010106094,0.2010223041426106,0.829004329004329
ml-1m,1,GS-EASE,itemknn,10.0,sym,q1,5944,0.1981390786443574,0.14860023245631707,0.6842193808882907,0.21406944271228887,0.23607196670965291,0.801985195154778
ml-1m,1,GS-EASE,itemknn,10.0,sym,q2,4502,0.04504881821995523,0.06183362539986791,0.18947134606841404,0.05999902491130136,0.1082837779891746,0.2943136383829409
ml-1m,1,GS-EASE,itemknn,10.0,sym,q3,2861,0.015833428879657215,0.023141277365186612,0.06221600838867529,0.02247158984030819,0.04386800203795655,0.1034603285564488
ml-1m,1,GS-EASE,itemknn,10.0,sym,q4,1641,0.0031572781734509592,0.006250064744290454,0.010968921389396709,0.005823992923134219,0.01563018023815981,0.02681291895185862
ml-1m,1,GS-EASE,itemknn,10.0,sym,q5,685,0.0026504710318188307,0.004456396465616596,0.00583941605839416,0.0037454806495233494,0.008435214270110654,0.013138686131386862
ml-1m,1,Lap-EASE,binary,1.0,sym,overall,6006,0.365891944403018,0.2237124444375935,0.8777888777888778,0.36704651837695423,0.329940876382365,0.935064935064935
ml-1m,1,Lap-EASE,binary,1.0,sym,q1,5944,0.38782093401947887,0.2896971543312316,0.8800471063257066,0.40436593452555997,0.4221215101854369,0.9367429340511441
ml-1m,1,Lap-EASE,binary,1.0,sym,q2,4502,0.010084976334515685,0.019148583522355135,0.042425588627276765,0.02017819697267289,0.04947040750493541,0.1152820968458463
ml-1m,1,Lap-EASE,binary,1.0,sym,q3,2861,0.0011061698773714556,0.002400093207503204,0.003844809507165327,0.003427159513083955,0.010740222921278497,0.015728766165676335
ml-1m,1,Lap-EASE,binary,1.0,sym,q4,1641,0.00011247757268712259,0.0003046922608165753,0.0006093845216331506,0.0002512162982794157,0.0009140767824497258,0.001218769043266301
ml-1m,1,Lap-EASE,binary,1.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,binary,1.0,sym,overall,6006,0.10286657111235262,0.05166504435230105,0.4457209457209457,0.10638410798949395,0.08963051964232906,0.5887445887445888
ml-1m,1,GS-EASE,binary,1.0,sym,q1,5944,0.10267375174726227,0.06768861342223184,0.4328734858681023,0.11036865241682252,0.11471215799712974,0.5728465679676985
ml-1m,1,GS-EASE,binary,1.0,sym,q2,4502,0.014351306550094589,0.022600754888985254,0.06597067969791204,0.021319748149061072,0.0421769585879079,0.12461128387383386
ml-1m,1,GS-EASE,binary,1.0,sym,q3,2861,0.0007047547595629914,0.0018497577290265983,0.003495281370150297,0.0018835054864630334,0.005812324929971988,0.01118490038448095
ml-1m,1,GS-EASE,binary,1.0,sym,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,binary,1.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,binary,3.0,sym,overall,6006,0.3671710631192966,0.22334406304661422,0.8754578754578755,0.36756772236507756,0.32906690903712604,0.9348984348984349
ml-1m,1,Lap-EASE,binary,3.0,sym,q1,5944,0.39011465892631925,0.29070958553459697,0.8790376850605652,0.40664755202398833,0.4238607183673737,0.9372476446837147
ml-1m,1,Lap-EASE,binary,3.0,sym,q2,4502,0.008042617333821344,0.015953168248682245,0.03331852509995557,0.016497933150501753,0.04226504779458103,0.09129275877387828
ml-1m,1,Lap-EASE,binary,3.0,sym,q3,2861,0.0008659382674886562,0.0020389141325876732,0.0027962250961202375,0.002241665319144281,0.006755602159307158,0.01118490038448095
ml-1m,1,Lap-EASE,binary,3.0,sym,q4,1641,0.0,0.0,0.0,8.960410765777583e-05,0.0003046922608165753,0.0006093845216331506
ml-1m,1,Lap-EASE,binary,3.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,binary,3.0,sym,overall,6006,0.1007883258435605,0.04733907110661523,0.42973692973692973,0.10128759503002613,0.07903472727152983,0.5502830502830502
ml-1m,1,GS-EASE,binary,3.0,sym,q1,5944,0.10149202345899362,0.06381852759686678,0.4190780619111709,0.10593826699363867,0.10396086410066291,0.5360026917900403
ml-1m,1,GS-EASE,binary,3.0,sym,q2,4502,0.012071585566348597,0.018605924567522324,0.05664149266992448,0.018761523501774062,0.036887832066422786,0.11283873833851621
ml-1m,1,GS-EASE,binary,3.0,sym,q3,2861,0.0007068095831913065,0.0018297846926257396,0.003844809507165327,0.0015032836381231047,0.004435017628162765,0.009437259699405802
ml-1m,1,GS-EASE,binary,3.0,sym,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,binary,3.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,binary,10.0,sym,overall,6006,0.36270943589129595,0.21799923402174504,0.8691308691308691,0.36096528066721767,0.3192299300235128,0.9262404262404262
ml-1m,1,Lap-EASE,binary,10.0,sym,q1,5944,0.3864272497212338,0.28558921846170243,0.8746635262449529,0.401668473351184,0.41590698140711035,0.9311911170928667
ml-1m,1,Lap-EASE,binary,10.0,sym,q2,4502,0.005044819307417957,0.010250164650986509,0.0211017325633052,0.010205850531687153,0.0267832675868131,0.05264326965792981
ml-1m,1,Lap-EASE,binary,10.0,sym,q3,2861,0.00026368897784875475,0.00029127344751252475,0.0006990562740300594,0.0011140003078155174,0.003387510194570663,0.005941978329255505
ml-1m,1,Lap-EASE,binary,10.0,sym,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,Lap-EASE,binary,10.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,binary,10.0,sym,overall,6006,0.1265046092681975,0.06178659946428609,0.5034965034965035,0.12484988993452709,0.09683465526927815,0.6145521145521146
ml-1m,1,GS-EASE,binary,10.0,sym,q1,5944,0.1302024439955438,0.08469018739762431,0.496971736204576,0.13339792497331504,0.1292719338527228,0.605820995962315
ml-1m,1,GS-EASE,binary,10.0,sym,q2,4502,0.010866656808969664,0.01876014507618634,0.054642381163927146,0.017911562224328697,0.03803990790788903,0.11461572634384717
ml-1m,1,GS-EASE,binary,10.0,sym,q3,2861,0.00031364606829233153,0.000731512458181455,0.0017476406850751485,0.0011462137670912942,0.003519586793123401,0.006990562740300594
ml-1m,1,GS-EASE,binary,10.0,sym,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,1,GS-EASE,binary,10.0,sym,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,2,EASE,,0.0,,overall,6004,0.35886470515172914,0.2220393416816548,0.8794137241838774,0.3618476700911453,0.32899075921234416,0.9390406395736176
ml-1m,2,EASE,,0.0,,q1,5935,0.37902812893179005,0.28612547104598174,0.8828980623420387,0.39712320949052954,0.41959639568701584,0.9415332771693344
ml-1m,2,EASE,,0.0,,q2,4474,0.012509034903147354,0.02314072548323651,0.05364327223960662,0.022497243045295677,0.05310831455626426,0.13008493518104605
ml-1m,2,EASE,,0.0,,q3,2899,0.0018512851773931534,0.004285002491280518,0.006553984132459468,0.0037454383948627677,0.010479288875490406,0.017592273197654364
ml-1m,2,EASE,,0.0,,q4,1585,0.00018992428748516163,0.0006309148264984228,0.0006309148264984228,0.0004371601877160728,0.0015772870662460567,0.0018927444794952682
ml-1m,2,EASE,,0.0,,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,2,Lap-EASE,rp3beta,1.0,sym,overall,6004,0.36370303337350085,0.22310931101710857,0.8810792804796802,0.3658678894733905,0.33122838277447103,0.938707528314457
ml-1m,2,Lap-EASE,rp3beta,1.0,sym,q1,5935,0.3847780980000656,0.2887847365891147,0.8854254422914911,0.4025807756396983,0.42417880378937456,0.9417017691659646
ml-1m,2,Lap-EASE,rp3beta,1.0,sym,q2,4474,0.011068393281527993,0.020094364822890457,0.0464908359409924,0.020156670617710648,0.04780225993246208,0.11063924899418864
ml-1m,2,Lap-EASE,rp3beta,1.0,sym,q3,2899,0.0015778257045722167,0.003698593384692039,0.005519144532597447,0.002950995178738336,0.008343325832115068,0.013797861331493619
ml-1m,2,Lap-EASE,rp3beta,1.0,sym,q4,1585,0.0,0.0,0.0,0.0003116894310390869,0.0012618296529968455,0.0012618296529968455
ml-1m,2,Lap-EASE,rp3beta,1.0,sym,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,2,GS-EASE,rp3beta,1.0,sym,overall,6004,0.36371718010644916,0.2231426221430247,0.8812458361092604,0.3658983063379311,0.33129901469886713,0.938707528314457
ml-1m,2,GS-EASE,rp3beta,1.0,sym,q1,5935,0.384760959716466,0.28876367508953593,0.8854254422914911,0.40257868775784755,0.42418015147891297,0.9417017691659646
ml-1m,2,GS-EASE,rp3beta,1.0,sym,q2,4474,0.011120626464197597,0.02021357209453403,0.04693786320965579,0.020219275896317293,0.04798319954120679,0.11086276262852034
ml-1m,2,GS-EASE,rp3beta,1.0,sym,q3,2899,0.0015778257045722167,0.003698593384692039,0.005519144532597447,0.002950995178738336,0.008343325832115068,0.013797861331493619
ml-1m,2,GS-EASE,rp3beta,1.0,sym,q4,1585,0.0,0.0,0.0,0.0003116894310390869,0.0012618296529968455,0.0012618296529968455
ml-1m,2,GS-EASE,rp3beta,1.0,sym,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,2,Lap-EASE,rp3beta,3.0,sym,overall,6004,0.36575618115099756,0.22283848865550335,0.880413057961359,0.36659128907099714,0.32977211417930613,0.9367088607594937
ml-1m,2,Lap-EASE,rp3beta,3.0,sym,q1,5935,0.38796062259928416,0.28990716715650044,0.8854254422914911,0.404866922870538,0.4247431168364389,0.9411962931760741
ml-1m,2,Lap-EASE,rp3beta,3.0,sym,q2,4474,0.009382011514236236,0.017175072085336286,0.03822083147071972,0.017162446274001937,0.040935746609232354,0.09454626732230666
ml-1m,2,Lap-EASE,rp3beta,3.0,sym,q3,2899,0.0010704010711877483,0.0024337894293051244,0.0037944118661607453,0.0020965781663377257,0.005848212574669974,0.010003449465332874
ml-1m,2,Lap-EASE,rp3beta,3.0,sym,q4,1585,0.0,0.0,0.0,0.00016570948582788237,0.0006309148264984228,0.0006309148264984228
ml-1m,2,Lap-EASE,rp3beta,3.0,sym,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,2,GS-EASE,rp3beta,3.0,sym,overall,6004,0.3657042039692658,0.22283172901994275,0.880413057961359,0.36657939773545756,0.32978570398199486,0.9367088607594937
ml-1m,2,GS-EASE,rp3beta,3.0,sym,q1,5935,0.38789439980093154,0.2898961138281501,0.8854254422914911,0.40484193856758466,0.4247632552644733,0.9411962931760741
ml-1m,2,GS-EASE,rp3beta,3.0,sym,q2,4474,0.009388017417187353,0.017175072085336286,0.03822083147071972,0.017170289997450756,0.040935746609232354,0.09454626732230666
ml-1m,2,GS-EASE,rp3beta,3.0,sym,q3,2899,0.0010745284148738791,0.0024337894293051244,0.0037944118661607453,0.0021007055100238565,0.005848212574669974,0.010003449465332874
ml-1m,2,GS-EASE,rp3beta,3.0,sym,q4,1585,0.0,0.0,0.0,0.00016570948582788237,0.0006309148264984228,0.0006309148264984228
ml-1m,2,GS-EASE,rp3beta,3.0,sym,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,2,Lap-EASE,rp3beta,10.0,sym,overall,6004,0.36354761772797367,0.2194093303567428,0.8745836109260493,0.36180559948034996,0.3222745433561805,0.9322118587608261
ml-1m,2,Lap-EASE,rp3beta,10.0,sym,q1,5935,0.38689751468033196,0.2871402443147592,0.8817186183656276,0.40191319647498436,0.41927224079919045,0.9379949452401011
ml-1m,2,Lap-EASE,rp3beta,10.0,sym,q2,4474,0.006319804470199947,0.011868150810970214,0.025704067948144838,0.011247388803676405,0.027183925138354298,0.06057219490388914
ml-1m,2,Lap-EASE,rp3beta,10.0,sym,q3,2899,0.0003705238410779836,0.0003832739258748228,0.0006898930665746809,0.0012103234142594311,0.0032674102180828635,0.005519144532597447
ml-1m,2,Lap-EASE,rp3beta,10.0,sym,q4,1585,0.0,0.0,0.0,0.0,0.0,0.0
