dataset,seed,model,w_source,gamma,normalise,train_time_s,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k
ml-1m,0,Lap-EASE,binary,3.0,sym,0.4190034866333008,0.3695381772583542,0.2358885944863471,0.8833222370173103,0.2263771113846413,0.2646370023419204,0.7673799977610973,2.2912751109377876,0.369967671219307,0.208953299792351,0.9362516644474035,0.33324852239176805,0.3483606557377049,0.7578850048674597,2.4603551539981874,0.3695381772583542,0.2358885944863471,0.8833222370173103,0.2263771113846413,0.2646370023419204,0.7673799977610973,2.2912751109377876
ml-1m,0,GS-EASE,binary,3.0,sym,0.31485867500305176,0.1021110212294578,0.0519836244050932,0.43142476697736354,0.04735801172741286,0.31176814988290397,0.5907477666710428,3.04988756524091,0.1010923357263694,0.042489589930784825,0.5459387483355526,0.07710731294582182,0.3720725995316159,0.6171703267921818,3.0777693784995903,0.1021110212294578,0.0519836244050932,0.43142476697736354,0.04735801172741286,0.31176814988290397,0.5907477666710428,3.04988756524091
ml-1m,0,Lap-EASE,binary,10.0,sym,0.437511682510376,0.36623476415769507,0.23409826108650297,0.8769973368841545,0.22146577536040232,0.22131147540983606,0.7800056714504118,2.1833858587374557,0.3651718683252737,0.20592115309703424,0.9312583222370173,0.3254117539178121,0.29156908665105385,0.7653868636998058,2.350019685312572,0.36623476415769507,0.23409826108650297,0.8769973368841545,0.22146577536040232,0.22131147540983606,0.7800056714504118,2.1833858587374557
ml-1m,0,GS-EASE,binary,10.0,sym,0.32208681106567383,0.12531615165638357,0.06496187394824034,0.4986684420772304,0.059963062419594246,0.3047423887587822,0.5923707231216528,3.1068853480810383,0.12365542612088135,0.053391767292469444,0.6113515312916112,0.09576075870839985,0.37382903981264637,0.6161579392446721,3.1385372748416476,0.12531615165638357,0.06496187394824034,0.4986684420772304,0.059963062419594246,0.3047423887587822,0.5923707231216528,3.1068853480810383
ml-1m,1,EASE,,0.0,,130.52265572547913,0.3623488874914095,0.22828379507659552,0.8771228771228772,0.22293921857668994,0.3129391100702576,0.7612990377256046,2.3852822063754466,0.36349761852879936,0.20270640009375476,0.9347319347319347,0.3275426777323132,0.40105386416861827,0.7512512548278971,2.5551994360475203,0.3623488874914095,0.22828379507659552,0.8771228771228772,0.22293921857668994,0.3129391100702576,0.7612990377256046,2.3852822063754466
ml-1m,1,Lap-EASE,rp3beta,1.0,sym,0.4574861526489258,0.3657238896045218,0.23175690881827504,0.8782883782883782,0.22363280262482357,0.2968384074941452,0.7644340209428968,2.3527969815923804,0.3671190527763783,0.2060014151006694,0.935064935064935,0.3300184916819984,0.3855386416861827,0.7560587729152648,2.5209357777280017,0.3657238896045218,0.23175690881827504,0.8782883782883782,0.22363280262482357,0.2968384074941452,0.7644340209428968,2.3527969815923804
ml-1m,1,GS-EASE,rp3beta,1.0,sym,0.34937334060668945,0.36575893572113677,0.23179282528276288,0.8782883782883782,0.22365218825985939,0.2968384074941452,0.764423117973414,2.352829609020062,0.3671274221542194,0.20601337879846618,0.935064935064935,0.3300173983305214,0.38583138173302106,0.7561840915786286,2.5210359639184707,0.36575893572113677,0.23179282528276288,0.8782883782883782,0.22365218825985939,0.2968384074941452,0.764423117973414,2.352829609020062
ml-1m,1,Lap-EASE,rp3beta,3.0,sym,0.47604966163635254,0.36726806181276583,0.233434386197283,0.8774558774558775,0.22363253669737013,0.2728337236533958,0.768500133628889,2.303015521616628,0.36766251673052736,0.2070100411317381,0.935064935064935,0.32929689777066723,0.3594847775175644,0.7598235369408008,2.4738816141798456,0.36726806181276583,0.233434386197283,0.8774558774558775,0.22363253669737013,0.2728337236533958,0.768500133628889,2.303015521616628
ml-1m,1,GS-EASE,rp3beta,3.0,sym,0.35276031494140625,0.36730462986145634,0.2334817363339189,0.8774558774558775,0.22364194074136404,0.2728337236533958,0.768454971351967,2.3030830511397995,0.36773174480346027,0.20707273541097007,0.935064935064935,0.329336552209354,0.3603629976580796,0.7602563020515902,2.474170334184361,0.36730462986145634,0.2334817363339189,0.8774558774558775,0.22364194074136404,0.2728337236533958,0.768454971351967,2.3030830511397995
ml-1m,1,Lap-EASE,rp3beta,10.0,sym,0.4771387577056885,0.36242580763746857,0.23085283357463063,0.8706293706293706,0.21790349528739741,0.23682669789227168,0.7839448972947118,2.206252028691351,0.3612765475272222,0.2032154373480566,0.9275724275724275,0.3202340268422475,0.3091334894613583,0.767539546942956,2.3769314525430714,0.36242580763746857,0.23085283357463063,0.8706293706293706,0.21790349528739741,0.23682669789227168,0.7839448972947118,2.206252028691351
