dataset,seed,model,w_source,gamma,normalise,train_time_s,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k
ml-1m,2,GS-EASE,rp3beta,3.0,sym,0.5630319118499756,0.3656328432361234,0.23167818039107715,0.880413057961359,0.22299466295384163,0.27839578454332553,0.7680072731042957,2.314026599231368,0.36676468695824727,0.20549435446747494,0.9372085276482345,0.33017589842301526,0.3609484777517564,0.7573118326630583,2.482559645758482,0.3656328432361234,0.23167818039107715,0.880413057961359,0.22299466295384163,0.27839578454332553,0.7680072731042957,2.314026599231368
ml-1m,2,Lap-EASE,rp3beta,10.0,sym,0.7555012702941895,0.36436857101409065,0.23191158986202864,0.8769153897401732,0.2203500787499395,0.24121779859484777,0.7759836888676159,2.2351063763418417,0.36259957878118637,0.20333549611153282,0.9332111925383078,0.32300915403175345,0.3120608899297424,0.7578567696582517,2.4056454006543264,0.36436857101409065,0.23191158986202864,0.8769153897401732,0.2203500787499395,0.24121779859484777,0.7759836888676159,2.2351063763418417
ml-1m,2,GS-EASE,rp3beta,10.0,sym,0.5689458847045898,0.36438296111280677,0.23193095636020095,0.8767488341105929,0.22035836916316828,0.24121779859484777,0.7758755085606359,2.235330556773692,0.36264589331148156,0.20337284444997167,0.9332111925383078,0.3230434098788008,0.3120608899297424,0.7576749646577079,2.406076018900701,0.36438296111280677,0.23193095636020095,0.8767488341105929,0.22035836916316828,0.24121779859484777,0.7758755085606359,2.235330556773692
ml-1m,2,Lap-EASE,binary,0.3,sym,0.8574619293212891,0.3609650829277312,0.22635485039347245,0.8802465023317788,0.22230334491840667,0.30210772833723654,0.7585806813545493,2.3727043571696704,0.3638914972028281,0.2020623302928863,0.9388740839440373,0.3304022421050614,0.3940281030444965,0.7541166958530865,2.537870344899755,0.3609650829277312,0.22635485039347245,0.8802465023317788,0.22230334491840667,0.30210772833723654,0.7585806813545493,2.3727043571696704
ml-1m,2,GS-EASE,binary,0.3,sym,0.5538718700408936,0.16778279953314684,0.08811173886301382,0.6310792804796802,0.10217148800158601,0.35099531615925056,0.5998802577542133,2.8874007596398648,0.17448707794959048,0.07884241396345233,0.762491672218521,0.15942159610290493,0.430327868852459,0.6445857410252576,2.9265406211901297,0.16778279953314684,0.08811173886301382,0.6310792804796802,0.10217148800158601,0.35099531615925056,0.5998802577542133,2.8874007596398648
ml-1m,2,Lap-EASE,binary,1.0,sym,0.7291364669799805,0.3637529101574572,0.22926997663563164,0.881578947368421,0.22318789986316073,0.2889344262295082,0.7597630623825926,2.347654283242915,0.3657897014203701,0.20418432895148186,0.9377081945369754,0.33075100541791624,0.376463700234192,0.7534940159126677,2.51393230075145,0.3637529101574572,0.22926997663563164,0.881578947368421,0.22318789986316073,0.2889344262295082,0.7597630623825926,2.347654283242915
ml-1m,2,GS-EASE,binary,1.0,sym,0.5696389675140381,0.09879052488241157,0.04945176959796182,0.43087941372418387,0.05140503866554678,0.35040983606557374,0.6065572269559085,2.974122230437902,0.10241745309338868,0.04242659001873446,0.568454363757495,0.08635315316676309,0.4212529274004684,0.6376750917502763,3.0061283255021283,0.09879052488241157,0.04945176959796182,0.43087941372418387,0.05140503866554678,0.35040983606557374,0.6065572269559085,2.974122230437902
ml-1m,2,Lap-EASE,binary,3.0,sym,0.7682209014892578,0.36612595967540446,0.23228201604469112,0.8800799467021986,0.22291040522394684,0.2652224824355972,0.7657183658282265,2.2955011528897744,0.36697249276206034,0.20572024212550044,0.9368754163890739,0.3299839540435797,0.34250585480093676,0.7522478888718063,2.4647943786068662,0.36612595967540446,0.23228201604469112,0.8800799467021986,0.22291040522394684,0.2652224824355972,0.7657183658282265,2.2955011528897744
ml-1m,2,GS-EASE,binary,3.0,sym,0.548875093460083,0.09243633582979661,0.04582405464468216,0.4092271818787475,0.044223878791208426,0.3439695550351288,0.6019754489914526,3.0217451496926424,0.09363232800902849,0.038362689772191136,0.5301465689540307,0.07469121087024938,0.4153981264637002,0.6311761973107897,3.0564395174419747,0.09243633582979661,0.04582405464468216,0.4092271818787475,0.044223878791208426,0.3439695550351288,0.6019754489914526,3.0217451496926424
ml-1m,2,Lap-EASE,binary,10.0,sym,0.7605133056640625,0.3642595760064765,0.23233203503136146,0.8735842771485676,0.2191566617780301,0.22131147540983606,0.7739139074831947,2.1973553823182184,0.36256354674989205,0.2034249775561452,0.9332111925383078,0.322683234209291,0.2892271662763466,0.7570000397845431,2.3659928020753935,0.3642595760064765,0.23233203503136146,0.8735842771485676,0.2191566617780301,0.22131147540983606,0.7739139074831947,2.1973553823182184
ml-1m,2,GS-EASE,binary,10.0,sym,0.5416707992553711,0.11390385768655381,0.057447537756805785,0.47385076615589605,0.054687775019913586,0.33811475409836067,0.5925142257254181,3.10031889348442,0.11244818540668775,0.04744107919982043,0.5801132578281146,0.0870610347881659,0.43120608899297425,0.6343197994729017,3.1392616473094037,0.11390385768655381,0.057447537756805785,0.47385076615589605,0.054687775019913586,0.33811475409836067,0.5925142257254181,3.10031889348442
ml-1m,2,Lap-EASE,itemknn,0.3,sym,0.7034416198730469,0.3610421025038298,0.2264140639569421,0.880413057961359,0.22239151321391415,0.30327868852459017,0.7584419910535833,2.37489345507549,0.3638833245675308,0.20201824533447357,0.938707528314457,0.3305293053377963,0.3951990632318501,0.7538592173119156,2.5400482291041735,0.3610421025038298,0.2264140639569421,0.880413057961359,0.22239151321391415,0.30327868852459017,0.7584419910535833,2.37489345507549
ml-1m,2,GS-EASE,itemknn,0.3,sym,0.4094572067260742,0.3443042680991974,0.21117360839393376,0.8765822784810127,0.21507033743746315,0.39197892271662765,0.746356673345477,2.5360756518545573,0.34796407575787175,0.18818889580714576,0.9400399733510992,0.31960759752971296,0.48975409836065575,0.7456592098592969,2.685692714581344,0.3443042680991974,0.21117360839393376,0.8765822784810127,0.21507033743746315,0.39197892271662765,0.746356673345477,2.5360756518545573
ml-1m,2,Lap-EASE,itemknn,1.0,sym,0.7603182792663574,0.3638724868504659,0.22934337307818975,0.8807461692205196,0.22323533584937447,0.2962529274004684,0.7627226447190674,2.354094954389246,0.3656982658042465,0.20393814707975236,0.938707528314457,0.3310672879020478,0.382903981264637,0.7548041112245252,2.5201444256018193,0.3638724868504659,0.22934337307818975,0.8807461692205196,0.22323533584937447,0.2962529274004684,0.7627226447190674,2.354094954389246
ml-1m,2,GS-EASE,itemknn,1.0,sym,0.5554313659667969,0.2736169089857797,0.1549281066338742,0.818454363757495,0.1714005132401063,0.5061475409836066,0.7003159451439545,2.8516852127879195,0.28067113141435707,0.13751638951993445,0.9032311792138574,0.2648170417171164,0.5966042154566745,0.7097454166963602,2.945642465319347,0.2736169089857797,0.1549281066338742,0.818454363757495,0.1714005132401063,0.5061475409836066,0.7003159451439545,2.8516852127879195
ml-1m,2,Lap-EASE,itemknn,3.0,sym,0.7229821681976318,0.36550554801385904,0.23172892535718603,0.8809127248501,0.22261813805431988,0.275175644028103,0.7673380157908911,2.3093607471911044,0.36664675513897454,0.20548217440613242,0.9365423051299134,0.3297740591041977,0.35743559718969553,0.7569128498009245,2.477608571891812,0.36550554801385904,0.23172892535718603,0.8809127248501,0.22261813805431988,0.275175644028103,0.7673380157908911,2.3093607471911044
ml-1m,2,GS-EASE,itemknn,3.0,sym,0.5874958038330078,0.2041366967061829,0.10672608601173585,0.7226848767488341,0.1234694185414808,0.5547423887587822,0.6526336532021748,3.120781556441774,0.21077963516438067,0.09306130685703802,0.8302798134576949,0.19895420570753417,0.6434426229508197,0.6709137644967051,3.172406646428563,0.2041366967061829,0.10672608601173585,0.7226848767488341,0.1234694185414808,0.5547423887587822,0.6526336532021748,3.120781556441774
ml-1m,2,Lap-EASE,itemknn,10.0,sym,0.7454769611358643,0.3632806327747149,0.2312835709101046,0.8749167221852099,0.219007258351323,0.23975409836065573,0.7778022222059531,2.2251750964602746,0.36187956096807006,0.2027876559767644,0.9327115256495669,0.32225604918239814,0.31030444964871196,0.7606573919273942,2.394395691652732,0.3632806327747149,0.2312835709101046,0.8749167221852099,0.219007258351323,0.23975409836065573,0.7778022222059531,2.2251750964602746
ml-1m,2,GS-EASE,itemknn,10.0,sym,0.6016905307769775,0.19454508862486872,0.10080403106692622,0.7055296469020653,0.1176374286685891,0.5415690866510539,0.6383579775645065,3.2023171153525922,0.20147821464479232,0.08817621473883556,0.8171219187208527,0.18949741355749222,0.6235362997658079,0.6551711144057326,3.2418791915036222,0.19454508862486872,0.10080403106692622,0.7055296469020653,0.1176374286685891,0.5415690866510539,0.6383579775645065,3.2023171153525922
ml-1m,3,EASE,,0.0,,132.65185570716858,0.35706225986659396,0.22511819628899288,0.8726093464160984,0.21893095713123753,0.3100117096018735,0.7587483335995178,2.3860019783333133,0.35794709456288604,0.19932866889775816,0.9248295360053218,0.3234195007622611,0.4016393442622951,0.7525223895359858,2.551157214359107,0.35706225986659396,0.22511819628899288,0.8726093464160984,0.21893095713123753,0.3100117096018735,0.7587483335995178,2.3860019783333133
ml-1m,3,Lap-EASE,rp3beta,0.3,sym,0.7085285186767578,0.3584566249265017,0.22672429721745488,0.8719441210710128,0.2192895682609186,0.3059133489461358,0.7597252842127544,2.377054064754325,0.3595449189750497,0.2008252632449725,0.9259936803592217,0.3242274310622097,0.39607728337236536,0.7531781534195003,2.541980475577063,0.3584566249265017,0.22672429721745488,0.8719441210710128,0.2192895682609186,0.3059133489461358,0.7597252842127544,2.377054064754325
ml-1m,3,GS-EASE,rp3beta,0.3,sym,0.5342588424682617,0.3584319373191575,0.22670661727003938,0.8719441210710128,0.21928722591815422,0.3059133489461358,0.7596859754423628,2.3771325243882546,0.35952865046083665,0.2008123343818685,0.9259936803592217,0.32422549726760186,0.39607728337236536,0.7531605394520298,2.5420169203493077,0.3584319373191575,0.22670661727003938,0.8719441210710128,0.21928722591815422,0.3059133489461358,0.7596859754423628,2.3771325243882546
ml-1m,3,Lap-EASE,rp3beta,1.0,sym,0.7416164875030518,0.3605483244407377,0.22899558426089237,0.8717778147347414,0.2198915306179167,0.29713114754098363,0.7623880279099717,2.3574545132758518,0.3616153248621892,0.2027156609724769,0.9253284550141361,0.325533856493397,0.3855386416861827,0.7545145603912353,2.523631566350453,0.3605483244407377,0.22899558426089237,0.8717778147347414,0.2198915306179167,0.29713114754098363,0.7623880279099717,2.3574545132758518
ml-1m,3,GS-EASE,rp3beta,1.0,sym,0.5436091423034668,0.3605257191424905,0.22896425516822397,0.87161150839847,0.21986607151337503,0.29713114754098363,0.7623169176144626,2.3575866525444673,0.3616152057554397,0.20271213326316348,0.9253284550141361,0.325524617252493,0.3855386416861827,0.7544875877007056,2.5236732812300056,0.3605257191424905,0.22896425516822397,0.87161150839847,0.21986607151337503,0.29713114754098363,0.7623169176144626,2.3575866525444673
ml-1m,3,Lap-EASE,rp3beta,3.0,sym,0.6991233825683594,0.3622271494654438,0.23137994209300525,0.8682853816730417,0.21927463686704765,0.2775175644028103,0.7676529614807861,2.3144508157478922,0.36272065858317365,0.20424950374446504,0.9266589057043073,0.3252350400533089,0.3635831381733021,0.7578035164283077,2.4844729406531667,0.3622271494654438,0.23137994209300525,0.8682853816730417,0.21927463686704765,0.2775175644028103,0.7676529614807861,2.3144508157478922
ml-1m,3,GS-EASE,rp3beta,3.0,sym,0.5339181423187256,0.36226493541998245,0.23139871095095588,0.8682853816730417,0.21929819185484678,0.2775175644028103,0.7676105077535944,2.314537022847564,0.3627251077780643,0.20424999772485436,0.9266589057043073,0.3252298132827403,0.3638758782201405,0.7579209246150638,2.4846251666111376,0.36226493541998245,0.23139871095095588,0.8682853816730417,0.21929819185484678,0.2775175644028103,0.7676105077535944,2.314537022847564
ml-1m,3,Lap-EASE,rp3beta,10.0,sym,0.6974968910217285,0.3575108188073264,0.22873694415123993,0.8644603359387992,0.2133383387460942,0.24063231850117095,0.7744476990850724,2.237203140162985,0.356336530543377,0.20043822074922912,0.9220023282887078,0.3165783288548063,0.3170374707259953,0.7615279697927497,2.4058434295885545,0.3575108188073264,0.22873694415123993,0.8644603359387992,0.2133383387460942,0.24063231850117095,0.7744476990850724,2.237203140162985
ml-1m,3,GS-EASE,rp3beta,10.0,sym,0.5522809028625488,0.357496261704292,0.22872646531218135,0.8644603359387992,0.21328569548391815,0.24092505854800936,0.7745862498406146,2.237468345893845,0.3564063750654245,0.20046834423007012,0.9221686346249792,0.3167132619214557,0.3176229508196721,0.7618240356340065,2.406127884147064,0.357496261704292,0.22872646531218135,0.8644603359387992,0.21328569548391815,0.24092505854800936,0.7745862498406146,2.237468345893845
ml-1m,3,Lap-EASE,binary,0.3,sym,0.7208430767059326,0.35835033827553653,0.22667321424538425,0.8719441210710128,0.21893341700377245,0.3044496487119438,0.7599523468382607,2.374207761722064,0.359596852266766,0.20089195879559804,0.9256610676866789,0.3241354937236086,0.39285714285714285,0.752378118646559,2.539394704585283,0.35835033827553653,0.22667321424538425,0.8719441210710128,0.21893341700377245,0.3044496487119438,0.7599523468382607,2.374207761722064
ml-1m,3,GS-EASE,binary,0.3,sym,0.5310468673706055,0.1627927531821194,0.08516926016977491,0.6204889406286379,0.09857996835004268,0.35714285714285715,0.6061764810124513,2.88541680532546,0.16912862434289255,0.07624004784740095,0.7445534674871113,0.15351929945989556,0.4329625292740047,0.6467619684058441,2.924687403808357,0.1627927531821194,0.08516926016977491,0.6204889406286379,0.09857996835004268,0.35714285714285715,0.6061764810124513,2.88541680532546
ml-1m,3,Lap-EASE,binary,1.0,sym,0.698939323425293,0.3603496287251258,0.22892339577761245,0.8719441210710128,0.21925753120922004,0.29010538641686184,0.7608719956407939,2.3486689008233226,0.36142343261591126,0.20270668656121726,0.9249958423415933,0.3249309025880602,0.3788056206088993,0.7535977818281925,2.515811638339229,0.3603496287251258,0.22892339577761245,0.8719441210710128,0.21925753120922004,0.29010538641686184,0.7608719956407939,2.3486689008233226
ml-1m,3,GS-EASE,binary,1.0,sym,0.530803918838501,0.09526562392510479,0.04742386323396812,0.41460169632462995,0.04919997467176306,0.349824355971897,0.6044440393095296,2.9751430564241432,0.09916150448320943,0.0409562299627898,0.5524696490936305,0.08329801229190839,0.42564402810304447,0.6397475460665121,3.00604711348848,0.09526562392510479,0.04742386323396812,0.41460169632462995,0.04919997467176306,0.349824355971897,0.6044440393095296,2.9751430564241432
ml-1m,3,Lap-EASE,binary,3.0,sym,0.7037131786346436,0.3622622607385777,0.23146235840025287,0.8674538499916847,0.21913195021347295,0.26434426229508196,0.7643136806391615,2.297175599490942,0.36240393436918966,0.20417565927788417,0.9259936803592217,0.3242074262125593,0.3474824355971897,0.7546576632404574,2.466138875465883,0.3622622607385777,0.23146235840025287,0.8674538499916847,0.21913195021347295,0.26434426229508196,0.7643136806391615,2.297175599490942
ml-1m,3,GS-EASE,binary,3.0,sym,0.5257358551025391,0.08961588407248129,0.044775629669980596,0.3931481789456178,0.04247514951722884,0.3422131147540984,0.6010054064496981,3.0202134559232694,0.09078271099537748,0.03735626361205441,0.5085647763179777,0.07160142079325083,0.41978922716627637,0.6340942022178353,3.056831362584152,0.08961588407248129,0.044775629669980596,0.3931481789456178,0.04247514951722884,0.3422131147540984,0.6010054064496981,3.0202134559232694
ml-1m,3,Lap-EASE,binary,10.0,sym,0.6905131340026855,0.35782137427355554,0.22922175016719673,0.8629635789123565,0.21316659056830375,0.22804449648711944,0.7784751779787356,2.2015635616790825,0.3565521795150674,0.20072461297024094,0.9226675536337935,0.31669364834557,0.2918618266978923,0.7583296872156466,2.3683916655075876,0.35782137427355554,0.22922175016719673,0.8629635789123565,0.21316659056830375,0.22804449648711944,0.7784751779787356,2.2015635616790825
ml-1m,3,GS-EASE,binary,10.0,sym,0.5379548072814941,0.11135174362521469,0.056737542067353264,0.45883918177282557,0.0534313974736729,0.3387002341920375,0.5975543625515505,3.094916560041063,0.11021715337171188,0.04673051001481511,0.5742557791451854,0.08556644732040654,0.4212529274004684,0.6275364923370224,3.135056289166199,0.11135174362521469,0.056737542067353264,0.45883918177282557,0.0534313974736729,0.3387002341920375,0.5975543625515505,3.094916560041063
ml-1m,3,Lap-EASE,itemknn,0.3,sym,0.6997594833374023,0.3584346130569191,0.22667201728182204,0.8722767337435556,0.21932963555423896,0.30562060889929743,0.7597863632627393,2.3766892420836294,0.3594735664533339,0.20079604891105296,0.9256610676866789,0.32407006186285175,0.39490632318501173,0.7527407691045482,2.541414276636463,0.3584346130569191,0.22667201728182204,0.8722767337435556,0.21932963555423896,0.30562060889929743,0.7597863632627393,2.3766892420836294
ml-1m,3,GS-EASE,itemknn,0.3,sym,0.5367467403411865,0.3401713049763539,0.21005082145546158,0.8632961915848993,0.2090930009837996,0.3992974238875878,0.7510322941544543,2.5361894946125756,0.3431252234606098,0.1866902748058714,0.9236653916514219,0.3128680117057895,0.4929742388758782,0.7455937807750666,2.689831724124976,0.3401713049763539,0.21005082145546158,0.8632961915848993,0.2090930009837996,0.3992974238875878,0.7510322941544543,2.5361894946125756
ml-1m,3,Lap-EASE,itemknn,1.0,sym,0.7139453887939453,0.36050452153327334,0.22892796255002543,0.8714452020621986,0.2199111271867225,0.29771662763466045,0.763608020053568,2.3555701988867583,0.3615394499182451,0.2026077321731307,0.9256610676866789,0.3256929723891056,0.38378220140515223,0.754185293674029,2.521510977911391,0.36050452153327334,0.22892796255002543,0.8714452020621986,0.2199111271867225,0.29771662763466045,0.763608020053568,2.3555701988867583
ml-1m,3,GS-EASE,itemknn,1.0,sym,0.5384392738342285,0.27243469867976033,0.15509953066541768,0.8072509562614335,0.16953008376641576,0.5040983606557377,0.699310243987427,2.8487483223336825,0.2782338887692905,0.13716600898046488,0.8923998004323965,0.260751925330867,0.6015807962529274,0.712743670142105,2.9416791859141966,0.27243469867976033,0.15509953066541768,0.8072509562614335,0.16953008376641576,0.5040983606557377,0.699310243987427,2.8487483223336825
ml-1m,3,Lap-EASE,itemknn,3.0,sym,0.7148680686950684,0.3621472178947772,0.231116110933659,0.8691169133543988,0.21937173734415052,0.2772248243559719,0.7686972137629997,2.3109823371933036,0.3625095043467292,0.2040225215760202,0.9271578247131216,0.32502414611872493,0.3624121779859485,0.7584514918806775,2.480174351188514,0.3621472178947772,0.231116110933659,0.8691169133543988,0.21937173734415052,0.2772248243559719,0.7686972137629997,2.3109823371933036
ml-1m,3,GS-EASE,itemknn,3.0,sym,0.5587141513824463,0.20335359112791895,0.10728146649756969,0.7048062531182439,0.12298936689084371,0.5594262295081968,0.6562733473949649,3.1159891155146284,0.2108861379714762,0.09395642384376666,0.8245468152336604,0.19912088297011124,0.6437353629976581,0.6739788590538296,3.1624779128485803,0.20335359112791895,0.10728146649756969,0.7048062531182439,0.12298936689084371,0.5594262295081968,0.6562733473949649,3.1159891155146284
ml-1m,3,Lap-EASE,itemknn,10.0,sym,0.7028470039367676,0.35739150813350057,0.22859655165969656,0.863129885248628,0.21304191391259766,0.24121779859484777,0.7780245955768974,2.2284203098452937,0.35616290608193146,0.2002408456715939,0.9226675536337935,0.3164276185307029,0.3155737704918033,0.7641837860887064,2.395578666680476,0.35739150813350057,0.22859655165969656,0.863129885248628,0.21304191391259766,0.24121779859484777,0.7780245955768974,2.2284203098452937
ml-1m,3,GS-EASE,itemknn,10.0,sym,0.5605230331420898,0.19370607173907825,0.10092647941616545,0.6923332778978879,0.11610736358616157,0.542447306791569,0.6400689852683819,3.2004272023015514,0.20069350282078924,0.0880614740470276,0.8109096956594046,0.1892667098639893,0.6302693208430913,0.6600279746877584,3.2375073997180763,0.19370607173907825,0.10092647941616545,0.6923332778978879,0.11610736358616157,0.542447306791569,0.6400689852683819,3.2004272023015514
ml-1m,4,EASE,,0.0,,131.63821601867676,0.3602199710712781,0.22636381640845926,0.8736263736263736,0.22263170160415102,0.31059718969555034,0.7588552195526748,2.3826147347901783,0.36241559929929296,0.20251274440390268,0.9302364302364302,0.32716994336340544,0.3984192037470726,0.7506592966181505,2.5499964162059165,0.3602199710712781,0.22636381640845926,0.8736263736263736,0.22263170160415102,0.31059718969555034,0.7588552195526748,2.3826147347901783
ml-1m,4,Lap-EASE,rp3beta,0.3,sym,0.705777645111084,0.36230950360228714,0.22832943619012214,0.8742923742923743,0.22358396208469103,0.305327868852459,0.759473604056538,2.372753273541725,0.36412301744759423,0.20402888325281596,0.9309024309024309,0.328270661404138,0.3937353629976581,0.7516951573828896,2.5411649402813015,0.36230950360228714,0.22832943619012214,0.8742923742923743,0.22358396208469103,0.305327868852459,0.759473604056538,2.372753273541725
ml-1m,4,GS-EASE,rp3beta,0.3,sym,0.5243396759033203,0.36232009647411517,0.22833490690987854,0.8742923742923743,0.22359321209394104,0.305327868852459,0.7594720715526084,2.3727614359387132,0.36408939760807163,0.204016211530222,0.9307359307359307,0.3281782439010062,0.3937353629976581,0.7516877546245575,2.5411953113649397,0.36232009647411517,0.22833490690987854,0.8742923742923743,0.22359321209394104,0.305327868852459,0.7594720715526084,2.3727614359387132
ml-1m,4,Lap-EASE,rp3beta,1.0,sym,0.696232795715332,0.36508713489758776,0.23124884505978607,0.8747918747918748,0.2248267913272967,0.29566744730679156,0.7627225579700827,2.350892565477998,0.3663473875528795,0.20616411231107654,0.9305694305694305,0.32967558806611524,0.3864168618266979,0.7554366845275937,2.5220587645839894,0.36508713489758776,0.23124884505978607,0.8747918747918748,0.2248267913272967,0.29566744730679156,0.7627225579700827,2.350892565477998
ml-1m,4,GS-EASE,rp3beta,1.0,sym,0.5521023273468018,0.36508969051706563,0.23125325202847877,0.8747918747918748,0.2248267913272967,0.29566744730679156,0.7627032703270327,2.3509334985346406,0.3663490277808083,0.20616404917771003,0.9305694305694305,0.32968302110926256,0.3864168618266979,0.7554312480448844,2.5220732732352333,0.36508969051706563,0.23125325202847877,0.8747918747918748,0.2248267913272967,0.29566744730679156,0.7627032703270327,2.3509334985346406
ml-1m,4,Lap-EASE,rp3beta,3.0,sym,0.7040791511535645,0.3680300895240123,0.23438193821484637,0.8766233766233766,0.22501191209092383,0.2778103044496487,0.7691772926757121,2.3086161641613088,0.3679265496068116,0.2081363872542201,0.9304029304029304,0.32941747450034253,0.36621779859484777,0.7601629518895705,2.4820461532353257,0.3680300895240123,0.23438193821484637,0.8766233766233766,0.22501191209092383,0.2778103044496487,0.7691772926757121,2.3086161641613088
ml-1m,4,GS-EASE,rp3beta,3.0,sym,0.5551774501800537,0.36806739389554816,0.23441236083455472,0.8766233766233766,0.22502570331848318,0.2778103044496487,0.7690917442234619,2.308857649078118,0.3679785056607544,0.2081610789134021,0.9305694305694305,0.3295222969265935,0.36621779859484777,0.7600950341957535,2.4821850057400088,0.36806739389554816,0.23441236083455472,0.8766233766233766,0.22502570331848318,0.2778103044496487,0.7690917442234619,2.308857649078118
ml-1m,4,Lap-EASE,rp3beta,10.0,sym,0.7115206718444824,0.36444659399093216,0.2328705464823662,0.8692973692973693,0.2193175294617718,0.24531615925058547,0.7800876529993475,2.2319049939535485,0.3624444890556842,0.20501967532776538,0.9264069264069265,0.3208470773060297,0.3167447306791569,0.7625505578832752,2.402839903281443,0.36444659399093216,0.2328705464823662,0.8692973692973693,0.2193175294617718,0.24531615925058547,0.7800876529993475,2.2319049939535485
ml-1m,4,GS-EASE,rp3beta,10.0,sym,0.5388128757476807,0.3644635495450536,0.23286628340270626,0.8696303696303697,0.21932421948751135,0.24531615925058547,0.7799120132055692,2.2323336664468294,0.36250641990689086,0.20505736306496067,0.9264069264069265,0.3209613341635317,0.3170374707259953,0.7626064301964579,2.4032165128779845,0.3644635495450536,0.23286628340270626,0.8696303696303697,0.21932421948751135,0.24531615925058547,0.7799120132055692,2.2323336664468294
ml-1m,4,Lap-EASE,binary,0.3,sym,0.6899082660675049,0.3624120660147762,0.22833322654396918,0.8744588744588745,0.22386874303745424,0.30327868852459017,0.7591801056086771,2.370092414796735,0.3640631413329829,0.20397741535644193,0.9310689310689311,0.32825537459395787,0.39139344262295084,0.7512463602216779,2.538789707134717,0.3624120660147762,0.22833322654396918,0.8744588744588745,0.22386874303745424,0.30327868852459017,0.7591801056086771,2.370092414796735
ml-1m,4,GS-EASE,binary,0.3,sym,0.5396082401275635,0.16686900809264116,0.08788714099371696,0.6323676323676324,0.10194007565613952,0.35509367681498827,0.6053669880545396,2.886468060380225,0.17324573465850715,0.07852663557432027,0.7557442557442557,0.1589168568637782,0.428864168618267,0.643499617561051,2.926860292872401,0.16686900809264116,0.08788714099371696,0.6323676323676324,0.10194007565613952,0.35509367681498827,0.6053669880545396,2.886468060380225
ml-1m,4,Lap-EASE,binary,1.0,sym,0.6967556476593018,0.365060270321799,0.2312311215386612,0.8757908757908758,0.2244591896321593,0.2903981264637002,0.7624178576799545,2.342534504205338,0.3661112906064967,0.20594743514106492,0.9314019314019314,0.3293195609494517,0.38144028103044497,0.7555716348118497,2.5145588907702097,0.365060270321799,0.2312311215386612,0.8757908757908758,0.2244591896321593,0.2903981264637002,0.7624178576799545,2.342534504205338
ml-1m,4,GS-EASE,binary,1.0,sym,0.5453734397888184,0.0984982989729006,0.049369348579949485,0.42773892773892774,0.05144463432568954,0.3521662763466042,0.6102965474536548,2.9743533677419993,0.10166960034896178,0.04217707110700614,0.5597735597735598,0.08652857635508902,0.4247658079625293,0.63999720701995,3.007895677983399,0.0984982989729006,0.049369348579949485,0.42773892773892774,0.05144463432568954,0.3521662763466042,0.6102965474536548,2.9743533677419993
ml-1m,4,Lap-EASE,binary,3.0,sym,0.7058868408203125,0.36780420492636134,0.2343880038140242,0.8762903762903763,0.22434780201108462,0.26639344262295084,0.7679424970633761,2.290661055702842,0.36733403241642976,0.20785453506766416,0.9302364302364302,0.3283719582038453,0.3515807962529274,0.758066302279458,2.464079015205199,0.36780420492636134,0.2343880038140242,0.8762903762903763,0.22434780201108462,0.26639344262295084,0.7679424970633761,2.290661055702842
ml-1m,4,GS-EASE,binary,3.0,sym,0.5281851291656494,0.09258476947140648,0.04639939685220296,0.40176490176490176,0.0445473798717086,0.3407494145199063,0.6018531582964572,3.022283222858424,0.09359685523731572,0.03882757019915439,0.518981018981019,0.07503288734167322,0.4153981264637002,0.6310547216466877,3.0591160274263345,0.09258476947140648,0.04639939685220296,0.40176490176490176,0.0445473798717086,0.3407494145199063,0.6018531582964572,3.022283222858424
ml-1m,4,Lap-EASE,binary,10.0,sym,0.7118687629699707,0.36395556934387385,0.2329414578188671,0.8672993672993673,0.218397791504699,0.22511709601873536,0.7789029349497489,2.193489906232858,0.36165184587042165,0.20462129452822533,0.9250749250749251,0.31985549527962864,0.2930327868852459,0.7605595536664467,2.364481332684435,0.36395556934387385,0.2329414578188671,0.8672993672993673,0.218397791504699,0.22511709601873536,0.7789029349497489,2.193489906232858
ml-1m,4,GS-EASE,binary,10.0,sym,0.528156042098999,0.11479302957986415,0.05894752456118669,0.46287046287046285,0.05499473878271659,0.34660421545667447,0.6050470081720083,3.0994608124602014,0.1134807998826915,0.04842541695141561,0.5799200799200799,0.08879239498759177,0.4238875878220141,0.628644617353181,3.1416434843326355,0.11479302957986415,0.05894752456118669,0.46287046287046285,0.05499473878271659,0.34660421545667447,0.6050470081720083,3.0994608124602014
ml-1m,4,Lap-EASE,itemknn,0.3,sym,0.6856882572174072,0.362373411594333,0.2283173141683629,0.8749583749583749,0.2237456956144151,0.3044496487119438,0.7591461102999564,2.3719989316732053,0.3640092541918281,0.20395432742130246,0.9305694305694305,0.3280123831959756,0.39344262295081966,0.751745290919398,2.540556860556458,0.362373411594333,0.2283173141683629,0.8749583749583749,0.2237456956144151,0.3044496487119438,0.7591461102999564,2.3719989316732053
