dataset,seed,model,w_source,gamma,normalise,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
ml-1m,0,Lap-EASE,rp3beta,3.0,sym,overall,6008,0.3697149996144647,0.22668764728695948,0.883988015978695,0.3705949366568134,0.3343230022631427,0.9377496671105193
ml-1m,0,Lap-EASE,rp3beta,3.0,sym,q1,5945,0.39014142858229006,0.2908385607645239,0.8874684608915054,0.40728089611169177,0.4254628449131937,0.9409587888982338
ml-1m,0,Lap-EASE,rp3beta,3.0,sym,q2,4408,0.009974476223526324,0.01832205696994113,0.042876588021778586,0.019420734935274707,0.04772254184374639,0.10549001814882032
ml-1m,0,Lap-EASE,rp3beta,3.0,sym,q3,2895,0.0011627262759037838,0.0021301093839953943,0.002763385146804836,0.0020068020675252946,0.004794528058776763,0.008981001727115717
ml-1m,0,Lap-EASE,rp3beta,3.0,sym,q4,1659,0.00039125014761395854,0.0009041591320072332,0.0012055455093429777,0.00039125014761395854,0.0009041591320072332,0.0012055455093429777
ml-1m,0,Lap-EASE,rp3beta,3.0,sym,q5,693,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,0,GS-EASE,rp3beta,3.0,sym,overall,6008,0.36972675955700113,0.2267055621800021,0.883988015978695,0.37057271570926,0.33426336169276283,0.9377496671105193
ml-1m,0,GS-EASE,rp3beta,3.0,sym,q1,5945,0.39015460425378157,0.29086547452035627,0.8874684608915054,0.4072501294820902,0.42538574387804584,0.9409587888982338
ml-1m,0,GS-EASE,rp3beta,3.0,sym,q2,4408,0.009976387238880285,0.01832205696994113,0.042876588021778586,0.019425198355391183,0.04772254184374639,0.10549001814882032
ml-1m,0,GS-EASE,rp3beta,3.0,sym,q3,2895,0.0011627262759037838,0.0021301093839953943,0.002763385146804836,0.002008323156714066,0.004794528058776763,0.008981001727115717
ml-1m,0,GS-EASE,rp3beta,3.0,sym,q4,1659,0.00039125014761395854,0.0009041591320072332,0.0012055455093429777,0.00039125014761395854,0.0009041591320072332,0.0012055455093429777
ml-1m,0,GS-EASE,rp3beta,3.0,sym,q5,693,0.0,0.0,0.0,0.0,0.0,0.0
