dataset,model,w_source,gamma,normalise,NDCG@10_mean,NDCG@10_std,NDCG@10_count,MAP@10_mean,MAP@10_std,MAP@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,Coverage@10_mean,Coverage@10_std,Coverage@10_count,Gini@10_mean,Gini@10_std,Gini@10_count,Novelty@10_mean,Novelty@10_std,Novelty@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,MAP@20_mean,MAP@20_std,MAP@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,Coverage@20_mean,Coverage@20_std,Coverage@20_count,Gini@20_mean,Gini@20_std,Gini@20_count,Novelty@20_mean,Novelty@20_std,Novelty@20_count
ml-1m,GS-EASE,rp3beta,1.0,sym,0.36466788211088974,0.002756926567417404,5,0.23104530991547706,0.0020054606353421076,5,0.8784511901641519,0.0056627381418505275,5,0.22374276939374757,0.0025939679192179886,5,0.2971311475409836,0.0018744508891782442,5,0.7628301373099049,0.0011246258392956926,5,2.3558913324147737,0.0029258230113661295,5,0.36616620865682087,0.0028546857223508376,5,0.205434127788009,0.002019114994228024,5,0.9334174475037891,0.005542693549625272,5,0.3302313473527091,0.003126993271375104,5,0.385655737704918,0.0018116801459913232,5,0.7547227084034362,0.0014688340384165057,5,2.5237878353220156,0.0019205000645889099,5
ml-1m,GS-EASE,rp3beta,3.0,sym,0.3666099121025524,0.002838642141968999,5,0.23339761588626096,0.0018883956548797459,5,0.8773864419717701,0.005835418079186377,5,0.22355063404991568,0.002763765618040333,5,0.27798594847775177,0.0007050113922009544,5,0.7679322871388574,0.000744992990616443,5,2.3138067017669752,0.002875880905185315,5,0.36725108233420334,0.0028814662716619525,5,0.2068824418752732,0.001986864527971715,5,0.9334835932527854,0.004748636074489746,5,0.3298771543424657,0.0032075072620290296,5,0.36428571428571427,0.002445737537963169,5,0.758504131603378,0.0011879604125523899,5,2.4841316970952088,0.0018202466048253007,5
ml-1m,GS-EASE,rp3beta,10.0,sym,0.363114252973124,0.003391959313067172,5,0.23170254859686817,0.002011609468860848,5,0.8722259502043809,0.005634477650921675,5,0.21874871811232074,0.0033602938547236823,5,0.24320843091334893,0.0025301276857531527,5,0.7772498214050136,0.0024038858922779027,5,2.2356700012859627,0.002017320186168299,5,0.3619423274753726,0.003428840765392035,5,0.20373014922962712,0.002129742676314741,5,0.9290890797040939,0.004750548303539131,5,0.3220463008395306,0.0038509835611297313,5,0.3174473067915691,0.0035769431836313705,5,0.761685623374557,0.0024817378057841962,5,2.4060656902986617,0.0017305264898687261,5
ml-1m,Lap-EASE,binary,0.3,sym,0.362207683772077,0.0027057050083503583,5,0.2284964505259759,0.00208116630016535,5,0.8778850120142632,0.005075732287720232,5,0.22292608099937058,0.0026109128009641188,5,0.30327868852459017,0.002038698518323196,5,0.7592598371818949,0.0014710474090512786,5,2.3730263751414022,0.0017507157021076172,5,0.3639301786344404,0.0026915002912754273,5,0.20336293551808943,0.001880282248577525,5,0.9337503702973127,0.005379103164872145,5,0.32878510796793126,0.00301951609056562,5,0.39227166276346603,0.0017685957221303264,5,0.7518280566602542,0.0018344728816134528,5,2.5400435687643452,0.001956963485323278,5
ml-1m,Lap-EASE,binary,1.0,sym,0.36457786699503825,0.0028040648970343845,5,0.23100083797066015,0.0019773696439389352,5,0.8786509460949382,0.0053243377065129525,5,0.22354488884200013,0.002863699708153757,5,0.2905152224824356,0.0015154776470192998,5,0.7613364449274405,0.0013084614050329084,5,2.3476461304828566,0.002979221267599058,5,0.3658415867867138,0.0027446391296165424,5,0.20525904986875934,0.0018562673717221142,5,0.9333175361950523,0.005292806300552345,5,0.3296586026308753,0.0030788693294855713,5,0.3789812646370023,0.002419315399460711,5,0.7537672871326644,0.0014911448563472672,5,2.516261621455118,0.002155188552353855,5
ml-1m,Lap-EASE,binary,3.0,sym,0.36658719966035924,0.0027222848789372547,5,0.23348173294517247,0.0017241990451127604,5,0.876953679928174,0.006274218794602662,5,0.22321055063971743,0.0026799934905009353,5,0.26563231850117097,0.000939508579384157,5,0.7658763980884287,0.0013168787642471682,5,2.295717408479325,0.0029615439659665616,5,0.36691867389119615,0.0028185582049419433,5,0.20676508168178298,0.001879413901503621,5,0.9331174701063591,0.004850358888614491,5,0.32903108948427073,0.003359978121234735,5,0.3480679156908665,0.003615072902584436,5,0.7552908838947087,0.0021909460521686653,5,2.466002987542413,0.0016628939605661344,5
ml-1m,Lap-EASE,binary,10.0,sym,0.363106816941091,0.0031231319451961244,5,0.23207158924554286,0.0018213012060310173,5,0.8701615860415632,0.005442545277025678,5,0.2179878011440982,0.002926975087622887,5,0.22447306791569085,0.0025131353666668333,5,0.7767397832326501,0.002168781319031979,5,2.197752870499423,0.0030139342557326284,5,0.36163478248293246,0.0032009045173688783,5,0.20376560143747816,0.0019874451608244918,5,0.9277571172671865,0.004252178683099303,5,0.32104444939997845,0.0033400956076755136,5,0.2926814988290398,0.0026297768947864007,5,0.7594663237176025,0.0020100787837470705,5,2.3666732052512,0.0015067551287578568,5
ml-1m,Lap-EASE,itemknn,0.3,sym,0.3622376411984661,0.00266960467744289,5,0.22850653052021355,0.0020635673380619245,5,0.8779848456746878,0.00492817673752956,5,0.22298092622404408,0.0024352943011155723,5,0.30491803278688523,0.002506306181850578,5,0.7595339627048979,0.0016988246757837977,5,2.3751414903907033,0.001892982772370064,5,0.3639016600162882,0.0027388597052125448,5,0.20333249019193236,0.0019151166593629008,5,0.9335172700568274,0.005344625930244976,5,0.328787819179421,0.003087826959884028,5,0.39414519906323187,0.0021372028393962426,5,0.7520987527565671,0.0017988234911945824,5,2.542090637330427,0.002005320255317602,5
ml-1m,Lap-EASE,itemknn,1.0,sym,0.3646482126912924,0.002808567774908153,5,0.23098476524950845,0.0020042278344725305,5,0.8784178512707411,0.005783825501823285,5,0.2237023764192644,0.00262438603844658,5,0.29701405152224825,0.0015845864874384555,5,0.7635331752653419,0.0009979053576170413,5,2.3539753596327757,0.0028907173863147607,5,0.36610110217543745,0.0029101082611393114,5,0.20535638317896251,0.002082050089469671,5,0.9336837480528658,0.005372708364450984,5,0.3301780600659954,0.0030135600686980297,5,0.38436768149882905,0.002526738363822021,5,0.7546562396285903,0.0016473216113316203,5,2.521908274668417,0.0019404348558061725,5
ml-1m,Lap-EASE,itemknn,3.0,sym,0.3664990455377519,0.002855697283740461,5,0.2332720151762037,0.0018959080331945831,5,0.8773196813527893,0.00562985321556117,5,0.22332066465294478,0.002677531753773956,5,0.2765222482435597,0.0008175784568951456,5,0.7683288106408008,0.0010219607913010734,5,2.3097937874680934,0.0028737570907438463,5,0.36713714213507775,0.002941224984015206,5,0.20678641271144502,0.0020356191923432674,5,0.9330838986959684,0.004368657245212093,5,0.3295840877533284,0.0032619046794639056,5,0.361943793911007,0.003060498838099573,5,0.7586866145363512,0.0014417292102892338,5,2.479469504808527,0.0017780052623687572,5
