model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,train_time_s,seed,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff
Hybrid-Score,0.3,200,0.3,200,6.790097951889038,4,0.3516348271298642,0.21949994651879573,0.8717948717948718,0.21836451351519412,0.2693208430913349,0.8272463406159059,2.122627316772129,0.3494016583279162,0.19262160091773242,0.9270729270729271,0.31576220518908643,0.35714285714285715,0.8227631794435073,2.27977816095295,0.3516348271298642,0.21949994651879573,0.8717948717948718,0.21836451351519412,0.2693208430913349,0.8272463406159059,2.122627316772129,4111561.0,1.1342700609257726e-44,6006,-1,-0.015447595202336923,0.0
Hybrid-Score,0.5,200,0.3,200,6.730892658233643,4,0.35495390548128797,0.22235508227075687,0.8707958707958708,0.21920628627057684,0.3047423887587822,0.7980162008980454,2.2629998235099156,0.35542466788570276,0.1972776449592963,0.9262404262404262,0.32063569678338305,0.3981264637002342,0.7923922278701689,2.427591689967253,0.35495390548128797,0.22235508227075687,0.8707958707958708,0.21920628627057684,0.3047423887587822,0.7980162008980454,2.2629998235099156,4361804.0,2.826046305251714e-33,6006,-1,-0.01212851685091324,0.0
Hybrid-Score,0.7,200,0.3,200,6.851064205169678,4,0.3524844269677957,0.21991093793247987,0.8706293706293706,0.21812376654043372,0.32669789227166274,0.7741794943407847,2.362785523956872,0.35434836279123155,0.1960982676437597,0.9292374292374292,0.32069992539156966,0.41656908665105385,0.7669480086556686,2.526361750664059,0.3524844269677957,0.21991093793247987,0.8706293706293706,0.21812376654043372,0.32669789227166274,0.7741794943407847,2.362785523956872,4280216.0,5.889128424393539e-48,6006,-1,-0.014597995364405536,0.0
Hybrid-Score,0.3,200,0.6,200,6.753117084503174,4,0.356630983649497,0.22421953573951872,0.8726273726273727,0.21991895337816822,0.2933255269320843,0.8268174938833623,2.1674383122335725,0.3555562598736948,0.19786798534615094,0.9262404262404262,0.319832249685029,0.38729508196721313,0.8213110019232468,2.3296792346680726,0.356630983649497,0.22421953573951872,0.8726273726273727,0.21991895337816822,0.2933255269320843,0.8268174938833623,2.1674383122335725,4412331.5,3.0803858321054725e-24,6006,-1,-0.010451438682704194,0.0
Hybrid-Score,0.5,200,0.6,200,6.825051784515381,4,0.3585031166209201,0.22583067314288965,0.8732933732933733,0.22057656946245477,0.3167447306791569,0.8003469112526416,2.2773776881439387,0.3588656091218879,0.20033757945714398,0.927905427905428,0.32315933812421854,0.4101288056206089,0.7935429547849249,2.4430075842578356,0.3585031166209201,0.22583067314288965,0.8732933732933733,0.22057656946245477,0.3167447306791569,0.8003469112526416,2.2773776881439387,4443261.0,1.497486821433453e-22,6006,-1,-0.008579305711281128,0.0
Hybrid-Score,0.7,200,0.6,200,6.71383810043335,4,0.35511968225155816,0.22238328879485342,0.8731268731268731,0.21942412176193943,0.3296252927400468,0.7758236434968229,2.3637603969458,0.3565858268541622,0.19798632507803773,0.9292374292374292,0.3223814356170706,0.422423887587822,0.7695930888238582,2.528745622130033,0.35511968225155816,0.22238328879485342,0.8731268731268731,0.21942412176193943,0.3296252927400468,0.7758236434968229,2.3637603969458,4413497.5,5.0633107084110575e-36,6006,-1,-0.011962740080643021,0.0
Hybrid-Score,0.3,500,0.3,200,6.856424808502197,4,0.35790830118627104,0.225326296147583,0.8721278721278721,0.22064789887528682,0.2429742388758782,0.8274829588082602,2.0874423596518605,0.35457483100704945,0.19703293973232933,0.9277389277389277,0.31836970869830444,0.319672131147541,0.8183506969221255,2.245769710146919,0.35790830118627104,0.225326296147583,0.8721278721278721,0.22064789887528682,0.2429742388758782,0.8274829588082602,2.0874423596518605,3731674.5,3.6529143355337875e-21,6006,-1,-0.00917412114593019,0.0
Hybrid-Score,0.5,500,0.3,200,7.906470775604248,4,0.3652105427429294,0.23196759930461744,0.875957375957376,0.22438566008430547,0.2728337236533958,0.8010515235837123,2.210618228146491,0.3641847671662423,0.2048046227364623,0.9300699300699301,0.3272130167102451,0.3594847775175644,0.792073371796499,2.379311543242981,0.3652105427429294,0.23196759930461744,0.875957375957376,0.22438566008430547,0.2728337236533958,0.8010515235837123,2.210618228146491,3565904.0,5.4591874482096e-05,6006,-1,-0.0018718795892717806,0.0
Hybrid-Score,0.7,500,0.3,200,15.849210262298584,4,0.3660480701328231,0.2326535906616689,0.8754578754578755,0.22466593344537428,0.28951990632318503,0.780136715323773,2.293936945570229,0.36591213432769243,0.20618985790068636,0.9310689310689311,0.32863168982538654,0.3788056206088993,0.7718364325010383,2.4639134602638517,0.3660480701328231,0.2326535906616689,0.8754578754578755,0.22466593344537428,0.28951990632318503,0.780136715323773,2.293936945570229,3627949.0,0.01164207244918014,6006,-1,-0.001034352199378119,0.0
Hybrid-Score,0.3,500,0.6,200,16.6385018825531,4,0.36060208271491306,0.22779060547980617,0.8746253746253746,0.22224632547080683,0.27107728337236536,0.8292836033656767,2.133608531190649,0.35876443374555456,0.20063668667870393,0.9277389277389277,0.32127691197781827,0.35655737704918034,0.8199959181486276,2.2980890479960743,0.36060208271491306,0.22779060547980617,0.8746253746253746,0.22224632547080683,0.27107728337236536,0.8292836033656767,2.133608531190649,4071333.5,8.41037948234223e-12,6006,-1,-0.006480339617288105,0.0
Hybrid-Score,0.5,500,0.6,200,8.774718999862671,4,0.3667915284842489,0.23351396322980786,0.876956376956377,0.22510073346095952,0.28366510538641687,0.8028551084278639,2.226344645527717,0.36549742583238415,0.20611294486913012,0.9314019314019314,0.32782299116868047,0.373536299765808,0.7931496403283238,2.3982397054443076,0.3667915284842489,0.23351396322980786,0.876956376956377,0.22510073346095952,0.28366510538641687,0.8028551084278639,2.226344645527717,3630948.5,0.07518084104687918,6006,-1,-0.0002908938479522886,0.0
Hybrid-Score,0.7,500,0.6,200,8.5643470287323,4,0.3666464230609619,0.2333243025660826,0.8761238761238761,0.2249147362937967,0.2939110070257611,0.7819923436457301,2.2969448098527603,0.36628310528250296,0.20655346184224396,0.9314019314019314,0.3287995029889093,0.3867096018735363,0.7746142326006065,2.4691954912883394,0.3666464230609619,0.2333243025660826,0.8761238761238761,0.2249147362937967,0.2939110070257611,0.7819923436457301,2.2969448098527603,3573897.5,0.08304459239145569,6006,-1,-0.00043599927123929823,0.0
