model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,train_time_s,seed,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff
Hybrid-Matrix,0.3,200,0.3,200,6.61523962020874,0,0.2765489525458555,0.16265987915793134,0.7934420772303595,0.16135921015237398,0.08665105386416862,0.8734971614424012,1.6621045741841143,0.2726706451513953,0.13961734385358224,0.8726697736351531,0.2353190107749251,0.12177985948477751,0.8636857587319471,1.7911730881935544,0.2765489525458555,0.16265987915793134,0.7934420772303595,0.16135921015237398,0.08665105386416862,0.8734971614424012,1.6621045741841143,2535778.5,0.0,6008,-1,-0.09298307947782862,-0.07471504028871911
Hybrid-Matrix,0.5,200,0.3,200,7.234831094741821,0,0.29217299876098207,0.1733837649835912,0.8164114513981359,0.17570799352034125,0.11387587822014052,0.8807373373633784,1.713521548820646,0.2882650510505966,0.14979019615337671,0.8874833555259654,0.25188098922328184,0.16100702576112413,0.877094116934996,1.8395429570143214,0.29217299876098207,0.1733837649835912,0.8164114513981359,0.17570799352034125,0.11387587822014052,0.8807373373633784,1.713521548820646,2782359.5,8.163101687649229e-279,6008,-1,-0.07735903326270205,-0.057540115014177634
Hybrid-Matrix,0.7,200,0.3,200,7.355417251586914,0,0.31271958299219105,0.18786527596194075,0.8398801597869507,0.19254534402931722,0.16393442622950818,0.8803916206962146,1.8111748482371632,0.3108174829099952,0.16422527632812373,0.9102862849533955,0.27766242491425336,0.21984777517564402,0.8754338201528011,1.937587297718256,0.31271958299219105,0.18786527596194075,0.8398801597869507,0.19254534402931722,0.16393442622950818,0.8803916206962146,1.8111748482371632,3160254.0,8.562950537772396e-200,6008,-1,-0.056812449031493066,-0.025357142432773525
Hybrid-Matrix,0.3,200,0.6,200,9.073977708816528,0,0.32298969004083294,0.19601089305130742,0.850699067909454,0.19838824703176394,0.22482435597189696,0.8812546812583224,1.9227497921485934,0.32187838460408036,0.17215950370602467,0.9191078561917443,0.28705671916605796,0.30679156908665106,0.8754116489718544,2.0682799803251206,0.32298969004083294,0.19601089305130742,0.850699067909454,0.19838824703176394,0.22482435597189696,0.8812546812583224,1.9227497921485934,3785824.5,1.0793242295135964e-144,6008,-1,-0.04654234198285118,-0.01813224154159568
Hybrid-Matrix,0.5,200,0.6,200,7.154106855392456,0,0.33417339380600225,0.20422619037134998,0.8643475366178429,0.20733875884537314,0.24443793911007025,0.872625282059051,1.9721628688203792,0.3335251316596702,0.18006462298802833,0.9257656458055925,0.3000288733010504,0.3296252927400468,0.8669708446760152,2.119753898131522,0.33417339380600225,0.20422619037134998,0.8643475366178429,0.20733875884537314,0.24443793911007025,0.872625282059051,1.9721628688203792,3982981.5,3.0821538891166966e-103,6008,-1,-0.035358638217681836,-0.005778459005252257
Hybrid-Matrix,0.7,200,0.6,200,9.259779691696167,0,0.3457374619368731,0.2135821801457551,0.872503328894807,0.21537678640712038,0.2701990632318501,0.857965688219247,2.0463453362653645,0.34577034665703416,0.18872435200447815,0.9350865512649801,0.3133291230802417,0.3632903981264637,0.8523292606902857,2.204220778627719,0.3457374619368731,0.2135821801457551,0.872503328894807,0.21537678640712038,0.2701990632318501,0.857965688219247,2.0463453362653645,4066001.5,1.3919516958640905e-64,6008,-1,-0.02379457008681099,0.0
Hybrid-Matrix,0.3,500,0.3,200,6.506600618362427,0,0.28040786998127903,0.1652684875748519,0.7982689747003995,0.16474045459226502,0.09192037470725996,0.8748013264691663,1.673637049402746,0.27651894127127,0.14196397540208602,0.8761651131824234,0.23967291854487893,0.13026932084309134,0.8672040649919956,1.8022139263377444,0.28040786998127903,0.1652684875748519,0.7982689747003995,0.16474045459226502,0.09192037470725996,0.8748013264691663,1.673637049402746,2640180.5,0.0,6008,-1,-0.0891241620424051,-0.07143632301515007
Hybrid-Matrix,0.5,500,0.3,200,6.8348963260650635,0,0.3003840154360594,0.17920918886307297,0.8260652463382158,0.18192230603785037,0.12763466042154567,0.8821541461537523,1.7396515627619304,0.2959107848297945,0.15486874309931803,0.8951398135818908,0.25909894497869024,0.17388758782201405,0.8758862201688433,1.8644960161976716,0.3003840154360594,0.17920918886307297,0.8260652463382158,0.18192230603785037,0.12763466042154567,0.8821541461537523,1.7396515627619304,3031500.0,8.765574134302762e-241,6008,-1,-0.06914801658762469,-0.0453038031714543
Hybrid-Matrix,0.7,500,0.3,200,6.712368965148926,0,0.32541922157693237,0.19722011044671603,0.8531957390146472,0.20187532783199072,0.18208430913348947,0.8739000732142779,1.8602610373998085,0.3223187612411338,0.1722480989520662,0.9192743009320905,0.28838459621769946,0.23946135831381732,0.868036953174089,1.987347726470718,0.32541922157693237,0.19722011044671603,0.8531957390146472,0.20187532783199072,0.18208430913348947,0.8739000732142779,1.8602610373998085,3528394.0,1.276150440170037e-141,6008,-1,-0.04411281044675179,-0.011779195542260937
Hybrid-Matrix,0.3,500,0.6,200,7.561267137527466,0,0.32685514684453126,0.19890787224911172,0.8551930758988016,0.20080611917128469,0.22921545667447307,0.8775413964862517,1.9406800187478292,0.32538800008202023,0.17472040684919712,0.9192743009320905,0.2899285063684455,0.3129391100702576,0.8722400067761227,2.086260084940927,0.32685514684453126,0.19890787224911172,0.8551930758988016,0.20080611917128469,0.22921545667447307,0.8775413964862517,1.9406800187478292,3867357.0,4.73134612771776e-129,6008,-1,-0.04267688517915284,-0.01497509897013656
Hybrid-Matrix,0.5,500,0.6,200,8.139249801635742,0,0.34061057984461096,0.20952740678402593,0.8690079893475366,0.21126442739809967,0.2502927400468384,0.8641856082727901,2.0070155959619673,0.33962919558773214,0.18472164704483857,0.9282623169107856,0.3051994420192125,0.3357728337236534,0.8585672605082209,2.154758448543984,0.34061057984461096,0.20952740678402593,0.8690079893475366,0.21126442739809967,0.2502927400468384,0.8641856082727901,2.0070155959619673,4171364.5,3.3193677183047053e-77,6008,-1,-0.02892145217907319,0.0
Hybrid-Matrix,0.7,500,0.6,200,6.5057244300842285,0,0.35450761579623563,0.221055063811785,0.8776631158455392,0.22078133302566813,0.27839578454332553,0.8439686796854107,2.1042600138641356,0.35442551128791006,0.19557329140697893,0.9364181091877497,0.32030625291332454,0.3709016393442623,0.8376991688009778,2.2630335904085315,0.35450761579623563,0.221055063811785,0.8776631158455392,0.22078133302566813,0.27839578454332553,0.8439686796854107,2.1042600138641356,4270366.0,5.6275858349629405e-33,6008,-1,-0.015024416227448446,0.0
Hybrid-Matrix,0.3,200,0.3,200,9.84927248954773,1,0.275204462694218,0.162231489929194,0.7875457875457875,0.15981901559139286,0.08167447306791568,0.8673465125078028,1.6556733283627654,0.2691096075685985,0.13761138417069577,0.8684648684648685,0.23057204091906028,0.12441451990632318,0.8675831227595934,1.7852586675819053,0.275204462694218,0.162231489929194,0.7875457875457875,0.15981901559139286,0.08167447306791568,0.8673465125078028,1.6556733283627654,2603338.0,0.0,6006,-1,-0.09138512383896051,-0.07414861528507455
Hybrid-Matrix,0.5,200,0.3,200,10.31292176246643,1,0.29019431605063994,0.17263582975246805,0.8085248085248086,0.1723308277146964,0.11592505854800937,0.8843559639014185,1.706552676790299,0.28512231615629247,0.1477262750812363,0.8896103896103896,0.24826268895246748,0.16129976580796254,0.8783598736411804,1.8336281446048357,0.29019431605063994,0.17263582975246805,0.8085248085248086,0.1723308277146964,0.11592505854800937,0.8843559639014185,1.706552676790299,2834402.5,1.3328494538836684e-270,6006,-1,-0.07639527048253852,-0.05945752150922981
Hybrid-Matrix,0.7,200,0.3,200,8.521708488464355,1,0.31068418904001627,0.18711920126673529,0.8341658341658341,0.18982080502963167,0.16774004683840749,0.8838984168827102,1.804801514718382,0.30712383878244265,0.16193688133334627,0.9099234099234099,0.27298339170541935,0.22540983606557377,0.8790638798431005,1.9337453753906195,0.31068418904001627,0.18711920126673529,0.8341658341658341,0.18982080502963167,0.16774004683840749,0.8838984168827102,1.804801514718382,3133299.0,1.4086016086289623e-195,6006,-1,-0.05590539749316223,-0.023733270258959882
Hybrid-Matrix,0.3,200,0.6,200,10.137799263000488,1,0.32063526438440154,0.19526399277320478,0.8448218448218449,0.19464277040189168,0.2306791569086651,0.8840621730215639,1.9184763135530767,0.3185058671045521,0.17001169654474937,0.9112554112554112,0.2830852239489146,0.3129391100702576,0.8775454666942037,2.0652541169347196,0.32063526438440154,0.19526399277320478,0.8448218448218449,0.19464277040189168,0.2306791569086651,0.8840621730215639,1.9184763135530767,3709645.5,1.1757705238437816e-141,6006,-1,-0.04595432214877691,-0.017204217053673976
Hybrid-Matrix,0.5,200,0.6,200,6.575985431671143,1,0.331764757724689,0.20359787004273963,0.8563103563103563,0.2030346336085762,0.24882903981264637,0.8751079508726567,1.968394836836693,0.33037379038334974,0.17827756674284168,0.9200799200799201,0.29508167945724867,0.33284543325526933,0.8681137830214349,2.116991255287853,0.331764757724689,0.20359787004273963,0.8563103563103563,0.2030346336085762,0.24882903981264637,0.8751079508726567,1.968394836836693,3860434.5,7.5021911789099115e-103,6006,-1,-0.034824828808489514,-0.006269331329496142
Hybrid-Matrix,0.7,200,0.6,200,10.85196304321289,1,0.34445323932499927,0.21314443099732217,0.8664668664668664,0.2117738156530504,0.272248243559719,0.8592289430999109,2.044840528289832,0.34299291505304735,0.1870248127913276,0.9300699300699301,0.30817916363019116,0.36153395784543324,0.8515186298182249,2.202726660704924,0.34445323932499927,0.21314443099732217,0.8664668664668664,0.2117738156530504,0.272248243559719,0.8592289430999109,2.044840528289832,4036489.0,1.649966331279422e-58,6006,-1,-0.02213634720817925,0.0
Hybrid-Matrix,0.3,500,0.3,200,9.660077571868896,1,0.2789689838116072,0.16493539343100003,0.7932067932067932,0.1624889272294764,0.08840749414519906,0.8713360590844035,1.667257805605524,0.27306041879676557,0.14024796379838303,0.8717948717948718,0.23431672839686007,0.13056206088992975,0.86868885972025,1.7960184505517283,0.2789689838116072,0.16493539343100003,0.7932067932067932,0.1624889272294764,0.08840749414519906,0.8713360590844035,1.667257805605524,2689241.0,1.6202635826873704e-305,6006,-1,-0.08762060272157134,-0.07075576072108061
Hybrid-Matrix,0.5,500,0.3,200,8.798325300216675,1,0.2979034446261495,0.1782997282437475,0.8173493173493174,0.17811731021990232,0.12617096018735363,0.8822236541494082,1.7325750304758865,0.293088883763116,0.153025504460852,0.8979353979353979,0.25638550580616276,0.17827868852459017,0.8797080040922405,1.8589391053494178,0.2979034446261495,0.1782997282437475,0.8173493173493174,0.17811731021990232,0.12617096018735363,0.8822236541494082,1.7325750304758865,3011855.0,1.8491548436067954e-238,6006,-1,-0.06868614190702903,-0.04706862235784892
Hybrid-Matrix,0.7,500,0.3,200,6.989282608032227,1,0.3229703379896122,0.1963467354326198,0.8489843489843489,0.19824488539479052,0.18501170960187355,0.8762757284909184,1.855856829329806,0.31870487680972986,0.1701716615655316,0.9162504162504163,0.2833418266867983,0.24502341920374707,0.8711880512955781,1.983969341239573,0.3229703379896122,0.1963467354326198,0.8489843489843489,0.19824488539479052,0.18501170960187355,0.8762757284909184,1.855856829329806,3448463.0,2.3765142490566287e-141,6006,-1,-0.04361924854356631,-0.010656937305833336
Hybrid-Matrix,0.3,500,0.6,200,7.6138787269592285,1,0.3243807694735004,0.19817159684294036,0.8486513486513486,0.1968895381325186,0.23507025761124123,0.8802079614034781,1.9373341939882875,0.3225437219472163,0.1729421463045212,0.913086913086913,0.2863933750016326,0.3161592505854801,0.8732593024259689,2.0834503406311273,0.3243807694735004,0.19817159684294036,0.8486513486513486,0.1968895381325186,0.23507025761124123,0.8802079614034781,1.9373341939882875,3827331.5,1.2744228679475825e-126,6006,-1,-0.042208817059678105,-0.013698058611371439
Hybrid-Matrix,0.5,500,0.6,200,12.813509941101074,1,0.33811465392642576,0.208822962777753,0.8588078588078588,0.206321643275994,0.2543911007025761,0.8668791890886254,2.0027685704534597,0.33657522184354716,0.1829182191576285,0.9222444222444223,0.300114154986624,0.33811475409836067,0.8591725013802936,2.153140566623839,0.33811465392642576,0.208822962777753,0.8588078588078588,0.206321643275994,0.2543911007025761,0.8668791890886254,2.0027685704534597,4098013.5,1.9540175133438792e-76,6006,-1,-0.028474932606752757,0.0
Hybrid-Matrix,0.7,500,0.6,200,11.765401601791382,1,0.35327092275275224,0.22083019278739235,0.8717948717948718,0.2163861144125648,0.28044496487119436,0.8456279976112961,2.100970829461512,0.35182132309253794,0.19409882673040263,0.9314019314019314,0.3150429639024961,0.36768149882903983,0.8359794266243312,2.2624235372738655,0.35327092275275224,0.22083019278739235,0.8717948717948718,0.2163861144125648,0.28044496487119436,0.8456279976112961,2.100970829461512,4302230.0,1.1057057735345525e-26,6006,-1,-0.013318663780426268,0.0
Hybrid-Matrix,0.3,200,0.3,200,6.2457451820373535,2,0.2749961250518595,0.16201921613020565,0.784477015323118,0.15934408454896415,0.08167447306791568,0.8664172511038042,1.658367640308577,0.26903975065124597,0.1373414811431035,0.8685876082611592,0.23099254097146404,0.11885245901639344,0.8612706061312163,1.7862455541658524,0.2749961250518595,0.16201921613020565,0.784477015323118,0.15934408454896415,0.08167447306791568,0.8664172511038042,1.658367640308577,2744755.5,8.768878253532978e-303,6004,-1,-0.0901342387119548,-0.07105509411059088
Hybrid-Matrix,0.5,200,0.3,200,7.9342687129974365,2,0.29003461738831426,0.17203492335629442,0.8121252498334444,0.1726545666170658,0.11241217798594848,0.8799061910115478,1.7096631337276305,0.28512723978765425,0.14734332275862147,0.8875749500333111,0.24979490393321868,0.16217798594847777,0.8781054808226525,1.8355547018910805,0.29003461738831426,0.17203492335629442,0.8121252498334444,0.1726545666170658,0.11241217798594848,0.8799061910115478,1.7096631337276305,3005058.0,1.522929862205915e-251,6004,-1,-0.07509574637550007,-0.053069348509963754
Hybrid-Matrix,0.7,200,0.3,200,8.447219610214233,2,0.31046850884187427,0.18595113359486218,0.8391072618254497,0.1906631612101083,0.17008196721311475,0.8843929634976566,1.806935060647662,0.3063950701414948,0.16079296816603283,0.9103930712858095,0.27353200566663377,0.22394613583138173,0.8777111772979234,1.935089566211146,0.31046850884187427,0.18595113359486218,0.8391072618254497,0.1906631612101083,0.17008196721311475,0.8843929634976566,1.806935060647662,3373085.5,3.0294281197336252e-179,6004,-1,-0.054661854921940055,-0.023511752794101587
Hybrid-Matrix,0.3,200,0.6,200,6.308190584182739,2,0.32136135105563884,0.19557731794324065,0.8439373750832778,0.19406581320414587,0.22745901639344263,0.8820726122524924,1.9207484045875771,0.3188885996703726,0.17004267259285633,0.9143904063957362,0.28284097039254613,0.3126463700234192,0.8771062737201416,2.0661874070749,0.32136135105563884,0.19557731794324065,0.8439373750832778,0.19406581320414587,0.22745901639344263,0.8820726122524924,1.9207484045875771,3984403.0,3.8003651326538305e-121,6004,-1,-0.04376901270817548,-0.015396320167624183
Hybrid-Matrix,0.5,200,0.6,200,6.315267324447632,2,0.3319431303174223,0.2029369189489278,0.8594270486342438,0.20369897550338864,0.2459016393442623,0.8729528330319469,1.9692738550647657,0.32988340123829046,0.17725916111657208,0.9255496335776149,0.2953645595810217,0.33401639344262296,0.8677744927278981,2.1192178808595035,0.3319431303174223,0.2029369189489278,0.8594270486342438,0.20369897550338864,0.2459016393442623,0.8729528330319469,1.9692738550647657,4074597.0,5.167201649416199e-89,6004,-1,-0.03318723344639203,-0.005356034580926858
Hybrid-Matrix,0.7,200,0.6,200,6.322809457778931,2,0.3428806095311058,0.21150472341945883,0.8699200532978014,0.21068386940601513,0.27459016393442626,0.8591832168746065,2.046352690250621,0.3426545044091994,0.1857384948793654,0.9342105263157895,0.31031031734397674,0.3632903981264637,0.8515785071569262,2.2041679166454213,0.3428806095311058,0.21150472341945883,0.8699200532978014,0.21068386940601513,0.27459016393442626,0.8591832168746065,2.046352690250621,4280097.5,2.2943861905456355e-54,6004,-1,-0.022249754232708554,0.0
Hybrid-Matrix,0.3,500,0.3,200,6.2929558753967285,2,0.2789931439197436,0.1647383179050113,0.7913057961359093,0.1624355289858008,0.08723653395784543,0.8684668833752889,1.670291345912293,0.27282564501745576,0.13973456617260865,0.8720852764823451,0.23450113561616254,0.1285128805620609,0.8661423515682027,1.7975630945167644,0.2789931439197436,0.1647383179050113,0.7913057961359093,0.1624355289858008,0.08723653395784543,0.8684668833752889,1.670291345912293,2833682.5,7.99958217876148e-289,6004,-1,-0.0861372198440707,-0.06714123695979679
Hybrid-Matrix,0.5,500,0.3,200,6.198350429534912,2,0.29768428515060547,0.17749765027102954,0.820786142571619,0.17827187144354234,0.12587822014051522,0.8809764807957485,1.7361145974145726,0.2925141044863896,0.15228030759778285,0.8939040639573618,0.256791539351935,0.17740046838407494,0.8782054812743099,1.861525954162817,0.29768428515060547,0.17749765027102954,0.820786142571619,0.17827187144354234,0.12587822014051522,0.8809764807957485,1.7361145974145726,3223185.5,1.3846452001924847e-218,6004,-1,-0.06744607861320887,-0.04084184967494009
