model,ease_lambda,rp3_beta,rp3_topK,gamma,bucket,NDCG@10_mean,NDCG@10_std,NDCG@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,n_users_mean,n_users_std,n_users_count
Hybrid-GraphReg,200,0.6,200,1.0,q4,0.019150042967532845,0.0026215973713248895,5,0.033230605566203185,0.004913687461737308,5,0.05687824063179688,0.007473624668736022,5,0.025225612593552982,0.002445591412581861,5,0.05393990475231637,0.004881419750052304,5,0.08991958746074835,0.007051104545587403,5,1647.8,38.15363678602605,5
Hybrid-GraphReg,200,0.6,200,1.0,q5,0.017242468339859353,0.0035504116352423646,5,0.02604779340654321,0.0044431605715632315,5,0.03973612978163865,0.006429084889237552,5,0.021375216997071563,0.003973989777639162,5,0.040770280857682806,0.006751272639565003,5,0.06232948351633146,0.00960707351656232,5,690.4,16.379865689315046,5
Hybrid-GraphReg,500,0.6,200,0.01,overall,0.3604037104803885,0.0026301105705055818,5,0.2224141586362684,0.002350058672666125,5,0.8778514349275449,0.005037666813794303,5,0.36228137713547004,0.002716937787778448,5,0.3278538891130256,0.003049928850982182,5,0.9333842970464744,0.005976404512678573,5,6007.4,3.4351128074635104,5
Hybrid-GraphReg,500,0.6,200,0.01,q1,0.38035997088807993,0.0024249738507492245,5,0.2854977915550343,0.002365278704671866,5,0.8804613763274223,0.004915774028364568,5,0.39724721232109395,0.0024452014078073995,5,0.41646548105091624,0.0031256576509869276,5,0.9347617490563588,0.00572392249335381,5,5941.2,4.147288270665454,5
Hybrid-GraphReg,500,0.6,200,0.01,q2,0.01307434367552975,0.0005433992866094627,5,0.024063824061360223,0.0012176277449062285,5,0.05669092003933701,0.0037649507222668735,5,0.023628648229526483,0.0006132325581045551,5,0.055704950938595066,0.0018615401421863756,5,0.13405836092837617,0.0025106282433632362,5,4440.2,45.146428430164846,5
Hybrid-GraphReg,500,0.6,200,0.01,q3,0.0017419156980697438,0.00038517385593922916,5,0.003836552054649317,0.0010890249112236062,5,0.005864302127531866,0.0015332849076165056,5,0.0037270138495147584,0.0005689801981490327,5,0.01047190147587165,0.0017964455185165821,5,0.017684576661169783,0.002581570096306632,5,2896.4,24.795160818191906,5
Hybrid-GraphReg,500,0.6,200,0.01,q4,0.00044254543517502457,0.00024909118572348727,5,0.000854975620581055,0.0004121185092116367,5,0.001204732732194231,0.0005844301026766541,5,0.000611492740037744,0.00029181434970585926,5,0.0014743650825893152,0.0007819288146752138,5,0.001817639051607104,0.0007243243170099435,5,1647.8,38.15363678602605,5
Hybrid-GraphReg,500,0.6,200,0.01,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,7.001823841405299e-05,0.00015656554075860955,5,0.000291970802919708,0.0006528665627736611,5,0.000291970802919708,0.0006528665627736611,5,690.4,16.379865689315046,5
Hybrid-GraphReg,500,0.6,200,0.05,overall,0.36040495730318184,0.0023089738274056013,5,0.22237004158133575,0.0022170975502765456,5,0.8776847021426146,0.004569447465963645,5,0.36263301013519933,0.002686898902293027,5,0.3284729208889599,0.0030782852724800373,5,0.933783869708121,0.006315643864434382,5,6007.4,3.4351128074635104,5
Hybrid-GraphReg,500,0.6,200,0.05,q1,0.3796056634467471,0.0021130302335282537,5,0.28481131770641943,0.001756301063611031,5,0.8797881226152583,0.004624342910437914,5,0.3966441873085534,0.002509280108722734,5,0.416028850935687,0.0030962205967714897,5,0.9348288397674152,0.0057758218231541555,5,5941.2,4.147288270665454,5
