dataset,seed,split_mode,graph_source,kernel,gamma,train_time_s,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff,kernel_build_s
ml-1m,2,random,rp3beta,inv_cosine,10.0,135.93743252754211,0.3640963873353272,0.23183570932660327,0.8742504996668887,0.21962800921525902,0.22833723653395785,0.7848976750542374,2.1859891464148875,0.3619834781567315,0.20287598841015383,0.9318787475016655,0.3222799944009435,0.29771662763466045,0.7683658943857159,2.3534440601725426,0.3640963873353272,0.23183570932660327,0.8742504996668887,0.21962800921525902,0.22833723653395785,0.7848976750542374,2.1859891464148875,5585859.0,1.0487781397885236e-05,6004,1,0.005231682183598021,0.0,4.321095943450928
ml-1m,3,random,-,EASE,0.0,145.22033548355103,0.35706225986659396,0.22511819628899288,0.8726093464160984,0.21893095713123753,0.3100117096018735,0.7587483335995178,2.3860019783333133,0.35794709456288604,0.19932866889775816,0.9248295360053218,0.3234195007622611,0.4016393442622951,0.7525223895359858,2.551157214359107,0.35706225986659396,0.22511819628899288,0.8726093464160984,0.21893095713123753,0.3100117096018735,0.7587483335995178,2.3860019783333133,,,0,0,,,
ml-1m,3,random,rp3beta,laplacian,1.0,138.83873677253723,0.3603899929188662,0.22895704256319252,0.8712788957259272,0.21932688856241497,0.29596018735363,0.7638919499014911,2.3520841446498486,0.36159691111796943,0.20274376260275423,0.9253284550141361,0.3254263989898727,0.38114754098360654,0.7539284187894995,2.518341555827195,0.3603899929188662,0.22895704256319252,0.8712788957259272,0.21932688856241497,0.29596018735363,0.7638919499014911,2.3520841446498486,2343744.0,4.804827402894403e-13,6013,1,0.0033277330522722324,0.0,0.00023365020751953125
ml-1m,3,random,rp3beta,laplacian,3.0,141.58671379089355,0.36219828753000904,0.23134455250061417,0.8682853816730417,0.21917281670413255,0.2725409836065574,0.7689327974136952,2.3020435509286146,0.3625213894256538,0.20418283401774684,0.9261599866954932,0.324628775176676,0.35802107728337235,0.7595245596927562,2.471550744752423,0.36219828753000904,0.23134455250061417,0.8682853816730417,0.21917281670413255,0.2725409836065574,0.7689327974136952,2.3020435509286146,4119006.5,1.1972331797343865e-10,6013,1,0.005136027663415149,0.0,0.00023365020751953125
ml-1m,3,random,rp3beta,laplacian,10.0,136.08890438079834,0.3572518275960121,0.2285891547150486,0.8641277232662564,0.21352867825086877,0.234192037470726,0.780561865957093,2.2094846610143697,0.35588195088974084,0.20019141585896041,0.9221686346249792,0.3161607302124457,0.30562060889929743,0.7651947440825848,2.3772108250512853,0.3572518275960121,0.2285891547150486,0.8641277232662564,0.21352867825086877,0.234192037470726,0.780561865957093,2.2094846610143697,5738362.5,0.644258031679911,6013,1,0.00018956772941812984,0.0,0.00023365020751953125
ml-1m,3,random,rp3beta,reg_laplacian,1.0,136.87021446228027,0.36050754241296545,0.22906472958229368,0.8711125893896557,0.21926124018348983,0.29361826697892274,0.7636013297211308,2.3482455190481373,0.3614930035513473,0.20271205788674526,0.9251621486778646,0.32522794437308195,0.3805620608899297,0.755196881116555,2.5142402150829497,0.36050754241296545,0.22906472958229368,0.8711125893896557,0.21926124018348983,0.29361826697892274,0.7636013297211308,2.3482455190481373,2361339.5,1.1675290801348428e-13,6013,1,0.003445282546371461,0.0,0.055467844009399414
ml-1m,3,random,rp3beta,reg_laplacian,3.0,135.77424907684326,0.36243836505296595,0.231517750215928,0.868784300681856,0.2192419291499311,0.2681498829039813,0.7688174530148288,2.293694389588579,0.36237131446222814,0.204087808125154,0.9263262930317645,0.3243275879722895,0.35304449648711944,0.7600591614795913,2.462309049834005,0.36243836505296595,0.231517750215928,0.868784300681856,0.2192419291499311,0.2681498829039813,0.7688174530148288,2.293694389588579,4122303.5,3.683668238438047e-11,6013,1,0.005376105186372052,0.0,0.055467844009399414
ml-1m,3,random,rp3beta,reg_laplacian,10.0,137.39622330665588,0.3569185955726077,0.2284983709762215,0.8627972725760852,0.21283276820769606,0.22950819672131148,0.7851495653974212,2.1876036832147547,0.3558345710711833,0.20012466139616752,0.922501247297522,0.31621674473855793,0.29713114754098363,0.7678580645055582,2.354275955617114,0.3569185955726077,0.2284983709762215,0.8627972725760852,0.21283276820769606,0.22950819672131148,0.7851495653974212,2.1876036832147547,5786947.0,0.5462576369457024,6013,-1,-0.0001436642939862595,0.0,0.055467844009399414
ml-1m,3,random,rp3beta,heat,1.0,141.82776284217834,0.3605788226697028,0.22909775908287563,0.8712788957259272,0.21942866025001767,0.2933255269320843,0.7635605555893037,2.3477822606153818,0.36150357891922524,0.2026975982515619,0.9251621486778646,0.3252498468961299,0.38026932084309134,0.7550674078372919,2.5140813221292113,0.3605788226697028,0.22909775908287563,0.8712788957259272,0.21942866025001767,0.2933255269320843,0.7635605555893037,2.3477822606153818,2362844.5,9.575655416305116e-14,6013,1,0.0035165628031088073,0.0,4.463604211807251
ml-1m,3,random,rp3beta,heat,3.0,137.12328052520752,0.3624505870857464,0.23153862943382478,0.8689506070181274,0.21922486272796665,0.26785714285714285,0.7687789388928725,2.2931444777045096,0.36235935327141305,0.20409851543429072,0.9263262930317645,0.3242793081266439,0.352751756440281,0.7601580945296256,2.4615557169565165,0.3624505870857464,0.23153862943382478,0.8689506070181274,0.21922486272796665,0.26785714285714285,0.7687789388928725,2.2931444777045096,4131056.5,4.6510535280858587e-11,6013,1,0.005388327219152445,0.0,4.463604211807251
ml-1m,3,random,rp3beta,heat,10.0,136.05797171592712,0.35700912830043663,0.22851056528148028,0.8629635789123565,0.2129408703353988,0.22862997658079626,0.7850740382606785,2.1856579658657354,0.35587416144924006,0.20006599807599762,0.9230001663063363,0.31647760400436,0.2965456674473068,0.76829859752701,2.351964456999436,0.35700912830043663,0.22851056528148028,0.8629635789123565,0.2129408703353988,0.22862997658079626,0.7850740382606785,2.1856579658657354,5789144.5,0.6124996027844238,6013,-1,-5.3131566157291916e-05,0.0,4.463604211807251
ml-1m,3,random,rp3beta,p_step_2,1.0,135.8440444469452,0.3602620966928404,0.22875495058849774,0.8704473640445701,0.21906533200603587,0.28659250585480095,0.7661271195351849,2.330163542588933,0.3611426627994523,0.20234874851447912,0.9256610676866789,0.3245816182075756,0.37265807962529274,0.7575553961441752,2.496146836458379,0.3602620966928404,0.22875495058849774,0.8704473640445701,0.21906533200603587,0.28659250585480095,0.7661271195351849,2.330163542588933,2637190.0,9.272715730262511e-10,6013,1,0.003199836826246426,0.0,0.6852588653564453
ml-1m,3,random,rp3beta,p_step_2,3.0,140.0372908115387,0.36122086098145734,0.23043191408536734,0.8684516880093132,0.21827639802440726,0.25175644028103045,0.7716413661872146,2.2540502334403194,0.36094925764352287,0.20305090334083886,0.9254947613504074,0.3224855683865123,0.33548009367681497,0.7646981569020466,2.421660869963479,0.36122086098145734,0.23043191408536734,0.8684516880093132,0.21827639802440726,0.25175644028103045,0.7716413661872146,2.2540502334403194,4431486.0,1.1114965758321142e-05,6013,1,0.004158601114863407,0.0,0.6852588653564453
ml-1m,3,random,rp3beta,p_step_2,10.0,140.55249571800232,0.3542439580610359,0.22623034851694682,0.8604689838682854,0.21001728115259166,0.20813817330210774,0.79724020365626,2.1114820589527015,0.3525997413355667,0.1977454697792612,0.9211707966073508,0.3122013143866379,0.27576112412177983,0.7833891042161656,2.2762651417821855,0.3542439580610359,0.22623034851694682,0.8604689838682854,0.21001728115259166,0.20813817330210774,0.79724020365626,2.1114820589527015,5685762.5,0.005823177922571472,6013,-1,-0.002818301805557981,0.0,0.6852588653564453
ml-1m,3,random,rp3beta,inv_cosine,1.0,135.05784225463867,0.3606746192587898,0.22916374376157442,0.87161150839847,0.2195943715346879,0.29361826697892274,0.7634444081691396,2.3484878254084487,0.3615408525666207,0.20276317963279694,0.9251621486778646,0.3252496556362186,0.38026932084309134,0.7547186254262801,2.5149134469909225,0.3606746192587898,0.22916374376157442,0.87161150839847,0.2195943715346879,0.29361826697892274,0.7634444081691396,2.3484878254084487,2321219.5,1.7634065152696104e-14,6013,1,0.0036123593921958547,0.0,4.305668830871582
ml-1m,3,random,rp3beta,inv_cosine,3.0,136.6366310119629,0.36244235193824315,0.2315306857817133,0.8689506070181274,0.21922190321421964,0.2690281030444965,0.769087398051411,2.294432898350271,0.3624028784228345,0.2041249906603787,0.9261599866954932,0.3243266847097897,0.3548009367681499,0.7609083921031385,2.462899144158272,0.36244235193824315,0.2315306857817133,0.8689506070181274,0.21922190321421964,0.2690281030444965,0.769087398051411,2.294432898350271,4129029.0,6.394739294254578e-11,6013,1,0.005380092071649164,0.0,4.305668830871582
ml-1m,3,random,rp3beta,inv_cosine,10.0,138.13302755355835,0.3571730026814321,0.22862140532248157,0.8632961915848993,0.2131542021260827,0.2300936768149883,0.7852920876692526,2.1879034083842046,0.35606191422305,0.2002692073688172,0.9223349409612506,0.3164729726442575,0.2988875878220141,0.7689730526725234,2.3544294803195935,0.3571730026814321,0.22862140532248157,0.8632961915848993,0.2131542021260827,0.2300936768149883,0.7852920876692526,2.1879034083842046,5770949.0,0.6551481821663299,6013,1,0.00011074281483815565,0.0,4.305668830871582
ml-1m,4,random,-,EASE,0.0,138.50340723991394,0.3602199710712781,0.22636381640845926,0.8736263736263736,0.22263170160415102,0.31059718969555034,0.7588552195526748,2.3826147347901783,0.36241559929929296,0.20251274440390268,0.9302364302364302,0.32716994336340544,0.3984192037470726,0.7506592966181505,2.5499964162059165,0.3602199710712781,0.22636381640845926,0.8736263736263736,0.22263170160415102,0.31059718969555034,0.7588552195526748,2.3826147347901783,,,0,0,,,
ml-1m,4,random,rp3beta,laplacian,1.0,136.04889297485352,0.36492940601166063,0.23099965366476136,0.8754578754578755,0.22471338394484922,0.29420374707259955,0.764004685198715,2.345519982960372,0.36615646979296707,0.20601882345700948,0.9300699300699301,0.32920857262107733,0.38378220140515223,0.7560027691606639,2.5169785117184826,0.36492940601166063,0.23099965366476136,0.8754578754578755,0.22471338394484922,0.29420374707259955,0.764004685198715,2.345519982960372,2322518.5,1.619957346249926e-26,6006,1,0.004709434940382437,0.0,2.384185791015625e-05
ml-1m,4,random,rp3beta,laplacian,3.0,136.18670010566711,0.36784793317944636,0.23434702462125928,0.8766233766233766,0.2244523143506958,0.2716627634660422,0.7697919896195757,2.2957634992059406,0.3676194444144426,0.2079382628763542,0.9299034299034299,0.3288109282423056,0.36007025761124123,0.7613606853850756,2.469732281152332,0.36784793317944636,0.23434702462125928,0.8766233766233766,0.2244523143506958,0.2716627634660422,0.7697919896195757,2.2957634992059406,3986588.5,6.1493348960296705e-21,6006,1,0.007627962108168192,0.0,2.384185791015625e-05
ml-1m,4,random,rp3beta,laplacian,10.0,135.31623077392578,0.3637145360064067,0.2323498049936542,0.8677988677988678,0.21851535695417892,0.23507025761124123,0.7839064215153879,2.2024753926523584,0.3615724273680277,0.2043204184915571,0.926073926073926,0.3202100785832693,0.30269320843091335,0.7644257418918927,2.3732722902501613,0.3637145360064067,0.2323498049936542,0.8677988677988678,0.21851535695417892,0.23507025761124123,0.7839064215153879,2.2024753926523584,5618336.0,0.00740598478724707,6006,1,0.0034945649351284746,0.0,2.384185791015625e-05
ml-1m,4,random,rp3beta,reg_laplacian,1.0,135.31294202804565,0.3650377969427366,0.23104280466950533,0.8756243756243757,0.22468042177396017,0.2918618266978923,0.7637657561428877,2.3417105076727367,0.36612331185727787,0.20595380194359555,0.9305694305694305,0.32921674124757505,0.38173302107728335,0.7561179873296437,2.513440554374287,0.3650377969427366,0.23104280466950533,0.8756243756243757,0.22468042177396017,0.2918618266978923,0.7637657561428877,2.3417105076727367,2333400.0,2.8360030458785173e-27,6006,1,0.004817825871458383,0.0,0.057294368743896484
ml-1m,4,random,rp3beta,reg_laplacian,3.0,135.0838713645935,0.3680443241672794,0.2345383934953096,0.8764568764568764,0.22458275092006558,0.2687353629976581,0.7713785851040753,2.286209194268828,0.36724341373985564,0.2077860969692003,0.9295704295704296,0.3279887444280268,0.35714285714285715,0.763103044496487,2.4602542451621505,0.3680443241672794,0.2345383934953096,0.8764568764568764,0.22458275092006558,0.2687353629976581,0.7713785851040753,2.286209194268828,3983385.5,7.746159473544345e-23,6006,1,0.007824353096001187,0.0,0.057294368743896484
ml-1m,4,random,rp3beta,reg_laplacian,10.0,147.8346302509308,0.36348414927572237,0.23231644554844666,0.8676323676323676,0.21826784457124865,0.2300936768149883,0.7884175197152297,2.180477937018577,0.3610546827008034,0.20406141240232842,0.9254079254079254,0.3192515186363074,0.2965456674473068,0.7690342562998043,2.3498187244975357,0.36348414927572237,0.23231644554844666,0.8676323676323676,0.21826784457124865,0.2300936768149883,0.7884175197152297,2.180477937018577,5687536.0,0.019752047150140627,6006,1,0.003264178204444173,0.0,0.057294368743896484
ml-1m,4,random,rp3beta,heat,1.0,155.1030571460724,0.3650304600015032,0.23101074898268775,0.8757908757908758,0.22474089590411464,0.2918618266978923,0.7638579741889673,2.341488032770532,0.3660783555773262,0.2059053878330838,0.9305694305694305,0.3292133420242113,0.38173302107728335,0.7562409727287029,2.5130870312826854,0.3650304600015032,0.23101074898268775,0.8757908757908758,0.22474089590411464,0.2918618266978923,0.7638579741889673,2.341488032770532,2342329.0,2.2625848479997276e-27,6006,1,0.004810488930225026,0.0,4.751427412033081
ml-1m,4,random,rp3beta,heat,3.0,152.49712944030762,0.3680339153140399,0.23452632490756073,0.8764568764568764,0.22455344971008323,0.26844262295081966,0.7715598832283674,2.285214139366488,0.36727769822819595,0.2078289850632269,0.9292374292374292,0.3279861769748152,0.3568501170960187,0.7632323241429066,2.459359561432416,0.3680339153140399,0.23452632490756073,0.8764568764568764,0.22455344971008323,0.26844262295081966,0.7715598832283674,2.285214139366488,3987210.0,1.2176250621166543e-22,6006,1,0.00781394424276168,0.0,4.751427412033081
ml-1m,4,random,rp3beta,heat,10.0,149.0506489276886,0.36340477658019094,0.23233874008959046,0.8677988677988678,0.2181841975492314,0.2298009367681499,0.7888482642622769,2.178611718714693,0.3610399133844895,0.20407525207868019,0.9252414252414253,0.3192981657397816,0.29713114754098363,0.7701678780989125,2.34791900588472,0.36340477658019094,0.23233874008959046,0.8677988677988678,0.2181841975492314,0.2298009367681499,0.7888482642622769,2.178611718714693,5696777.5,0.025308078020342167,6006,1,0.0031848055089126943,0.0,4.751427412033081
ml-1m,4,random,rp3beta,p_step_2,1.0,157.80893111228943,0.36482509899140125,0.23085968374658852,0.8757908757908758,0.2246466490817431,0.2842505854800937,0.7660487812907999,2.322625624585428,0.3656021939694498,0.20547141144190595,0.9305694305694305,0.32877353086652117,0.373536299765808,0.7581122378144323,2.4955143524330587,0.36482509899140125,0.23085968374658852,0.8757908757908758,0.2246466490817431,0.2842505854800937,0.7660487812907999,2.322625624585428,2567806.0,1.670661030280725e-20,6006,1,0.004605127920123135,0.0,0.7144145965576172
ml-1m,4,random,rp3beta,p_step_2,3.0,160.61053371429443,0.3666573798236335,0.23366709466837016,0.8732933732933733,0.22323571126030775,0.2570257611241218,0.7786647293481006,2.2462953501088623,0.3653474464766616,0.20644439682295176,0.9275724275724275,0.32593460071160696,0.33899297423887587,0.7675580464440568,2.419586514371278,0.3666573798236335,0.23366709466837016,0.8732933732933733,0.22323571126030775,0.2570257611241218,0.7786647293481006,2.2462953501088623,4297492.5,9.624891615295609e-14,6006,1,0.006437408752355319,0.0,0.7144145965576172
ml-1m,4,random,rp3beta,p_step_2,10.0,154.89206910133362,0.3595456893013318,0.22944036993073277,0.8641358641358642,0.21552911811624803,0.2063817330210773,0.7983927183927184,2.1040894995548105,0.3566314383580119,0.20101854240086905,0.9200799200799201,0.31419113300093066,0.2813231850117096,0.7889350850328998,2.2721442137293515,0.3595456893013318,0.22944036993073277,0.8641358641358642,0.21552911811624803,0.2063817330210773,0.7983927183927184,2.1040894995548105,5946686.5,0.5646369544911474,6006,-1,-0.0006742817699463743,0.0,0.7144145965576172
ml-1m,4,random,rp3beta,inv_cosine,1.0,161.07524275779724,0.36503310780713766,0.23104114297141506,0.8756243756243757,0.224727832898809,0.2924473067915691,0.7639890973224306,2.342270048062375,0.3661418792992998,0.20595099482550247,0.9305694305694305,0.32929056069282914,0.3820257611241218,0.7561910503289813,2.513583874920018,0.36503310780713766,0.23104114297141506,0.8756243756243757,0.224727832898809,0.2924473067915691,0.7639890973224306,2.342270048062375,2328374.0,1.4489759907622362e-27,6006,1,0.004813136735859438,0.0,4.724832773208618
ml-1m,4,random,rp3beta,inv_cosine,3.0,167.0054976940155,0.36822700363874,0.23468048464930552,0.876956376956377,0.22483391710041303,0.2696135831381733,0.7717801561449771,2.2867081359873525,0.3674532842568946,0.20799512614890361,0.9292374292374292,0.3279714670626952,0.35772833723653397,0.763190996128803,2.460713627305216,0.36822700363874,0.23468048464930552,0.876956376956377,0.22483391710041303,0.2696135831381733,0.7717801561449771,2.2867081359873525,3966011.5,3.82571630467305e-23,6006,1,0.00800703256746183,0.0,4.724832773208618
ml-1m,4,random,rp3beta,inv_cosine,10.0,171.71307063102722,0.3637072758237399,0.23250704862241145,0.8677988677988678,0.21842203513628775,0.23097189695550352,0.7888243990905588,2.180840212937633,0.36138322456891514,0.2043310120197046,0.9254079254079254,0.3195972242655242,0.29859484777517564,0.770060315501492,2.3505601290184517,0.3637072758237399,0.23250704862241145,0.8677988677988678,0.21842203513628775,0.23097189695550352,0.7888243990905588,2.180840212937633,5652651.0,0.01099051925399629,6006,1,0.0034873047524617636,0.0,4.724832773208618
