model,rp3_beta,rp3_topK,train_time_s,NDCG@10,MAP@10,HitRate@10,Recall@10,Coverage@10,Gini@10,Novelty@10,NDCG@20,MAP@20,HitRate@20,Recall@20,Coverage@20,Gini@20,Novelty@20,NDCG@k,MAP@k,HitRate@k,Recall@k,Coverage@k,Gini@k,Novelty@k,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff
RP3beta,0.3,200,1.950514793395996,0.10634911703083033,0.05337972124394071,0.42158516020236086,0.070192240003455,0.06770833333333333,0.752062865686723,1.868600100085158,0.11863272723015358,0.0487948786696426,0.5682967959527825,0.13233826317933503,0.10334429824561403,0.754247386619312,2.06108506679186,0.10634911703083033,0.05337972124394071,0.42158516020236086,0.070192240003455,0.06770833333333333,0.752062865686723,1.868600100085158,18197.5,0.0002539695790517215,593,-1,-0.015942455047335404,0.0
RP3beta,0.6,200,2.1328125,0.11088514017068643,0.055687192308689126,0.43676222596964587,0.07347629116903275,0.18311403508771928,0.7502615342670478,2.5813660545357395,0.1230513787283471,0.05085104642323395,0.581787521079258,0.13511374693760347,0.265625,0.7674339603596831,2.7147778447918607,0.11088514017068643,0.055687192308689126,0.43676222596964587,0.07347629116903275,0.18311403508771928,0.7502615342670478,2.5813660545357395,20044.0,0.010181440706027528,593,-1,-0.01140643190747931,0.0
