dataset,seed,model,dropout,gamma,graph_source,normalise,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
ml-1m,2,EDLAE-Laplacian,0.5,10.0,rp3beta,none,overall,6004,0.35115318820665914,0.2071119394122924,0.8594270486342438,0.34632738512058076,0.3032083200199749,0.9240506329113924
ml-1m,2,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q1,5935,0.3743908632433038,0.27191943432900223,0.8672283066554338,0.38618944395540256,0.39735100913153354,0.9310867733782645
ml-1m,2,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q2,4474,0.004078311209688356,0.007802698236849177,0.015645954403218598,0.00726393885516335,0.017767879564453287,0.03531515422440769
ml-1m,2,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q3,2899,0.0002176370312423103,0.00034494653328734045,0.00034494653328734045,0.0005442293903543279,0.001398949829443103,0.002414625733011383
ml-1m,2,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q4,1585,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,2,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,3,EASE,0.0,0.0,,,overall,6013,0.35706225986659396,0.21893095713123753,0.8726093464160984,0.35794709456288604,0.3234195007622611,0.9248295360053218
ml-1m,3,EASE,0.0,0.0,,,q1,5943,0.3775981492066603,0.28245090118293675,0.8768298838970217,0.3934147537746468,0.4121176630744462,0.9276459700487969
ml-1m,3,EASE,0.0,0.0,,,q2,4400,0.013381095261004788,0.02393561338061657,0.060454545454545455,0.023523328930981996,0.054508267336010253,0.13045454545454546
ml-1m,3,EASE,0.0,0.0,,,q3,2896,0.0012368417580338948,0.0028117600631412786,0.004834254143646409,0.002928341513667897,0.008437746645619573,0.014157458563535912
ml-1m,3,EASE,0.0,0.0,,,q4,1678,0.0005550180183110073,0.0010429082240762813,0.0017878426698450535,0.0005550180183110073,0.0010429082240762813,0.0017878426698450535
ml-1m,3,EASE,0.0,0.0,,,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,3,EDLAE,0.5,0.0,,,overall,6013,0.36252346854840434,0.21858974066380818,0.8681190753367704,0.36232862307551683,0.323545956027087,0.9263262930317645
ml-1m,3,EDLAE,0.5,0.0,,,q1,5943,0.38505900027993073,0.2843834499245653,0.8738011105502271,0.4006995858432489,0.4167052372291941,0.9311795389533906
ml-1m,3,EDLAE,0.5,0.0,,,q2,4400,0.009390777031076157,0.016882900682360796,0.038863636363636364,0.017188384681457336,0.040392342524752496,0.09295454545454546
ml-1m,3,EDLAE,0.5,0.0,,,q3,2896,0.0007061140965477394,0.0014305445935280188,0.0027624309392265192,0.0018073356187796768,0.0050480136806103654,0.008287292817679558
ml-1m,3,EDLAE,0.5,0.0,,,q4,1678,0.0002979737783075089,0.0005959475566150178,0.0005959475566150178,0.00044691758023210565,0.0010429082240762813,0.0017878426698450535
ml-1m,3,EDLAE,0.5,0.0,,,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,3,EDLAE-Laplacian,0.5,0.01,rp3beta,none,overall,6013,0.3624664527921559,0.2185723974778159,0.8679527690004989,0.36230954853284786,0.3235493977088601,0.9259936803592217
ml-1m,3,EDLAE-Laplacian,0.5,0.01,rp3beta,none,q1,5943,0.3849743686942576,0.2843176283464705,0.8736328453642941,0.4006867611225134,0.4167272002586251,0.9308430085815245
ml-1m,3,EDLAE-Laplacian,0.5,0.01,rp3beta,none,q2,4400,0.009393495994420934,0.016882900682360796,0.038863636363636364,0.017173969064753866,0.04037969701477467,0.0925
ml-1m,3,EDLAE-Laplacian,0.5,0.01,rp3beta,none,q3,2896,0.0007673155077300764,0.0016031965272296762,0.003107734806629834,0.0018102817847808648,0.0050480136806103654,0.008287292817679558
ml-1m,3,EDLAE-Laplacian,0.5,0.01,rp3beta,none,q4,1678,0.0002979737783075089,0.0005959475566150178,0.0005959475566150178,0.00044691758023210565,0.0010429082240762813,0.0017878426698450535
ml-1m,3,EDLAE-Laplacian,0.5,0.01,rp3beta,none,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,3,EDLAE-Laplacian,0.5,0.03,rp3beta,none,overall,6013,0.3622451618716938,0.21823082901455804,0.8672875436554133,0.3622907607935765,0.32361456107303455,0.9261599866954932
ml-1m,3,EDLAE-Laplacian,0.5,0.03,rp3beta,none,q1,5943,0.38472352267556065,0.28384687836781464,0.872959784620562,0.4006579359181588,0.41682583648156624,0.9310112737674575
ml-1m,3,EDLAE-Laplacian,0.5,0.03,rp3beta,none,q2,4400,0.00939113687735226,0.016882900682360796,0.038863636363636364,0.017165974011710036,0.04029852818360584,0.0925
ml-1m,3,EDLAE-Laplacian,0.5,0.03,rp3beta,none,q3,2896,0.0007673155077300764,0.0016031965272296762,0.003107734806629834,0.0018091491863405928,0.0050480136806103654,0.008287292817679558
ml-1m,3,EDLAE-Laplacian,0.5,0.03,rp3beta,none,q4,1678,0.0002979737783075089,0.0005959475566150178,0.0005959475566150178,0.00044691758023210565,0.0010429082240762813,0.0017878426698450535
ml-1m,3,EDLAE-Laplacian,0.5,0.03,rp3beta,none,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,3,EDLAE-Laplacian,0.5,0.1,rp3beta,none,overall,6013,0.36220003939987355,0.21818771747493818,0.8669549309828705,0.36217448261872476,0.3233808020376054,0.9266589057043073
ml-1m,3,EDLAE-Laplacian,0.5,0.1,rp3beta,none,q1,5943,0.38471861769696963,0.28385830562505115,0.872791519434629,0.40058855886308564,0.41670640108909623,0.9313478041393236
ml-1m,3,EDLAE-Laplacian,0.5,0.1,rp3beta,none,q2,4400,0.009372081550833604,0.016959954111387905,0.038181818181818185,0.017024553119067323,0.03999221165414891,0.09136363636363637
ml-1m,3,EDLAE-Laplacian,0.5,0.1,rp3beta,none,q3,2896,0.0007698487984743858,0.0016031965272296762,0.003107734806629834,0.001839464834331917,0.005163114969744804,0.008632596685082873
ml-1m,3,EDLAE-Laplacian,0.5,0.1,rp3beta,none,q4,1678,0.0002979737783075089,0.0005959475566150178,0.0005959475566150178,0.00044691758023210565,0.0010429082240762813,0.0017878426698450535
ml-1m,3,EDLAE-Laplacian,0.5,0.1,rp3beta,none,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,3,EDLAE-Laplacian,0.5,0.3,rp3beta,none,overall,6013,0.36191526988376155,0.2175420588365413,0.866788624646599,0.36186649152567185,0.3227465186189575,0.9263262930317645
ml-1m,3,EDLAE-Laplacian,0.5,0.3,rp3beta,none,q1,5943,0.3844024860139993,0.28304768723067203,0.872959784620562,0.4003201997592215,0.41610572344718233,0.9313478041393236
ml-1m,3,EDLAE-Laplacian,0.5,0.3,rp3beta,none,q2,4400,0.009271150184129653,0.016803060499948844,0.03704545454545455,0.016773765291476863,0.039392333788191985,0.0890909090909091
ml-1m,3,EDLAE-Laplacian,0.5,0.3,rp3beta,none,q3,2896,0.0008310502096567228,0.0017758484609313337,0.003453038674033149,0.001767862353632572,0.004817811102341489,0.008287292817679558
ml-1m,3,EDLAE-Laplacian,0.5,0.3,rp3beta,none,q4,1678,0.0002979737783075089,0.0005959475566150178,0.0005959475566150178,0.0004409100150449518,0.0010429082240762813,0.0017878426698450535
ml-1m,3,EDLAE-Laplacian,0.5,0.3,rp3beta,none,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,3,EDLAE-Laplacian,0.5,1.0,rp3beta,none,overall,6013,0.3603419523181686,0.2153933329446518,0.8636288042574423,0.36035923254897567,0.32158457005290914,0.9261599866954932
ml-1m,3,EDLAE-Laplacian,0.5,1.0,rp3beta,none,q1,5943,0.38320200829204587,0.28129093567723856,0.8700992764597005,0.39903955324370505,0.41507683280043517,0.9318525996971226
ml-1m,3,EDLAE-Laplacian,0.5,1.0,rp3beta,none,q2,4400,0.008438600738740374,0.015557237101719027,0.03295454545454545,0.01571790694764917,0.037649375483027527,0.08181818181818182
ml-1m,3,EDLAE-Laplacian,0.5,1.0,rp3beta,none,q3,2896,0.0006085811949062915,0.001085240726124704,0.0024171270718232043,0.001660012462928043,0.0045300578795053935,0.007596685082872928
ml-1m,3,EDLAE-Laplacian,0.5,1.0,rp3beta,none,q4,1678,0.00021228080280573432,0.0005959475566150178,0.0005959475566150178,0.0002670477535617859,0.0007449344457687723,0.0011918951132300357
ml-1m,3,EDLAE-Laplacian,0.5,1.0,rp3beta,none,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,3,EDLAE-Laplacian,0.5,3.0,rp3beta,none,overall,6013,0.35655892926042726,0.21213284237265698,0.8604689838682854,0.35489727030048607,0.31422405873801323,0.9208381839348079
ml-1m,3,EDLAE-Laplacian,0.5,3.0,rp3beta,none,q1,5943,0.3797732444367426,0.27798546834602417,0.8679118290425711,0.3939538467485269,0.4074926893711627,0.9271411744909979
ml-1m,3,EDLAE-Laplacian,0.5,3.0,rp3beta,none,q2,4400,0.006977656786377487,0.012714693334310561,0.025454545454545455,0.013250999892897871,0.032302602625540015,0.06681818181818182
ml-1m,3,EDLAE-Laplacian,0.5,3.0,rp3beta,none,q3,2896,0.000375499436239149,0.0008262628255722178,0.0017265193370165745,0.0012256841916631026,0.0035804722441462773,0.006215469613259668
ml-1m,3,EDLAE-Laplacian,0.5,3.0,rp3beta,none,q4,1678,0.00017226747694748979,0.0005959475566150178,0.0005959475566150178,0.00017226747694748979,0.0005959475566150178,0.0005959475566150178
ml-1m,3,EDLAE-Laplacian,0.5,3.0,rp3beta,none,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,3,EDLAE-Laplacian,0.5,10.0,rp3beta,none,overall,6013,0.3443469129833899,0.20375367073018713,0.8514884417096291,0.34068351214047377,0.2987626951668153,0.9121902544486945
ml-1m,3,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q1,5943,0.36716824133266757,0.2672566036545285,0.8596668349318526,0.379631633960111,0.3906319081606396,0.9194009759380785
ml-1m,3,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q2,4400,0.0044443365038272994,0.009098028234391872,0.01840909090909091,0.007886434281036877,0.019840693596674456,0.03681818181818182
ml-1m,3,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q3,2896,4.801663657140042e-05,8.632596685082873e-05,0.0003453038674033149,0.0004820036378480571,0.0015168705603788475,0.003107734806629834
ml-1m,3,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q4,1678,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,3,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q5,698,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,4,EASE,0.0,0.0,,,overall,6006,0.3602199710712781,0.22263170160415102,0.8736263736263736,0.36241559929929296,0.32716994336340544,0.9302364302364302
ml-1m,4,EASE,0.0,0.0,,,q1,5939,0.3802698067910618,0.28410241730312774,0.875736656002694,0.3974861059261437,0.4145021664985619,0.931133187405287
ml-1m,4,EASE,0.0,0.0,,,q2,4417,0.01313044221384553,0.025298925136798156,0.056146705908988,0.023172501832056325,0.05490141373994923,0.1353860086031243
ml-1m,4,EASE,0.0,0.0,,,q3,2931,0.002115727750993652,0.004821491885734164,0.007505970658478335,0.0038145550024703584,0.010397909667883778,0.018082565677243263
ml-1m,4,EASE,0.0,0.0,,,q4,1676,0.0006985399835327961,0.001392203659506762,0.0017899761336515514,0.0010587690582970083,0.002784407319013524,0.0029832935560859188
ml-1m,4,EASE,0.0,0.0,,,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,4,EDLAE,0.5,0.0,,,overall,6006,0.369102322683361,0.22536670508344622,0.8764568764568764,0.3684488411083905,0.328480625282707,0.9292374292374292
ml-1m,4,EDLAE,0.5,0.0,,,q1,5939,0.3918023884745714,0.2908018651529652,0.8796093618454285,0.4069739696491116,0.4204685446783706,0.9318067014648931
ml-1m,4,EDLAE,0.5,0.0,,,q2,4417,0.009180230138733723,0.018818172882784878,0.03735567127009282,0.016580921284445313,0.04143258906421882,0.08920081503282772
ml-1m,4,EDLAE,0.5,0.0,,,q3,2931,0.0012008875738831989,0.0028553557212717905,0.0040941658137154556,0.0026894685228926758,0.007983503875791189,0.011941316956670079
ml-1m,4,EDLAE,0.5,0.0,,,q4,1676,0.0002572710982788491,0.00044749403341288785,0.0005966587112171838,0.0005643437256963644,0.001392203659506762,0.0017899761336515514
ml-1m,4,EDLAE,0.5,0.0,,,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,4,EDLAE-Laplacian,0.5,0.01,rp3beta,none,overall,6006,0.36904030930725085,0.2252704784902293,0.8762903762903763,0.36832055877068043,0.32819891762241854,0.9292374292374292
ml-1m,4,EDLAE-Laplacian,0.5,0.01,rp3beta,none,q1,5939,0.3917367557321019,0.29064756953962767,0.879440983330527,0.40686990400646145,0.42019543229711104,0.9318067014648931
ml-1m,4,EDLAE-Laplacian,0.5,0.01,rp3beta,none,q2,4417,0.009143845427768483,0.018818172882784878,0.03735567127009282,0.016513020656507612,0.041319390060370054,0.08897441702513018
ml-1m,4,EDLAE-Laplacian,0.5,0.01,rp3beta,none,q3,2931,0.0012008875738831989,0.0028553557212717905,0.0040941658137154556,0.0026667172285266636,0.007934763806580291,0.01160013647219379
ml-1m,4,EDLAE-Laplacian,0.5,0.01,rp3beta,none,q4,1676,0.0002572710982788491,0.00044749403341288785,0.0005966587112171838,0.0005591499361833511,0.001392203659506762,0.0017899761336515514
ml-1m,4,EDLAE-Laplacian,0.5,0.01,rp3beta,none,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,4,EDLAE-Laplacian,0.5,0.03,rp3beta,none,overall,6006,0.36904771442389855,0.22529619526289496,0.8764568764568764,0.36828925074483126,0.3282064682773278,0.9294039294039294
ml-1m,4,EDLAE-Laplacian,0.5,0.03,rp3beta,none,q1,5939,0.391723933208863,0.2907021292208622,0.8796093618454285,0.40683585593725563,0.4202461252017178,0.9319750799797946
ml-1m,4,EDLAE-Laplacian,0.5,0.03,rp3beta,none,q2,4417,0.009136068566114541,0.018818172882784878,0.03735567127009282,0.016498519988962273,0.04133987368963793,0.08897441702513018
ml-1m,4,EDLAE-Laplacian,0.5,0.03,rp3beta,none,q3,2931,0.0011978410040503517,0.0028553557212717905,0.0040941658137154556,0.0026262367284219518,0.00782103697842153,0.011258955987717503
ml-1m,4,EDLAE-Laplacian,0.5,0.03,rp3beta,none,q4,1676,0.0002572710982788491,0.00044749403341288785,0.0005966587112171838,0.0005571223843736125,0.001392203659506762,0.0017899761336515514
ml-1m,4,EDLAE-Laplacian,0.5,0.03,rp3beta,none,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,4,EDLAE-Laplacian,0.5,0.1,rp3beta,none,overall,6006,0.3690322483749334,0.22495894756907486,0.8754578754578755,0.36830064039748134,0.32830548586814357,0.9294039294039294
ml-1m,4,EDLAE-Laplacian,0.5,0.1,rp3beta,none,q1,5939,0.3917165726747192,0.2903622655166449,0.878767469270921,0.4068962476649458,0.4203752568634455,0.9319750799797946
ml-1m,4,EDLAE-Laplacian,0.5,0.1,rp3beta,none,q2,4417,0.009062438956135713,0.018601049583385876,0.03735567127009282,0.016428852558586317,0.04122927962982851,0.08829522300203758
ml-1m,4,EDLAE-Laplacian,0.5,0.1,rp3beta,none,q3,2931,0.0011991947424293348,0.0028553557212717905,0.0040941658137154556,0.0026203734601869693,0.00782103697842153,0.011258955987717503
ml-1m,4,EDLAE-Laplacian,0.5,0.1,rp3beta,none,q4,1676,0.00025390887297220365,0.00044749403341288785,0.0005966587112171838,0.0005431149876724717,0.001392203659506762,0.0017899761336515514
ml-1m,4,EDLAE-Laplacian,0.5,0.1,rp3beta,none,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,4,EDLAE-Laplacian,0.5,0.3,rp3beta,none,overall,6006,0.36926304557217093,0.2247274037159087,0.8749583749583749,0.36801153342101556,0.32726909230784934,0.9287379287379287
ml-1m,4,EDLAE-Laplacian,0.5,0.3,rp3beta,none,q1,5939,0.3921368381317901,0.29038793622794745,0.8782623337262165,0.4067413359432633,0.4194349658758739,0.9314699444350901
ml-1m,4,EDLAE-Laplacian,0.5,0.3,rp3beta,none,q2,4417,0.008864310809853188,0.017919727589796302,0.0350916911931175,0.01623423143713499,0.04039572941421169,0.08671043694815486
ml-1m,4,EDLAE-Laplacian,0.5,0.3,rp3beta,none,q3,2931,0.001193373686817532,0.0028553557212717905,0.0040941658137154556,0.00256298684675815,0.00769727543013111,0.010917775503241215
ml-1m,4,EDLAE-Laplacian,0.5,0.3,rp3beta,none,q4,1676,0.00018379186536097023,0.0002983293556085919,0.0005966587112171838,0.0005269823591142958,0.001392203659506762,0.0017899761336515514
ml-1m,4,EDLAE-Laplacian,0.5,0.3,rp3beta,none,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,4,EDLAE-Laplacian,0.5,1.0,rp3beta,none,overall,6006,0.367757042540323,0.22338571204609892,0.8734598734598734,0.3661943114149067,0.32508494504023816,0.9284049284049284
ml-1m,4,EDLAE-Laplacian,0.5,1.0,rp3beta,none,q1,5939,0.390870291938868,0.28925542853792596,0.8770836841219061,0.40500274785160895,0.41695527266470483,0.931133187405287
ml-1m,4,EDLAE-Laplacian,0.5,1.0,rp3beta,none,q2,4417,0.007989111169428397,0.016419280606988388,0.031469323069956985,0.01528430602857404,0.039160496208589274,0.08014489472492642
ml-1m,4,EDLAE-Laplacian,0.5,1.0,rp3beta,none,q3,2931,0.000993761217233176,0.002172994752319215,0.0034118048447628795,0.0023850865162554683,0.00711726860652142,0.010576595018764927
ml-1m,4,EDLAE-Laplacian,0.5,1.0,rp3beta,none,q4,1676,0.00011646182875659358,0.00014916467780429595,0.0005966587112171838,0.00042731266642312453,0.001243038981702466,0.0017899761336515514
ml-1m,4,EDLAE-Laplacian,0.5,1.0,rp3beta,none,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,4,EDLAE-Laplacian,0.5,3.0,rp3beta,none,overall,6006,0.36388849964435477,0.22069096630306498,0.8711288711288712,0.3605883530727355,0.31840751873013423,0.9255744255744256
ml-1m,4,EDLAE-Laplacian,0.5,3.0,rp3beta,none,q1,5939,0.38749976967394245,0.2866857953549403,0.8762417915473986,0.39994243525593076,0.4100191273080728,0.9292810237413706
ml-1m,4,EDLAE-Laplacian,0.5,3.0,rp3beta,none,q2,4417,0.006293606809512544,0.01294166741868802,0.025809372877518676,0.012543418026738825,0.03267399208300233,0.0652026262168893
ml-1m,4,EDLAE-Laplacian,0.5,3.0,rp3beta,none,q3,2931,0.0006000624625098111,0.0010519731604685543,0.0017059024223814397,0.0018405965219972268,0.005527936183002712,0.007847151142954622
ml-1m,4,EDLAE-Laplacian,0.5,3.0,rp3beta,none,q4,1676,7.347923291787888e-05,0.00014916467780429595,0.0005966587112171838,7.347923291787888e-05,0.00014916467780429595,0.0005966587112171838
ml-1m,4,EDLAE-Laplacian,0.5,3.0,rp3beta,none,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,4,EDLAE-Laplacian,0.5,10.0,rp3beta,none,overall,6006,0.3510352311802201,0.20917935897742929,0.8574758574758575,0.34691647192651326,0.3026425674549772,0.9150849150849151
ml-1m,4,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q1,5939,0.37479548570330146,0.27337771276091094,0.8651288095638996,0.3867821140285143,0.394204585857268,0.9223775046304091
ml-1m,4,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q2,4417,0.0032790872668241144,0.006408473422283701,0.013583880461851936,0.00702632806953255,0.018608086125631973,0.03418609916232737
ml-1m,4,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q3,2931,0.0002865984545461614,0.000682360968952576,0.0010235414534288639,0.000821401502853153,0.002514175236795503,0.0040941658137154556
ml-1m,4,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q4,1676,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,4,EDLAE-Laplacian,0.5,10.0,rp3beta,none,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
