gamma,wilcoxon_vs_EASE_stat,wilcoxon_vs_EASE_p,wilcoxon_vs_EASE_n_pairs,wilcoxon_vs_EASE_sign,wilcoxon_vs_EASE_mean_diff,wilcoxon_vs_EASE_median_diff,wilcoxon_vs_EDLAE_stat,wilcoxon_vs_EDLAE_p,wilcoxon_vs_EDLAE_n_pairs,wilcoxon_vs_EDLAE_sign,wilcoxon_vs_EDLAE_mean_diff,wilcoxon_vs_EDLAE_median_diff
0.01,149604814.5,0.01533778547734337,30037,1,0.0020189277261868847,0.0,15109.0,0.0034004912387987003,30037,-1,-4.214823074450508e-05,0.0
0.1,150419673.0,0.043004862631462935,30037,1,0.0017522929174413524,0.0,1237616.0,3.217916779652082e-13,30037,-1,-0.00030878303949003806,0.0
0.3,152450816.5,0.4017782987780234,30037,1,0.00104756240468554,0.0,7639714.5,1.3735418085344059e-39,30037,-1,-0.0010135135522458506,0.0
1.0,152024539.0,0.003470474599526691,30037,-1,-0.0013327822105240448,0.0,32115490.5,5.045651728023519e-105,30037,-1,-0.0033938581674554345,0.0
3.0,146634002.5,9.886185273847804e-29,30037,-1,-0.007267873508756947,0.0,64697471.0,5.351445867597435e-247,30037,-1,-0.009328949465688338,0.0
10.0,130754388.0,1.6101190948739528e-182,30037,-1,-0.023269813576278067,0.0,76920078.0,0.0,30037,-1,-0.02533088953320946,0.0
