dataset,seed,model,dropout,gamma,graph_source,normalise,train_time_s,NDCG@5,MAP@5,HitRate@5,Recall@5,NDCG@10,MAP@10,HitRate@10,Recall@10
synth,0,EASE,0.0,0.0,,,0.06950783729553223,0.06577649059990552,0.052272727272727276,0.10606060606060606,0.10606060606060606,0.10101097046717669,0.06733405483405483,0.21212121212121213,0.21212121212121213
synth,0,EDLAE,0.3,0.0,,,0.0012459754943847656,0.06577649059990552,0.052272727272727276,0.10606060606060606,0.10606060606060606,0.10101097046717669,0.06733405483405483,0.21212121212121213,0.21212121212121213
synth,0,EDLAE-Laplacian,0.3,5.0,rp3beta,none,0.001138448715209961,0.054233164734103785,0.03712121212121212,0.10606060606060606,0.10606060606060606,0.08861421584942293,0.0514069264069264,0.21212121212121213,0.21212121212121213
synth,1,EASE,0.0,0.0,,,0.06367778778076172,0.06697901516715431,0.04871794871794872,0.12307692307692308,0.12307692307692308,0.11839984003708938,0.07090964590964591,0.27692307692307694,0.27692307692307694
synth,1,EDLAE,0.3,0.0,,,0.001543283462524414,0.06697901516715431,0.04871794871794872,0.12307692307692308,0.12307692307692308,0.1226629116828093,0.07227716727716728,0.2923076923076923,0.2923076923076923
synth,1,EDLAE-Laplacian,0.3,5.0,rp3beta,none,0.001127004623413086,0.05613403560580703,0.04410256410256409,0.09230769230769231,0.09230769230769231,0.1065219010789708,0.06526862026862026,0.24615384615384617,0.24615384615384617
synth,2,EASE,0.0,0.0,,,0.06700396537780762,0.06669710655559899,0.05358974358974359,0.1076923076923077,0.1076923076923077,0.12217416661156127,0.07690476190476189,0.27692307692307694,0.27692307692307694
synth,2,EDLAE,0.3,0.0,,,0.0011377334594726562,0.060745524905836804,0.05051282051282051,0.09230769230769231,0.09230769230769231,0.12238374948677551,0.07705128205128205,0.27692307692307694,0.27692307692307694
synth,2,EDLAE-Laplacian,0.3,5.0,rp3beta,none,0.00099945068359375,0.08302951135013514,0.06512820512820514,0.13846153846153847,0.13846153846153847,0.12347386146416955,0.08221611721611721,0.26153846153846155,0.26153846153846155
